# File	Energy (eV)
frame_0001.xyz	-13600.4826100319
frame_0002.xyz	-13600.4826448510
frame_0003.xyz	-13600.4826471079
frame_0004.xyz	-13600.4826483238
frame_0005.xyz	-13600.4826500856
frame_0006.xyz	-13600.4826501429
frame_0007.xyz	-13600.4826518126
frame_0008.xyz	-13600.4826521699
frame_0009.xyz	-13600.4826541315
frame_0010.xyz	-13600.4826567295
frame_0011.xyz	-13600.4814164792
frame_0012.xyz	-13599.9215059248
frame_0013.xyz	-13596.8595018842
frame_0014.xyz	-13594.5987099732
frame_0015.xyz	-13594.1284383810
frame_0016.xyz	-13594.0067920692
frame_0017.xyz	-13593.9540488962
frame_0018.xyz	-13593.9197278292
frame_0019.xyz	-13593.9064036568
frame_0020.xyz	-13593.9114639279
frame_0021.xyz	-13593.9282207218
frame_0022.xyz	-13593.9533410833
frame_0023.xyz	-13593.9852364719
frame_0024.xyz	-13594.0237484790
frame_0025.xyz	-13594.0690670342
frame_0026.xyz	-13594.1215065529
frame_0027.xyz	-13594.1804353863
frame_0028.xyz	-13594.2441178357
frame_0029.xyz	-13594.3108732494
frame_0030.xyz	-13594.3781701261
frame_0031.xyz	-13594.4454860749
frame_0032.xyz	-13594.5122134551
frame_0033.xyz	-13594.5778350106
frame_0034.xyz	-13594.6425721262
frame_0035.xyz	-13594.7072404548
frame_0036.xyz	-13594.7730417024
frame_0037.xyz	-13594.8424221134
frame_0038.xyz	-13594.9192813825
frame_0039.xyz	-13595.0049364890
frame_0040.xyz	-13595.0965762588
frame_0041.xyz	-13595.1938441569
frame_0042.xyz	-13595.3039164868
frame_0043.xyz	-13595.4324906575
frame_0044.xyz	-13595.5750966353
frame_0045.xyz	-13595.7320086649
frame_0046.xyz	-13595.9038523166
frame_0047.xyz	-13596.0977320392
frame_0048.xyz	-13596.4769172464
frame_0049.xyz	-13598.4766211140
frame_0050.xyz	-13601.6582888808
frame_0051.xyz	-13602.0958833767
frame_0052.xyz	-13602.2109975058
frame_0053.xyz	-13602.3328595867
frame_0054.xyz	-13602.2988571204
frame_0055.xyz	-13601.8505644549
frame_0056.xyz	-13600.4877075289
frame_0057.xyz	-13597.5372795210
frame_0058.xyz	-13592.0382608188
frame_0059.xyz	-13583.4077484691
frame_0060.xyz	-13578.7739289370
frame_0061.xyz	-13587.7429631554
frame_0062.xyz	-13583.1041710474
frame_0063.xyz	-13582.6667347617
orca.001.xyz	-13600.4826103009
orca.002.xyz	-13600.4826449324
orca.003.xyz	-13600.4826472887
orca.004.xyz	-13600.4826484466
orca.005.xyz	-13600.4826499231
orca.006.xyz	-13600.4826503993
orca.007.xyz	-13600.4826514046
orca.008.xyz	-13600.4826522111
orca.009.xyz	-13600.4826542652
orca.010.xyz	-13600.4826564099
orca.011.xyz	-13600.4814163134
orca.012.xyz	-13599.9215112089
orca.013.xyz	-13596.8595008793
orca.014.xyz	-13594.5987083240
orca.015.xyz	-13594.1284375085
orca.016.xyz	-13594.0067922995
orca.017.xyz	-13593.9540490946
orca.018.xyz	-13593.9197279580
orca.019.xyz	-13593.9064038095
orca.020.xyz	-13593.9114640331
orca.021.xyz	-13593.9282207331
orca.022.xyz	-13593.9533415433
orca.023.xyz	-13593.9852364508
orca.024.xyz	-13594.0237485208
orca.025.xyz	-13594.0690667800
orca.026.xyz	-13594.1215059931
orca.027.xyz	-13594.1804352211
orca.028.xyz	-13594.2441183719
orca.029.xyz	-13594.3108737367
orca.030.xyz	-13594.3781703187
orca.031.xyz	-13594.4454863212
orca.032.xyz	-13594.5122140724
orca.033.xyz	-13594.5778348635
orca.034.xyz	-13594.6425722625
orca.035.xyz	-13594.7072402114
orca.036.xyz	-13594.7730415330
orca.037.xyz	-13594.8424226367
orca.038.xyz	-13594.9192817236
orca.039.xyz	-13595.0049371582
orca.040.xyz	-13595.0965758643
orca.041.xyz	-13595.1938442919
orca.042.xyz	-13595.3039169525
orca.043.xyz	-13595.4324909479
orca.044.xyz	-13595.5750977020
orca.045.xyz	-13595.7320085249
orca.046.xyz	-13595.9038530303
orca.047.xyz	-13596.0977320026
orca.048.xyz	-13596.4769129997
orca.049.xyz	-13598.4766115674
orca.050.xyz	-13601.6582922371
orca.051.xyz	-13602.0958828509
orca.052.xyz	-13602.2109972410
orca.053.xyz	-13602.3328598244
orca.054.xyz	-13602.2988572704
orca.055.xyz	-13601.8505702052
orca.056.xyz	-13600.4877130610
orca.057.xyz	-13597.5372722553
orca.058.xyz	-13592.0382267190
orca.059.xyz	-13583.4077540795
orca.060.xyz	-13578.7739381394
orca.061.xyz	-13587.7429305357
orca.062.xyz	-13583.1041672491
orca.063.xyz	-13582.6667690270
