# File	Energy (eV)
frame_0001.xyz	-13599.4315181086
frame_0002.xyz	-13599.4315285131
frame_0003.xyz	-13599.4315059905
frame_0004.xyz	-13599.4314830732
frame_0005.xyz	-13599.4314613980
frame_0006.xyz	-13599.4314368172
frame_0007.xyz	-13599.4314139864
frame_0008.xyz	-13599.4313898039
frame_0009.xyz	-13599.4313674147
frame_0010.xyz	-13599.4313458038
frame_0011.xyz	-13599.4312998965
frame_0012.xyz	-13599.4224352917
frame_0013.xyz	-13599.4039586877
frame_0014.xyz	-13599.3465913346
frame_0015.xyz	-13599.1840402363
frame_0016.xyz	-13598.7638086006
frame_0017.xyz	-13598.2299951699
frame_0018.xyz	-13598.1056195688
frame_0019.xyz	-13598.0869068809
frame_0020.xyz	-13597.3424645616
frame_0021.xyz	-13595.6967559460
frame_0022.xyz	-13594.8906822659
frame_0023.xyz	-13594.5556322635
frame_0024.xyz	-13594.4269691171
frame_0025.xyz	-13594.4092305892
frame_0026.xyz	-13594.4180214052
frame_0027.xyz	-13594.4322094725
frame_0028.xyz	-13594.4555679254
frame_0029.xyz	-13594.4860881327
frame_0030.xyz	-13594.5193374923
frame_0031.xyz	-13594.5543323359
frame_0032.xyz	-13594.5910781651
frame_0033.xyz	-13594.6294673428
frame_0034.xyz	-13594.6694330959
frame_0035.xyz	-13594.7113230644
frame_0036.xyz	-13594.7553029523
frame_0037.xyz	-13594.8042438602
frame_0038.xyz	-13594.8621430254
frame_0039.xyz	-13594.9331404371
frame_0040.xyz	-13595.0249455513
frame_0041.xyz	-13595.1474462156
frame_0042.xyz	-13595.2868499237
frame_0043.xyz	-13595.4332361661
frame_0044.xyz	-13595.6602348076
frame_0045.xyz	-13595.8187272622
frame_0046.xyz	-13596.0833132997
frame_0047.xyz	-13596.7239075943
frame_0048.xyz	-13597.8907520669
frame_0049.xyz	-13598.3930585599
frame_0050.xyz	-13599.1512076373
frame_0051.xyz	-13599.9331727066
frame_0052.xyz	-13600.3777959381
frame_0053.xyz	-13600.9129163064
frame_0054.xyz	-13601.5952022545
frame_0055.xyz	-13601.5170927617
frame_0056.xyz	-13600.1181400263
frame_0057.xyz	-13596.1837458322
frame_0058.xyz	-13592.6129075224
frame_0059.xyz	-13587.8631417300
frame_0060.xyz	-13582.4846941965
frame_0061.xyz	-13578.5454560939
frame_0062.xyz	-13575.0016861140
frame_0063.xyz	-13570.2539733839
orca.001.xyz	-13599.4315182998
orca.002.xyz	-13599.4315285818
orca.003.xyz	-13599.4315061589
orca.004.xyz	-13599.4314831999
orca.005.xyz	-13599.4314612980
orca.006.xyz	-13599.4314369456
orca.007.xyz	-13599.4314136883
orca.008.xyz	-13599.4313898055
orca.009.xyz	-13599.4313675397
orca.010.xyz	-13599.4313455672
orca.011.xyz	-13599.4312997945
orca.012.xyz	-13599.4224351551
orca.013.xyz	-13599.4039582839
orca.014.xyz	-13599.3465908091
orca.015.xyz	-13599.1840393966
orca.016.xyz	-13598.7638095968
orca.017.xyz	-13598.2299942664
orca.018.xyz	-13598.1056208162
orca.019.xyz	-13598.0869065138
orca.020.xyz	-13597.3424585762
orca.021.xyz	-13595.6967630969
orca.022.xyz	-13594.8906844057
orca.023.xyz	-13594.5556337604
orca.024.xyz	-13594.4269689571
orca.025.xyz	-13594.4092304763
orca.026.xyz	-13594.4180210646
orca.027.xyz	-13594.4322091088
orca.028.xyz	-13594.4555683973
orca.029.xyz	-13594.4860884135
orca.030.xyz	-13594.5193376028
orca.031.xyz	-13594.5543325605
orca.032.xyz	-13594.5910786754
orca.033.xyz	-13594.6294671434
orca.034.xyz	-13594.6694332609
orca.035.xyz	-13594.7113228294
orca.036.xyz	-13594.7553027968
orca.037.xyz	-13594.8042442901
orca.038.xyz	-13594.8621433332
orca.039.xyz	-13594.9331410234
orca.040.xyz	-13595.0249452605
orca.041.xyz	-13595.1474463323
orca.042.xyz	-13595.2868505021
orca.043.xyz	-13595.4332365205
orca.044.xyz	-13595.6602359408
orca.045.xyz	-13595.8187270588
orca.046.xyz	-13596.0833155781
orca.047.xyz	-13596.7239068098
orca.048.xyz	-13597.8907467933
orca.049.xyz	-13598.3930562777
orca.050.xyz	-13599.1512105094
orca.051.xyz	-13599.9331712439
orca.052.xyz	-13600.3777946941
orca.053.xyz	-13600.9129190317
orca.054.xyz	-13601.5952027829
orca.055.xyz	-13601.5170980714
orca.056.xyz	-13600.1181463462
orca.057.xyz	-13596.1837412092
orca.058.xyz	-13592.6128842405
orca.059.xyz	-13587.8631440790
orca.060.xyz	-13582.4846784748
orca.061.xyz	-13578.5454644072
orca.062.xyz	-13575.0016846496
orca.063.xyz	-13570.2539572024
