# File	Energy (eV)
frame_0001.xyz	-13605.8030694459
frame_0002.xyz	-13605.8030661021
frame_0003.xyz	-13605.8030631829
frame_0004.xyz	-13605.8030600404
frame_0005.xyz	-13605.8030570502
frame_0006.xyz	-13605.8030534595
frame_0007.xyz	-13605.8030502354
frame_0008.xyz	-13605.8030466477
frame_0009.xyz	-13605.8030433247
frame_0010.xyz	-13605.8030399645
frame_0011.xyz	-13605.8030281479
frame_0012.xyz	-13605.7997197643
frame_0013.xyz	-13605.7818167608
frame_0014.xyz	-13605.7510934308
frame_0015.xyz	-13605.8031269636
frame_0016.xyz	-13605.8744716772
frame_0017.xyz	-13605.8318383088
frame_0018.xyz	-13605.5806930224
frame_0019.xyz	-13605.3320280806
frame_0020.xyz	-13605.1366542746
frame_0021.xyz	-13604.9803071755
frame_0022.xyz	-13604.8504152289
frame_0023.xyz	-13604.7570758494
frame_0024.xyz	-13604.6885640537
frame_0025.xyz	-13604.6298531109
frame_0026.xyz	-13604.5727244688
frame_0027.xyz	-13604.5131596313
frame_0028.xyz	-13604.4512974995
frame_0029.xyz	-13604.3920366351
frame_0030.xyz	-13604.3422484827
frame_0031.xyz	-13604.3094924954
frame_0032.xyz	-13604.2984448998
frame_0033.xyz	-13604.3106302078
frame_0034.xyz	-13604.3467525109
frame_0035.xyz	-13604.4087830527
frame_0036.xyz	-13604.4978719559
frame_0037.xyz	-13604.6113776972
frame_0038.xyz	-13604.7503086566
frame_0039.xyz	-13604.9134480725
frame_0040.xyz	-13605.1077124897
frame_0041.xyz	-13605.3780997924
frame_0042.xyz	-13605.7057010393
frame_0043.xyz	-13606.0022845996
frame_0044.xyz	-13606.2253408911
frame_0045.xyz	-13606.3279198388
frame_0046.xyz	-13606.4460880607
frame_0047.xyz	-13606.7102904161
frame_0048.xyz	-13607.0684934799
frame_0049.xyz	-13607.3569302267
frame_0050.xyz	-13607.6250813351
frame_0051.xyz	-13607.8583291165
frame_0052.xyz	-13607.9977964505
frame_0053.xyz	-13607.9640515295
frame_0054.xyz	-13607.6436456446
frame_0055.xyz	-13606.8736732612
frame_0056.xyz	-13605.3636980338
frame_0057.xyz	-13602.6449008988
frame_0058.xyz	-13597.9563423387
frame_0059.xyz	-13590.9703589595
frame_0060.xyz	-13584.9911541630
frame_0061.xyz	-13580.1423921792
frame_0062.xyz	-13576.3387360610
frame_0063.xyz	-13572.9681174560
orca.001.xyz	-13605.8030695018
orca.002.xyz	-13605.8030661326
orca.003.xyz	-13605.8030632496
orca.004.xyz	-13605.8030600696
orca.005.xyz	-13605.8030570037
orca.006.xyz	-13605.8030535173
orca.007.xyz	-13605.8030501611
orca.008.xyz	-13605.8030466526
orca.009.xyz	-13605.8030433590
orca.010.xyz	-13605.8030399216
orca.011.xyz	-13605.8030281219
orca.012.xyz	-13605.7997197395
orca.013.xyz	-13605.7818166519
orca.014.xyz	-13605.7510931932
orca.015.xyz	-13605.8031273796
orca.016.xyz	-13605.8744719043
orca.017.xyz	-13605.8318381093
orca.018.xyz	-13605.5806932727
orca.019.xyz	-13605.3320277380
orca.020.xyz	-13605.1366530877
orca.021.xyz	-13604.9803083096
orca.022.xyz	-13604.8504157904
orca.023.xyz	-13604.7570765465
orca.024.xyz	-13604.6885644040
orca.025.xyz	-13604.6298526639
orca.026.xyz	-13604.5727243486
orca.027.xyz	-13604.5131593248
orca.028.xyz	-13604.4512971627
orca.029.xyz	-13604.3920368945
orca.030.xyz	-13604.3422480948
orca.031.xyz	-13604.3094926594
orca.032.xyz	-13604.2984450781
orca.033.xyz	-13604.3106301537
orca.034.xyz	-13604.3467526396
orca.035.xyz	-13604.4087828880
orca.036.xyz	-13604.4978715534
orca.037.xyz	-13604.6113780405
orca.038.xyz	-13604.7503097115
orca.039.xyz	-13604.9134490204
orca.040.xyz	-13605.1077129176
orca.041.xyz	-13605.3780996547
orca.042.xyz	-13605.7057027833
orca.043.xyz	-13606.0022848646
orca.044.xyz	-13606.2253418431
orca.045.xyz	-13606.3279198919
orca.046.xyz	-13606.4460889829
orca.047.xyz	-13606.7102901636
orca.048.xyz	-13607.0684913209
orca.049.xyz	-13607.3569297566
orca.050.xyz	-13607.6250819368
orca.051.xyz	-13607.8583284463
orca.052.xyz	-13607.9977964900
orca.053.xyz	-13607.9640508086
orca.054.xyz	-13607.6436462241
orca.055.xyz	-13606.8736806704
orca.056.xyz	-13605.3637036023
orca.057.xyz	-13602.6448961567
orca.058.xyz	-13597.9563104660
orca.059.xyz	-13590.9703628485
orca.060.xyz	-13584.9911363692
orca.061.xyz	-13580.1424024445
orca.062.xyz	-13576.3387308412
orca.063.xyz	-13572.9681030546
