# File	Energy (eV)
frame_0001.xyz	-13607.8665484564
frame_0002.xyz	-13607.8665497038
frame_0003.xyz	-13607.8665494980
frame_0004.xyz	-13607.8665491162
frame_0005.xyz	-13607.8665487148
frame_0006.xyz	-13607.8665481348
frame_0007.xyz	-13607.8665475281
frame_0008.xyz	-13607.8665468316
frame_0009.xyz	-13607.8665460861
frame_0010.xyz	-13607.8665451241
frame_0011.xyz	-13607.8664444387
frame_0012.xyz	-13607.8094574438
frame_0013.xyz	-13607.1369458046
frame_0014.xyz	-13606.5861303531
frame_0015.xyz	-13606.4266947496
frame_0016.xyz	-13606.2690515621
frame_0017.xyz	-13606.1017519776
frame_0018.xyz	-13605.9543972268
frame_0019.xyz	-13605.8468558789
frame_0020.xyz	-13605.7746456137
frame_0021.xyz	-13605.7243384618
frame_0022.xyz	-13605.6865984013
frame_0023.xyz	-13605.6573059157
frame_0024.xyz	-13605.6342599060
frame_0025.xyz	-13605.6153759287
frame_0026.xyz	-13605.6001132794
frame_0027.xyz	-13605.5893167635
frame_0028.xyz	-13605.5848860902
frame_0029.xyz	-13605.5892166694
frame_0030.xyz	-13605.6034592381
frame_0031.xyz	-13605.6287416967
frame_0032.xyz	-13605.6660420721
frame_0033.xyz	-13605.7162623843
frame_0034.xyz	-13605.7788373718
frame_0035.xyz	-13605.8503982577
frame_0036.xyz	-13605.9257834463
frame_0037.xyz	-13606.0000908121
frame_0038.xyz	-13606.0703424960
frame_0039.xyz	-13606.1348621013
frame_0040.xyz	-13606.1915627021
frame_0041.xyz	-13606.2382909470
frame_0042.xyz	-13606.2743205540
frame_0043.xyz	-13606.3004328589
frame_0044.xyz	-13606.3235609028
frame_0045.xyz	-13606.3636452412
frame_0046.xyz	-13606.4483576874
frame_0047.xyz	-13606.6389576523
frame_0048.xyz	-13606.9705633684
frame_0049.xyz	-13607.3205700939
frame_0050.xyz	-13607.6366652151
frame_0051.xyz	-13607.8874411778
frame_0052.xyz	-13608.0287971164
frame_0053.xyz	-13607.9960234282
frame_0054.xyz	-13607.6788812963
frame_0055.xyz	-13606.8973827114
frame_0056.xyz	-13605.3818038519
frame_0057.xyz	-13602.6973209293
frame_0058.xyz	-13598.1945708455
frame_0059.xyz	-13590.5315243524
frame_0060.xyz	-13583.7642166855
frame_0061.xyz	-13596.1819265990
frame_0062.xyz	-13599.8857789844
frame_0063.xyz	-13594.6954995467
orca.001.xyz	-13607.8665484730
orca.002.xyz	-13607.8665497109
orca.003.xyz	-13607.8665495117
orca.004.xyz	-13607.8665491234
orca.005.xyz	-13607.8665487037
orca.006.xyz	-13607.8665481525
orca.007.xyz	-13607.8665475026
orca.008.xyz	-13607.8665468309
orca.009.xyz	-13607.8665460952
orca.010.xyz	-13607.8665451058
orca.011.xyz	-13607.8664444266
orca.012.xyz	-13607.8094581250
orca.013.xyz	-13607.1369457116
orca.014.xyz	-13606.5861291686
orca.015.xyz	-13606.4266944912
orca.016.xyz	-13606.2690520806
orca.017.xyz	-13606.1017516718
orca.018.xyz	-13605.9543975515
orca.019.xyz	-13605.8468556989
orca.020.xyz	-13605.7746451612
orca.021.xyz	-13605.7243388479
orca.022.xyz	-13605.6865985283
orca.023.xyz	-13605.6573061475
orca.024.xyz	-13605.6342600583
orca.025.xyz	-13605.6153757370
orca.026.xyz	-13605.6001132002
orca.027.xyz	-13605.5893167387
orca.028.xyz	-13605.5848860472
orca.029.xyz	-13605.5892168634
orca.030.xyz	-13605.6034592482
orca.031.xyz	-13605.6287417912
orca.032.xyz	-13605.6660423473
orca.033.xyz	-13605.7162623888
orca.034.xyz	-13605.7788373235
orca.035.xyz	-13605.8503983329
orca.036.xyz	-13605.9257830993
orca.037.xyz	-13606.0000910385
orca.038.xyz	-13606.0703428656
orca.039.xyz	-13606.1348624942
orca.040.xyz	-13606.1915626266
orca.041.xyz	-13606.2382909856
orca.042.xyz	-13606.2743206473
orca.043.xyz	-13606.3004329246
orca.044.xyz	-13606.3235611414
orca.045.xyz	-13606.3636453146
orca.046.xyz	-13606.4483582743
orca.047.xyz	-13606.6389574688
orca.048.xyz	-13606.9705609639
orca.049.xyz	-13607.3205694763
orca.050.xyz	-13607.6366659056
orca.051.xyz	-13607.8874404983
orca.052.xyz	-13608.0287971641
orca.053.xyz	-13607.9960227199
orca.054.xyz	-13607.6788818860
orca.055.xyz	-13606.8973902666
orca.056.xyz	-13605.3818094201
orca.057.xyz	-13602.6973163001
orca.058.xyz	-13598.1945401079
orca.059.xyz	-13590.5315298526
orca.060.xyz	-13583.7642226659
orca.061.xyz	-13596.1819035601
orca.062.xyz	-13599.8857303995
orca.063.xyz	-13594.6954713136
