react_smi,prod_smi,mr_num,mr_smi,iso_bool,iso_type,iso_corr_factor,f_ea_true,f_ea_mr
[CH2]CCCC(C)CC,[CH2]CC(C)CCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,23.878884999992636,36.7571
[CH2]CCCCC(C)C,[CH2]C(C)CCCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,23.280250000005935,36.7571
[CH2]CCCCCCC,C[CH]CCCCCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-7,-11.259869999998351,20.26636749998204,34.1203
CCCCCC[C](C)C,[CH2]CCCCCC(C)C,new_mr_12,CC.C[C](C)C>>CC(C)C.[CH2]C,True,1-7,-11.259869999998351,28.853704999987997,37.4956
CC[CH]CCCCCC,[CH2]CCCCCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-7,-11.259869999998351,26.54450500000408,38.7519
C[CH]C(C)CCCCC,[CH2]CCCCC(C)CC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-7,-11.259869999998351,30.391079999994446,38.7519
C[CH]CC(C)CCCC,[CH2]CCCC(C)CCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-7,-11.259869999998351,28.086899999997854,38.7519
C[CH]CCC(C)CCC,[CH2]CCC(C)CCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-7,-11.259869999998351,27.332645000011695,38.7519
C[CH]CCCC(C)CC,[CH2]CC(C)CCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-7,-11.259869999998351,26.17365250001299,38.7519
C[CH]CCCCC(C)C,[CH2]C(C)CCCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-7,-11.259869999998351,26.76099250002821,38.7519
C[CH]CCCCCCC,C[CH]CCCCCCC,new_mr_16,CCC.C[CH]C>>CCC.C[CH]C,True,1-7,-11.259869999998351,25.785229999994925,37.1712
[CH2]C(C)(C)CCCCC,[CH2]CCCCC(C)(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,23.759660000008296,36.7571
[CH2]C(C)C(C)CCCC,[CH2]CCCC(C)C(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,24.752364999998804,36.7571
[CH2]C(C)CC(C)CCC,[CH2]CCC(C)CC(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,23.724519999990008,36.7571
[CH2]C(C)CCC(C)CC,[CH2]CC(C)CCC(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,22.956459999967365,36.7571
[CH2]C(C)CCCC(C)C,[CH2]C(C)CCCC(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,23.252640000004305,36.7571
[CH2]C(C)CCCCCC,C[CH]CCCCC(C)C,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-7,-11.259869999998351,21.077725000002374,34.1203
[CH2]C(CC)CCCCC,[CH2]CCCCC(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,24.45053749997612,36.7571
[CH2]CC(C)(C)CCCC,[CH2]CCCC(C)(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,24.819507499971962,36.7571
[CH2]CC(C)C(C)CCC,[CH2]CCC(C)C(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,23.46724499999752,36.7571
[CH2]CC(C)CC(C)CC,[CH2]CC(C)CC(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,24.429202499994318,36.7571
[CH2]CC(C)CCC(C)C,[CH2]C(C)CCC(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,24.525837500000023,36.7571
[CH2]CC(C)CCCCC,C[CH]CCCC(C)CC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-7,-11.259869999998351,23.033015000023767,34.1203
[CH2]CC(CC)CCCC,[CH2]CCCC(CC)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,24.82139000000288,36.7571
[CH2]CCC(C)(C)CCC,[CH2]CCC(C)(C)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,23.686870000013727,36.7571
[CH2]CCC(C)C(C)CC,[CH2]CC(C)C(C)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,22.3948474999942,36.7571
[CH2]CCC(C)CC(C)C,[CH2]C(C)CC(C)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,23.309742500002812,36.7571
[CH2]CCC(C)CCCC,C[CH]CCC(C)CCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-7,-11.259869999998351,21.828842500032124,34.1203
[CH2]CCC(CC)CCC,[CH2]CCC(CC)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,25.009012499992878,36.7571
[CH2]CCCC(C)(C)CC,[CH2]CC(C)(C)CCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,24.427947499997487,36.7571
[CH2]CCCC(C)C(C)C,[CH2]C(C)C(C)CCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,22.34527500001235,36.7571
[CH2]CCCC(C)CCC,C[CH]CC(C)CCCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-7,-11.259869999998351,22.08674499998736,34.1203
[CH2]CCCC(CC)CC,[CH2]CC(CC)CCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,23.213107499997108,36.7571
[CH2]CCCCC(C)(C)C,[CH2]C(C)(C)CCCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,24.79503499999808,36.7571
[CH2]CCCCC(C)CC,[CH2]C(CC)CCCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,23.97991249998725,36.7571
[CH2]CCCCC(C)CC,C[CH]C(C)CCCCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-7,-11.259869999998351,23.650474999998607,34.1203
[CH2]CCCCCC(C)C,CCCCCC[C](C)C,new_mr_20,CC(C)C.[CH2]C>>CC.C[C](C)C,True,1-7,-11.259869999998351,20.546859999987248,30.4551
[CH2]CCCCCCCC,CC[CH]CCCCCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-7,-11.259869999998351,22.58372499998103,34.1203
CCC(C)CCC[C](C)C,[CH2]CC(C)CCCC(C)C,new_mr_12,CC.C[C](C)C>>CC(C)C.[CH2]C,True,1-7,-11.259869999998351,23.486697499984075,37.4956
CCCCC(C)C[C](C)C,[CH2]CCCC(C)CC(C)C,new_mr_12,CC.C[C](C)C>>CC(C)C.[CH2]C,True,1-7,-11.259869999998351,28.644747500016194,37.4956
CCCCCC(C)[C](C)C,[CH2]CCCCC(C)C(C)C,new_mr_12,CC.C[C](C)C>>CC(C)C.[CH2]C,True,1-7,-11.259869999998351,29.642472499994028,37.4956
CCCCCCC[C](C)C,C[CH]CCCCCC(C)C,new_mr_17,CCC.C[C](C)C>>CC(C)C.C[CH]C,True,1-7,-11.259869999998351,26.946104999988876,37.7372
CCCCCC[CH]C(C)C,[CH2]CCCCCCC(C)C,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-7,-11.259869999998351,27.444967499977793,38.7519
[CH2]CCCCCCC,[CH2]CCCCCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,26.40959249998801,36.7571
C[CH]CCCCCCC,[CH2]CCCCCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-8,-9.382390000030192,29.369509999969807,38.7519
[CH2]C(C)CCCCCC,[CH2]CCCCCC(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,25.731892499986913,36.7571
[CH2]CC(C)CCCCC,[CH2]CCCCC(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,26.691967500024134,36.7571
[CH2]CCC(C)CCCC,[CH2]CCCC(C)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,25.144552500007364,36.7571
[CH2]CCCC(C)CCC,[CH2]CCC(C)CCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,24.575409999981872,36.7571
[CH2]CCCCC(C)CC,[CH2]CC(C)CCCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,25.214205000009855,36.7571
[CH2]CCCCCC(C)C,[CH2]C(C)CCCCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,25.95904749998411,36.7571
[CH2]CCCCCCCC,C[CH]CCCCCCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-8,-9.382390000030192,23.64419999997878,34.1203
CCCCCCC[C](C)C,[CH2]CCCCCCC(C)C,new_mr_12,CC.C[C](C)C>>CC(C)C.[CH2]C,True,1-8,-9.382390000030192,31.705064999994192,37.4956
CC[CH]CCCCCCC,[CH2]CCCCCCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-8,-9.382390000030192,29.068937499979626,38.7519
C[CH]CC(C)CCCCC,[CH2]CCCCC(C)CCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-8,-9.382390000030192,29.63494250001304,38.7519
C[CH]CCC(C)CCCC,[CH2]CCCC(C)CCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-8,-9.382390000030192,28.09192000002085,38.7519
C[CH]CCCC(C)CCC,[CH2]CCC(C)CCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-8,-9.382390000030192,27.950105000022205,38.7519
C[CH]CCCCC(C)CC,[CH2]CC(C)CCCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-8,-9.382390000030192,29.104077499997913,38.7519
[CH2]C(C)(C)CCCCCC,[CH2]CCCCCC(C)(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,26.17553499997257,36.7571
[CH2]C(C)CC(C)CCCC,[CH2]CCCC(C)CC(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,23.908377499989513,36.7571
[CH2]C(C)CCC(C)CCC,[CH2]CCC(C)CCC(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,23.660515000008928,36.7571
[CH2]C(C)CCCC(C)CC,[CH2]CC(C)CCCC(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,24.687104999985223,36.7571
[CH2]C(C)CCCCC(C)C,[CH2]C(C)CCCCC(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,25.40245499999827,36.7571
[CH2]CC(C)(C)CCCCC,[CH2]CCCCC(C)(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,25.64341499999628,36.7571
[CH2]CC(C)C(C)CCCC,[CH2]CCCC(C)C(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,23.700047499980457,36.7571
[CH2]CC(C)CC(C)CCC,[CH2]CCC(C)CC(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,24.94312500001655,36.7571
[CH2]CC(C)CCC(C)CC,[CH2]CC(C)CCC(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,26.176162499970985,36.7571
[CH2]CC(C)CCCC(C)C,[CH2]C(C)CCCC(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,25.920142500010996,36.7571
[CH2]CC(C)CCCCCC,C[CH]CCCCC(C)CC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-8,-9.382390000030192,24.368335000005317,34.1203
[CH2]CC(CC)CCCCC,[CH2]CCCCC(CC)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,26.63737499998362,36.7571
[CH2]CCC(C)(C)CCCC,[CH2]CCCC(C)(C)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,27.467557500027766,36.7571
[CH2]CCC(C)C(C)CCC,[CH2]CCC(C)C(C)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,25.180947499986814,36.7571
[CH2]CCC(C)CC(C)CC,[CH2]CC(C)CC(C)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,23.40324000001644,36.7571
[CH2]CCC(C)CCC(C)C,[CH2]C(C)CCC(C)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,25.470224999969844,36.7571
[CH2]CCC(C)CCCCC,C[CH]CCCC(C)CCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-8,-9.382390000030192,23.466617499999103,34.1203
[CH2]CCC(CC)CCCC,[CH2]CCCC(CC)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,27.677142499997984,36.7571
[CH2]CCCC(C)(C)CCC,[CH2]CCC(C)(C)CCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,27.553525000024734,36.7571
[CH2]CCCC(C)C(C)CC,[CH2]CC(C)C(C)CCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,23.144082499993033,36.7571
[CH2]CCCC(C)CC(C)C,[CH2]C(C)CC(C)CCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,23.419554999975247,36.7571
[CH2]CCCC(C)CCCC,C[CH]CCC(C)CCCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-8,-9.382390000030192,22.205342500008953,34.1203
[CH2]CCCC(CC)CCC,[CH2]CCC(CC)CCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,25.49971750000239,36.7571
[CH2]CCCCC(C)(C)CC,[CH2]CC(C)(C)CCCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,24.285505000000427,36.7571
[CH2]CCCCC(C)CCC,C[CH]CC(C)CCCCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-8,-9.382390000030192,23.153495000004938,34.1203
[CH2]CCCCC(CC)CC,[CH2]CC(CC)CCCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,25.630864999992298,36.7571
[CH2]CCCCCC(C)(C)C,[CH2]C(C)(C)CCCCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-8,-9.382390000030192,27.692829999994046,36.7571
