# File	Energy (eV)
frame_0001.xyz	-13607.8935352984
frame_0002.xyz	-13607.8935352388
frame_0003.xyz	-13607.8935345832
frame_0004.xyz	-13607.8935346428
frame_0005.xyz	-13607.8935341361
frame_0006.xyz	-13607.8935340765
frame_0007.xyz	-13607.8935332123
frame_0008.xyz	-13607.8935327354
frame_0009.xyz	-13607.8935322288
frame_0010.xyz	-13607.8935319010
frame_0011.xyz	-13607.8934159997
frame_0012.xyz	-13607.8117204729
frame_0013.xyz	-13607.5838280294
frame_0014.xyz	-13607.6604294005
frame_0015.xyz	-13607.7210833553
frame_0016.xyz	-13607.6894014302
frame_0017.xyz	-13607.7155091885
frame_0018.xyz	-13607.7088636282
frame_0019.xyz	-13607.6918669465
frame_0020.xyz	-13607.6867659810
frame_0021.xyz	-13607.6891793731
frame_0022.xyz	-13607.6912459854
frame_0023.xyz	-13607.6926459495
frame_0024.xyz	-13607.6942071739
frame_0025.xyz	-13607.6960534278
frame_0026.xyz	-13607.6985278252
frame_0027.xyz	-13607.7020670894
frame_0028.xyz	-13607.7069586340
frame_0029.xyz	-13607.7136014226
frame_0030.xyz	-13607.7211752656
frame_0031.xyz	-13607.7295008126
frame_0032.xyz	-13607.7381815735
frame_0033.xyz	-13607.7468877855
frame_0034.xyz	-13607.7554145876
frame_0035.xyz	-13607.7635125640
frame_0036.xyz	-13607.7708387795
frame_0037.xyz	-13607.7767099563
frame_0038.xyz	-13607.7803339485
frame_0039.xyz	-13607.7805945400
frame_0040.xyz	-13607.7757904652
frame_0041.xyz	-13607.7636532012
frame_0042.xyz	-13607.7413186851
frame_0043.xyz	-13607.7067484978
frame_0044.xyz	-13607.6604594711
frame_0045.xyz	-13607.6046122286
frame_0046.xyz	-13607.5428018245
frame_0047.xyz	-13607.4780861746
frame_0048.xyz	-13607.3942162796
frame_0049.xyz	-13607.2992568511
frame_0050.xyz	-13607.2063261244
frame_0051.xyz	-13607.1034275714
frame_0052.xyz	-13607.1425751868
frame_0053.xyz	-13607.0780957762
frame_0054.xyz	-13606.6931902889
frame_0055.xyz	-13605.8319336298
frame_0056.xyz	-13604.3056688431
frame_0057.xyz	-13601.6245200756
frame_0058.xyz	-13596.8958194378
frame_0059.xyz	-13589.2029082898
frame_0060.xyz	-13579.4929111126
frame_0061.xyz	-13569.8805205944
frame_0062.xyz	-13561.2840201977
frame_0063.xyz	-13553.5026977185
orca.001.xyz	-13607.8935354176
orca.002.xyz	-13607.8935353878
orca.003.xyz	-13607.8935346130
orca.004.xyz	-13607.8935347024
orca.005.xyz	-13607.8935342256
orca.006.xyz	-13607.8935341063
orca.007.xyz	-13607.8935335997
orca.008.xyz	-13607.8935331825
orca.009.xyz	-13607.8935325268
orca.010.xyz	-13607.8935322288
orca.011.xyz	-13607.8936638657
orca.012.xyz	-13607.8110362712
orca.013.xyz	-13607.5838876340
orca.014.xyz	-13607.6604309801
orca.015.xyz	-13607.7210768286
orca.016.xyz	-13607.6893954698
orca.017.xyz	-13607.7155155960
orca.018.xyz	-13607.7088649693
orca.019.xyz	-13607.6918683175
orca.020.xyz	-13607.6867653254
orca.021.xyz	-13607.6891805056
orca.022.xyz	-13607.6912458960
orca.023.xyz	-13607.6926462475
orca.024.xyz	-13607.6942075017
orca.025.xyz	-13607.6960528317
orca.026.xyz	-13607.6985281530
orca.027.xyz	-13607.7020675364
orca.028.xyz	-13607.7069585744
orca.029.xyz	-13607.7136018101
orca.030.xyz	-13607.7211749974
orca.031.xyz	-13607.7295008424
orca.032.xyz	-13607.7381812457
orca.033.xyz	-13607.7468881133
orca.034.xyz	-13607.7554148856
orca.035.xyz	-13607.7635125044
orca.036.xyz	-13607.7708391372
orca.037.xyz	-13607.7767109397
orca.038.xyz	-13607.7803331736
orca.039.xyz	-13607.7805940333
orca.040.xyz	-13607.7757906142
orca.041.xyz	-13607.7636532012
orca.042.xyz	-13607.7413187745
orca.043.xyz	-13607.7067486468
orca.044.xyz	-13607.6604589197
orca.045.xyz	-13607.6046124521
orca.046.xyz	-13607.5428014222
orca.047.xyz	-13607.4780860554
orca.048.xyz	-13607.3942164454
orca.049.xyz	-13607.2992567542
orca.050.xyz	-13607.2063260350
orca.051.xyz	-13607.1034270945
orca.052.xyz	-13607.1425753656
orca.053.xyz	-13607.0780952993
orca.054.xyz	-13606.6931922558
orca.055.xyz	-13605.8319392327
orca.056.xyz	-13604.3056731347
orca.057.xyz	-13601.6245181683
orca.058.xyz	-13596.8957994107
orca.059.xyz	-13589.2028987530
orca.060.xyz	-13579.4928825024
orca.061.xyz	-13569.8805587414
orca.062.xyz	-13561.2840011242
orca.063.xyz	-13553.5026595715
