preds_json_name,r2_train,median_ae_train,mae_train,rmse_train,r2_test,median_ae_test,mae_test,rmse_test
MR_surrogate_random_k_fold_fwd_chemprop_direct_preds_40,0.924305913,3.48293875,5.559904391,8.311372643,0.923326779,3.4958025,5.578278143,8.333812167
MR_surrogate_random_k_fold_fwd_chemprop_direct_preds_60,0.92324683,3.495175,5.583899102,8.338180874,0.923326779,3.4958025,5.578278143,8.333812167
MR_surrogate_random_k_fold_fwd_chemprop_direct_preds_80,0.923298081,3.49643,5.581555777,8.334390853,0.923326779,3.4958025,5.578278143,8.333812167
MR_surrogate_random_k_fold_fwd_chemprop_direct_preds_rev_100,0.93011511,3.67464,5.62147914,8.311078899,0.927258791,3.88453875,5.856161746,8.482788426
MR_surrogate_random_k_fold_fwd_chemprop_direct_preds_rev_20,0.93011511,3.67464,5.62147914,8.311078899,0.927258791,3.88453875,5.856161746,8.482788426
MR_surrogate_random_k_fold_fwd_chemprop_direct_preds_rev_40,0.93011511,3.67464,5.62147914,8.311078899,0.927258791,3.88453875,5.856161746,8.482788426
MR_surrogate_random_k_fold_fwd_chemprop_direct_preds_rev_60,0.93011511,3.67464,5.62147914,8.311078899,0.927258791,3.88453875,5.856161746,8.482788426
MR_surrogate_random_k_fold_fwd_chemprop_direct_preds_rev_80,0.93011511,3.67464,5.62147914,8.311078899,0.927258791,3.88453875,5.856161746,8.482788426
MR_surrogate_stratified_k_fold_combined_chemprop_direct_preds_fwd_100,0.923360231,3.49643,5.577862902,8.33364327,0.923360231,3.49643,5.577862902,8.33364327
MR_surrogate_stratified_k_fold_combined_chemprop_direct_preds_fwd_20,0.92327427,3.51149,5.582816541,8.334884564,0.923360231,3.49643,5.577862902,8.33364327
MR_surrogate_stratified_k_fold_combined_chemprop_direct_preds_fwd_40,0.923762427,3.4832525,5.565292651,8.304218499,0.923360231,3.49643,5.577862902,8.33364327
MR_surrogate_stratified_k_fold_combined_chemprop_direct_preds_fwd_60,0.923150861,3.487645,5.577725745,8.340929062,0.923360231,3.49643,5.577862902,8.33364327
MR_surrogate_stratified_k_fold_combined_chemprop_direct_preds_fwd_80,0.923584443,3.497685,5.568927532,8.320910312,0.923360231,3.49643,5.577862902,8.33364327
MR_surrogate_stratified_k_fold_fwd_chemprop_direct_preds_100,0.923360231,3.49643,5.577862902,8.33364327,0.923360231,3.49643,5.577862902,8.33364327
MR_surrogate_stratified_k_fold_fwd_chemprop_direct_preds_20,0.923125085,3.46882,5.561611754,8.314558477,0.923360231,3.49643,5.577862902,8.33364327
MR_surrogate_stratified_k_fold_fwd_chemprop_direct_preds_40,0.923658231,3.48168375,5.566200028,8.310985258,0.923360231,3.49643,5.577862902,8.33364327
MR_surrogate_stratified_k_fold_fwd_chemprop_direct_preds_60,0.923382784,3.50647,5.581243804,8.334881546,0.923360231,3.49643,5.577862902,8.33364327
MR_surrogate_stratified_k_fold_fwd_chemprop_direct_preds_80,0.923580343,3.4945475,5.571230938,8.32387004,0.923360231,3.49643,5.577862902,8.33364327
MR_surrogate_stratified_k_fold_fwd_chemprop_direct_preds_rev_100,0.930111459,3.67464,5.621568842,8.311050488,0.927291893,3.8835975,5.855534654,8.483205229
MR_surrogate_stratified_k_fold_fwd_chemprop_direct_preds_rev_20,0.930111459,3.67464,5.621568842,8.311050488,0.927291893,3.8835975,5.855534654,8.483205229
MR_surrogate_stratified_k_fold_fwd_chemprop_direct_preds_rev_40,0.930111459,3.67464,5.621568842,8.311050488,0.927291893,3.8835975,5.855534654,8.483205229
MR_surrogate_stratified_k_fold_fwd_chemprop_direct_preds_rev_60,0.930111459,3.67464,5.621568842,8.311050488,0.927291893,3.8835975,5.855534654,8.483205229
MR_surrogate_stratified_k_fold_fwd_chemprop_direct_preds_rev_80,0.930111459,3.67464,5.621568842,8.311050488,0.927291893,3.8835975,5.855534654,8.483205229
random_k_fold_combined_chemprop_direct_preds_fwd_100,0.971232384,2.59951188,3.595491595,5.058340911,0.93887788,3.590420699,5.138129471,7.358825918
random_k_fold_combined_chemprop_direct_preds_fwd_20,0.962303295,3.054729785,4.159807804,5.797039061,0.932462343,3.800999395,5.385433105,7.7388629
random_k_fold_combined_chemprop_direct_preds_fwd_40,0.954809231,3.373958306,4.565703837,6.339732325,0.921909453,4.16934648,5.85571214,8.318056619
random_k_fold_combined_chemprop_direct_preds_fwd_60,0.954345937,3.244395828,4.518716439,6.384271136,0.916814817,4.14487174,5.988049077,8.593896735
random_k_fold_combined_chemprop_direct_preds_fwd_80,0.961727266,3.122037063,4.220638992,5.852743095,0.93537894,3.85839832,5.349926354,7.569119085
random_k_fold_fwd_chemprop_direct_preds_100,0.970019453,2.719286416,3.704508579,5.177112759,0.941038824,3.50582927,5.053734687,7.250934427
random_k_fold_fwd_chemprop_direct_preds_20,0.766334174,7.856598463,10.66832016,14.57843812,0.737449172,8.224031848,11.23373296,15.32273867
random_k_fold_fwd_chemprop_direct_preds_40,0.949552332,3.509803481,4.837810525,6.742392699,0.923884611,4.052490364,5.726752502,8.220227997
random_k_fold_fwd_chemprop_direct_preds_60,0.957973924,3.20521624,4.398549456,6.106467542,0.939191813,3.634216309,5.176775794,7.344640267
random_k_fold_fwd_chemprop_direct_preds_80,0.958082524,3.320845317,4.466848645,6.153468319,0.940408184,3.757839991,5.212236554,7.300509653
random_k_fold_fwd_chemprop_direct_preds_rev_100,0.715836936,9.388636321,12.5994322,16.97730598,0.708747116,9.52781837,12.79947315,17.19487028
random_k_fold_fwd_chemprop_direct_preds_rev_20,0.592602325,12.56591676,15.47851292,20.15625026,0.603759705,12.29651627,15.2589643,19.90425526
random_k_fold_fwd_chemprop_direct_preds_rev_40,0.685810323,10.45665247,13.35164132,17.72539635,0.685355074,10.6346093,13.42115705,17.73456326
random_k_fold_fwd_chemprop_direct_preds_rev_60,0.709719429,9.89634473,12.80861505,17.04635531,0.705840282,10.06917645,12.94727559,17.16146417
random_k_fold_fwd_chemprop_direct_preds_rev_80,0.708769902,9.829484014,12.86350911,17.20646864,0.708260839,9.929637627,12.90690597,17.218781
stratified_k_fold_combined_chemprop_direct_preds_fwd_100,0.96661052,2.938623972,3.954486932,5.453778144,0.939932954,3.652994907,5.158157216,7.297679725
stratified_k_fold_combined_chemprop_direct_preds_fwd_20,0.962683014,3.109777721,4.168368505,5.770160101,0.93744564,3.779261133,5.291193498,7.471463258
stratified_k_fold_combined_chemprop_direct_preds_fwd_40,0.962990231,3.031492429,4.088601022,5.742663603,0.934204662,3.87979375,5.444882183,7.647509531
stratified_k_fold_combined_chemprop_direct_preds_fwd_60,0.964253871,3.002476498,4.060217115,5.647092933,0.932123164,3.897950674,5.505124115,7.783196817
stratified_k_fold_combined_chemprop_direct_preds_fwd_80,0.956011769,3.322590039,4.505029361,6.255964116,0.932664604,3.983634275,5.518654099,7.730904412
stratified_k_fold_fwd_chemprop_direct_preds_100,0.967468068,2.848100898,3.866008302,5.374047168,0.942994203,3.525443315,4.998102524,7.117395686
stratified_k_fold_fwd_chemprop_direct_preds_20,0.929708248,3.974600475,5.498845839,7.909031963,0.902620963,4.679987671,6.555935001,9.324137488
stratified_k_fold_fwd_chemprop_direct_preds_40,0.948244321,3.548791197,4.856786792,6.795574268,0.931895892,3.950140559,5.547349219,7.787495515
stratified_k_fold_fwd_chemprop_direct_preds_60,0.955331461,3.343239675,4.566993009,6.323975592,0.93805972,3.758494512,5.299312643,7.426567474
stratified_k_fold_fwd_chemprop_direct_preds_80,0.954402109,3.445664028,4.639693619,6.372384884,0.939517802,3.825263826,5.274169479,7.331322585
stratified_k_fold_fwd_chemprop_direct_preds_rev_100,0.707774746,9.58061958,12.80219486,17.19191808,0.702256906,9.705639194,12.96789576,17.35716037
stratified_k_fold_fwd_chemprop_direct_preds_rev_20,0.676959477,10.78895132,13.59871868,17.84234354,0.679304218,10.67973772,13.57873729,17.78440634
stratified_k_fold_fwd_chemprop_direct_preds_rev_40,0.704544322,10.34756118,13.02151412,17.08492644,0.703251828,10.28959529,13.05842776,17.12295654
stratified_k_fold_fwd_chemprop_direct_preds_rev_60,0.713847911,10.05246989,12.82912699,16.92233448,0.71127961,10.1097179,12.89743255,16.99864848
stratified_k_fold_fwd_chemprop_direct_preds_rev_80,0.705496512,9.894478826,12.86132802,17.11232615,0.703777724,10.02088503,12.92486632,17.17016334
