rxn,h,f,spe,zpe,u
MR_73981_0_49_4_5_6_8,-659.92184039251,-659.98356739251,-660.14040739251,-659.93847139251,-659.92278439251
MR_614892_1,-571.0040317906901,-571.05124179069,-571.14706379069,-571.0156497906901,-571.0049757906901
MR_598468_2_2_1_4_3_6,-866.52028246792,-866.59331746792,-866.77406446792,-866.54228546792,-866.52122646792
MR_425930_2,-343.61343063786,-343.65666863786,-343.77040063786,-343.62358063786,-343.61437463786
MR_454026_0,-380.78402225002,-380.82849225002,-380.93947425002,-380.79448825002,-380.78496625002
MR_206597_0,-378.67436505204,-378.71401305204,-378.80259705204,-378.68287605204,-378.67531005204
MR_47910_2_15_8_24,-612.40729143334,-612.4566154333401,-612.61157743334,-612.41899643334,-612.40823543334
MR_405814_1_26_2_3_5_10,-586.41860129078,-586.47417429078,-586.60163929078,-586.43368929078,-586.41954529078
MR_509989_1_20_2_6_6_6,-662.15186313789,-662.21350113789,-662.40654213789,-662.1687271378901,-662.15280713789
MR_466290_0_19_4_11,-417.91627390241996,-417.95961390241996,-418.07141190242,-417.92611790242,-417.91721790241996
MR_428485_0_19_2_1_5_1,-585.9893439003799,-586.04358290038,-586.23289190038,-586.00391190038,-585.9902889003799
MR_17831_2_36_3_3_3_3,-647.6402696822399,-647.70409368224,-647.86752068224,-647.65793468224,-647.6412136822399
MR_84700_1_59_5_3_8_31,-739.51684600404,-739.58105000404,-739.80843300404,-739.53446100404,-739.51779000404
MR_550620_0_32_3_4_5_4,-872.9511280591399,-873.03098805914,-873.25267905914,-872.97435305914,-872.9520720591399
MR_394204_0_33_3_5_6_4,-838.3514777650701,-838.41718476507,-838.63021776507,-838.3710587650701,-838.3524217650701
MR_3524_1_9_1_3_2_12,-662.67387376119,-662.7298507611899,-662.87136876119,-662.6883877611899,-662.67481776119
MR_239192_0_9_2_10,-491.29647469875,-491.34845269875,-491.48768669875,-491.30954669875,-491.29741869875
MR_588139_2_19_2_12_5_10,-566.51448111908,-566.56856311908,-566.71129411908,-566.52872911908,-566.51542511908
MR_58399_0_67_7_18_8_53,-830.14348786831,-830.21765586831,-830.47804786831,-830.16518686831,-830.14443186831
MR_223_1_45_4_8_7_12,-591.63622287345,-591.69547587345,-591.88081887345,-591.65159287345,-591.63716687345
MR_115938_1_44_4_3_6_5,-663.7368496507501,-663.79690065075,-663.95607065075,-663.75374665075,-663.7377936507501
MR_460291_2_68_7_17_7_7,-886.3463312607901,-886.40795526079,-886.57662526079,-886.36309026079,-886.3472752607901
MR_94904_1_41_3_6_8_63,-738.67964037746,-738.73820237746,-738.88782637746,-738.69486537746,-738.68058437746
MR_38039_0_31_3_6_4_12,-531.7662408004101,-531.82478980041,-532.01157980041,-531.7819558004101,-531.76718480041
MR_169232_1_57_5_8_6_6,-760.8683001366901,-760.93867813669,-761.10954113669,-760.8886551366901,-760.86924413669
MR_564043_1_63_6_5_6_7,-814.63457120775,-814.6999722077501,-814.92679320775,-814.6539942077501,-814.63551520775
MR_170672_1_54_5_10_7_3,-658.7281686030501,-658.7806776030501,-658.92748660305,-658.7419196030501,-658.7291126030501
MR_194646_0_7_8_42,-534.47944117131,-534.5280561713099,-534.70342317131,-534.4909941713099,-534.48038617131
MR_509989_1_40_3_4_7_7,-758.09475340334,-758.15832240334,-758.34749040334,-758.11206440334,-758.09569740334
MR_421451_0_2_1_6_3_2,-984.2651624523401,-984.3409824523401,-984.47784045234,-984.2868964523401,-984.2661064523401
MR_479845_1_4_1_1_5_9,-878.27485199681,-878.34228799681,-878.52791599681,-878.29433899681,-878.27579599681
MR_420138_2_46_4_5_8_38,-876.10585817419,-876.17946217419,-876.46296817419,-876.12822117419,-876.10680217419
MR_220900_2_39_3_6_6_3,-703.96504269478,-704.02870069478,-704.22247069478,-703.98290469478,-703.96598769478
MR_214983_1,-326.67620284594,-326.71721684594,-326.84057584594,-326.68538384594,-326.67714684594
MR_433497_2,-360.83660473488,-360.88640173488,-361.00365773488,-360.84937473488,-360.83754873488
MR_426806_2,-303.47879389896997,-303.51717189897,-303.60047989897,-303.48644089897,-303.47973789897
MR_236404_0,-369.1634676218,-369.2167876218,-369.4050786218,-369.1778316218,-369.1644116218
MR_214983_1_59_5_2_8_8,-627.86356021351,-627.91813421351,-628.11227421351,-627.87786621351,-627.86450421351
MR_88074_2_17_2_10_3_1,-699.1853762715,-699.2453572715,-699.4338892715,-699.2021522715,-699.1863202715
MR_21120_2,-422.98720304943004,-423.03113704943,-423.16381504943,-422.99774604943,-422.98814804943004
MR_83630_0_24_2_7_3_4,-761.61062805368,-761.68126005368,-761.93045205368,-761.63213505368,-761.61157205368
MR_118542_1_35_3_2_8_29,-775.3029466565999,-775.3626306566,-775.5702676566,-775.3192096566,-775.3038906566
MR_605105_1,-400.69957989099,-400.74254289099,-400.84485489099,-400.70940889099,-400.70052389099
MR_382352_0_42_4_6_4_9,-706.45552474911,-706.52552774911,-706.75822974911,-706.47556474911,-706.45646874911
MR_561527_0_38_3_1_5_6,-679.17314001324,-679.22765201324,-679.30524001324,-679.18662001324,-679.17408401324
MR_100760_2,-361.45403877685004,-361.49456477685004,-361.57012877685,-361.46285477685,-361.45498377685004
MR_643572_2,-434.59098047139,-434.64137547139,-434.81322947139,-434.60412847139,-434.59192447139003
MR_593551_1_6_1_3_7_13,-891.33152729691,-891.39880929691,-891.58125629691,-891.3511872969101,-891.3324712969101
MR_31745_0_36_3_6_3_6,-625.59464987439,-625.65674987439,-625.80495687439,-625.61137287439,-625.5955938743899
MR_421_1,-312.67822503742997,-312.72390703742997,-312.87852703743,-312.68956503743,-312.67916903743
MR_605105_1_57_5_10_6_7,-722.99642493958,-723.05628793958,-723.23536393958,-723.01308893958,-722.99736893958
MR_212342_0_5_1_2_6_1,-851.20859817431,-851.2789771743101,-851.42212717431,-851.22910317431,-851.2095421743101
MR_509989_1,-305.58362427205,-305.62609527205,-305.73693927205,-305.59300327205,-305.58456827205
MR_33912_2_21_2_9_7_16,-756.34092254291,-756.41062154291,-756.62167654291,-756.36114754291,-756.34186754291
MR_678159_0_34_3_6_7_18,-831.62636599317,-831.69249799317,-831.91619599317,-831.6452389931701,-831.62731099317
MR_522223_1,-362.59935450284996,-362.64281850285,-362.73584850285,-362.60886850285,-362.60029850284997
MR_684542_1_26_2_1_5_3,-685.30302480629,-685.37178980629,-685.59397880629,-685.32323380629,-685.30396980629
MR_533525_0,-358.82174648875,-358.86003048875,-358.96246048875,-358.82955848875,-358.82269148875
MR_530876_0_4_1_6_5_10,-830.05588804475,-830.11740404475,-830.26080404475,-830.0729180447499,-830.05683204475
MR_401342_2_50_4_3_7_11,-695.33707485281,-695.3965848528101,-695.57368985281,-695.35314385281,-695.33801885281
MR_685126_0_39_3_4_6_5,-776.98527287742,-777.04697287742,-777.21618187742,-777.00274687742,-776.98621687742
MR_527628_1_55_5_1_8_39,-777.6372608961001,-777.7064458961,-777.9483418961,-777.6574588961,-777.6382058961
MR_80263_1,-327.62003493187,-327.66253893187,-327.79066593187,-327.62975493187,-327.62097893187
MR_426806_2_21_6_2,-511.37026917984997,-511.41970817985,-511.55163917985,-511.38238917985,-511.37121317985
MR_509989_1_44_4_12_6_2,-624.11634557352,-624.1740325735201,-624.36799057352,-624.13200157352,-624.11728957352
MR_506067_0_31_8_25,-513.11082107112,-513.16553707112,-513.39243107112,-513.12499807112,-513.11176607112
MR_626277_1_45_4_10_7_15,-755.5793578641,-755.6435138641,-755.8527348641,-755.5976678640999,-755.5803018641
MR_424099_0_29_2_10_8_51,-757.78395457943,-757.84985957943,-758.10721357943,-757.80268957943,-757.78489857943
MR_520957_1_7_8_18,-615.1871865511999,-615.2451945511999,-615.5019775512,-615.2029555511999,-615.1881305512
MR_283912_1_12_5_4,-474.70570875467,-474.75232475467,-474.83314275467,-474.71646175467,-474.70665375467
MR_38962_2_53_5_9_6_5,-727.51019855541,-727.57726955541,-727.82630555541,-727.52979855541,-727.5111425554101
MR_223_1_38_3_6_5_10,-439.76859362555,-439.81758462555,-439.93218162555,-439.78059162555,-439.76953762555
MR_643518_0_6_7_16,-606.63207813876,-606.68632413876,-606.85238813876,-606.64593313876,-606.63302213876
MR_57419_0,-348.73307244694996,-348.77807244695,-348.91493444695,-348.74378444695,-348.73401744694996
MR_657071_0_29_2_11_8_20,-947.45526717883,-947.5246441788299,-947.82361617883,-947.4762351788299,-947.45621217883
MR_697534_0_68_7_10_7_10,-865.21311234061,-865.27295134061,-865.43117034061,-865.22939034061,-865.21405634061
MR_13768_2_56_5_11_5_2,-623.5866495405099,-623.64117154051,-623.77193754051,-623.60073254051,-623.5875935405099
MR_432469_0_5_6_4,-449.94942774761,-449.99406274761,-450.08254174761,-449.95969074760995,-449.95037174761
MR_588139_2,-381.91509053047,-381.96172353047,-382.09383253047,-381.92670553047003,-381.91603453047003
MR_444135_1_53_5_8_6_3,-833.56088747872,-833.63092347872,-833.83368947872,-833.58085447872,-833.56183147872
MR_669153_1_21_2_12_7_4,-676.25286226427,-676.3056842642701,-676.39351026427,-676.2651722642701,-676.25380626427
MR_91212_0_14_7_2,-640.50761316223,-640.55973216223,-640.67095916223,-640.52024916223,-640.50855716223
MR_555246_1_3_1_1_4_1,-775.97021763815,-776.03180663815,-776.18134463815,-775.98708063815,-775.97116263815
MR_66641_0_51_4_7_8_16,-687.6150326365799,-687.68036363658,-687.95678563658,-687.63402363658,-687.61597663658
MR_134446_2_37_3_1_4_2,-639.06753728578,-639.12308528578,-639.29442828578,-639.08263528578,-639.06848128578
MR_183508_0_69_7_4_8_24,-855.27493386198,-855.33840886198,-855.55129986198,-855.29244886198,-855.27587886198
MR_212342_0_21_2_12_7_1,-643.6454906488,-643.7080646488,-643.8600306488,-643.6625876488,-643.6464346488
MR_536267_2_46_4_11_8_17,-588.0908108456499,-588.14999984565,-588.36312684565,-588.10630784565,-588.0917548456499
MR_526810_1_67_7_11_8_15,-872.54267935476,-872.61324335476,-872.83067635476,-872.56271535476,-872.54362335476
MR_184231_0_45_4_5_7_10,-725.90275508037,-725.9713460803699,-726.17400608037,-725.92219308037,-725.90369908037
MR_189645_0_29_6_8,-468.48483704542997,-468.52881604543,-468.56557004543,-468.49432704543,-468.48578104543
MR_73560_2_41_3_2_8_48,-721.22285813748,-721.28385513748,-721.49342213748,-721.23938713748,-721.22380213748
MR_189645_0,-301.09337390813,-301.12871090812996,-301.16877590813,-301.09982090812997,-301.09431790813
MR_169232_1_28_2_7_7_13,-796.17665690088,-796.24708990088,-796.43357190088,-796.19657490088,-796.17760190088
MR_3626_2_9_1_6_2_6,-781.7201378510899,-781.78846085109,-782.02928985109,-781.73991985109,-781.7210818510899
MR_255546_1_15_8_25,-588.52736875468,-588.57929375468,-588.74494775468,-588.54046275468,-588.52831275468
MR_554161_0,-376.26322741098,-376.30015141098,-376.34433041098,-376.27043041098,-376.26417141098
MR_606064_1_21_6_8,-564.2862070945899,-564.3372830945899,-564.43794709459,-564.2991900945899,-564.2871520945899
MR_148430_0,-383.58687394474,-383.63177494474,-383.73665194474,-383.59758594474,-383.58781794474
MR_431071_1_61_6_1_7_6,-806.97204392421,-807.03060692421,-807.13945792421,-806.98711792421,-806.97298792421
MR_37223_0_5_1_1_6_1,-721.8677110645,-721.9268890645,-722.0859310645,-721.8837100645,-721.8686550645
MR_32728_2_68_7_14_7_8,-739.2443551747,-739.3030721747,-739.5195051747,-739.2603181747,-739.2452991747
MR_40516_0_23_2_3_2_8,-683.19822094185,-683.25903394185,-683.46333794185,-683.21545394185,-683.19916594185
MR_334858_2,-224.9593121792,-224.9907171792,-225.0210541792,-224.9645411792,-224.9602561792
MR_236950_1_44_4_7_6_5,-666.01643614223,-666.07388814223,-666.27079914223,-666.03236214223,-666.01738014223
MR_34479_2_69_7_7_8_35,-842.50384410492,-842.57411110492,-842.84451410492,-842.52463510492,-842.50478810492
MR_555246_1_66_7_9_7_7,-855.2138277727701,-855.27688377277,-855.47491677277,-855.23149777277,-855.2147717727701
MR_365214_0_69_7_13_8_50,-851.59912591003,-851.66108391003,-851.88211491003,-851.61645691003,-851.60006991003
MR_127568_1_13_6_3,-592.52030602587,-592.57429102587,-592.73659302587,-592.53480002587,-592.52125102587
MR_23532_0_55_5_2_8_45,-683.1796888082799,-683.23374880828,-683.44742180828,-683.1937858082799,-683.1806328082799
MR_88074_2,-382.04264263749,-382.08751263749,-382.22346563749,-382.05343063749,-382.04358663748997
MR_407543_0_53_5_1_6_6,-747.50191768035,-747.56755768035,-747.80639368035,-747.5207066803499,-747.50286268035
MR_82553_0,-513.01681046721,-513.06192246721,-513.16817946721,-513.0275934672101,-513.01775546721
MR_675374_2_36_3_3_3_2,-812.3574924455299,-812.42646344553,-812.61833844553,-812.3785784455299,-812.35843644553
MR_392954_1_42_4_1_4_8,-593.11084852678,-593.17024352678,-593.40129552678,-593.12762352678,-593.11179252678
MR_431071_1,-413.48954232539,-413.52872232539005,-413.57178032539,-413.49767332539,-413.49048632539
MR_89509_2_44_4_12_6_4,-607.0300949675101,-607.08900896751,-607.28262896751,-607.0461169675101,-607.0310389675101
MR_140587_1_25_2_2_4_8,-643.4259101041,-643.4909461041,-643.7111171041,-643.4447651041,-643.4268541041
MR_304525_2_35_3_2_8_32,-800.97808940212,-801.04238340212,-801.33634140212,-800.99651340212,-800.97903440212
MR_111857_1_14_1_1_7_18,-908.6848167312,-908.7506347312001,-908.9499897312,-908.7030417312001,-908.6857607312
MR_588049_2_67_7_2_8_28,-910.7926756998199,-910.86062869982,-911.10393869982,-910.81220069982,-910.7936196998199
MR_588742_1_11_1_1_4_4,-902.00340268279,-902.06520268279,-902.15902268279,-902.02052368279,-902.00434668279
MR_290528_1_19_4_5,-586.6573671315799,-586.70863213158,-586.84967213158,-586.67026013158,-586.6583111315799
MR_541949_0_68_7_7_7_7,-967.75956990981,-967.82562890981,-968.04027490981,-967.77808990981,-967.76051390981
MR_149359_1_27_2_13_6_7,-726.95395648596,-727.02386448596,-727.32442348596,-726.9750634859599,-726.95490048596
MR_33912_2_30_3_6_3_3,-681.8077644318099,-681.8773774318099,-682.04279943181,-681.82724543181,-681.8087084318099
MR_209282_2,-357.58733217471996,-357.62648917471995,-357.70447017472,-357.59570017472,-357.58827617471997
MR_480647_1_32_3_6_5_5,-738.98164908101,-739.0429040810101,-739.20475108101,-738.99893908101,-738.98259308101
MR_255471_0_51_4_9_8_23,-816.4065180514799,-816.47485505148,-816.67050305148,-816.4253370514799,-816.4074620514799
MR_220900_2,-288.35974101922,-288.40056001922,-288.50074501922,-288.36866601922003,-288.36068501922
MR_355908_2_69_7_2_8_18,-877.5445540036001,-877.6122010036,-877.8582300036,-877.5632510036,-877.5454980036001
MR_588742_1,-506.8900182433,-506.9357162433,-506.9956532433,-506.90059024330003,-506.8909632433
MR_206149_0_50_4_1_7_1,-656.4992229328,-656.5639109328,-656.8719209328,-656.5183699327999,-656.5001669328
MR_93220_0_66_7_4_7_16,-909.55799176135,-909.62775576135,-909.83085276135,-909.57723076135,-909.55893576135
MR_603940_0_48_4_4_5_10,-514.5518074353099,-514.6072754353099,-514.78427143531,-514.5671164353099,-514.5527524353099
MR_128116_0,-380.80061244316005,-380.84586544316,-380.95547744316,-380.81126744316003,-380.80155644316
MR_225520_2_65_6_2_8_19,-947.42351333319,-947.48743633319,-947.65961033319,-947.44093533319,-947.42445733319
MR_612159_1,-402.80206014936005,-402.85021414936,-402.97639914936,-402.81385114936,-402.80300414936
MR_68346_0_50_4_6_7_16,-738.29180929122,-738.3564942912201,-738.55648529122,-738.30955429122,-738.29275329122
MR_356330_1_30_3_2_3_1,-675.3190862223599,-675.3704672223599,-675.44854122236,-675.3317032223599,-675.32003022236
MR_68346_0_64_6_4_7_13,-716.72838901212,-716.7877760121199,-716.91969001212,-716.74345801212,-716.72933301212
MR_37223_0_50_4_10_7_4,-668.02182643685,-668.08469343685,-668.30102143685,-668.03948043685,-668.02277043685
MR_111857_1_28_2_2_7_9,-762.7646280188201,-762.83066501882,-763.09669001882,-762.78339501882,-762.7655720188201
MR_421974_1,-412.94589495171,-412.98975495171,-413.07977095171,-412.95566595171,-412.94683895171
MR_350204_1_57_5_3_6_6,-764.43287816414,-764.49714316414,-764.72921416414,-764.45184916414,-764.43382216414
MR_503486_0,-416.76355075396003,-416.80442475396,-416.89812575396,-416.77245775396,-416.76449475396004
MR_153795_2_37_3_3_4_5,-736.3649422288199,-736.4284722288199,-736.61263522882,-736.38310722882,-736.3658872288199
MR_430547_0,-359.97718194233,-360.02107994233,-360.13981994233,-359.98749694233,-359.97812594233
MR_424099_0_4_1_5_5_5,-930.8119768540599,-930.8823998540599,-931.10680985406,-930.83307985406,-930.8129208540599
MR_487668_0_65_6_7_8_12,-799.7118105405101,-799.7768025405101,-800.04247854051,-799.7308675405101,-799.71275454051
MR_11880_0_52_5_4_5_6,-723.0049432127801,-723.06473221278,-723.24420121278,-723.0212872127801,-723.0058872127801
MR_511777_0_27_2_7_6_2,-758.3387880555,-758.4079340555,-758.6066480555,-758.3583570555,-758.3397320555
MR_360471_1_58_5_1_7_7,-647.39261565085,-647.45483765085,-647.60596265085,-647.4094776508499,-647.39355965085
MR_557834_1,-339.45254671818003,-339.49197671818,-339.55170571818,-339.46085771818,-339.45349171818003
MR_225066_1_47_4_7_4_12,-568.38681461936,-568.4473116193601,-568.68251861936,-568.4040456193601,-568.38775861936
MR_526534_0_62_6_7_8_29,-814.6412506766101,-814.70954467661,-814.94304967661,-814.66121067661,-814.6421946766101
MR_136982_2,-426.24665789665,-426.29705089665,-426.47729789665,-426.25994889665,-426.24760189665
MR_469970_2_57_5_1_6_3,-684.8801678754301,-684.93947687543,-685.11167787543,-684.89635987543,-684.8811118754301
MR_122156_0_56_5_8_5_1,-630.69084712273,-630.74906512273,-630.92749012273,-630.70641012273,-630.69179112273
MR_533525_0_1_1_5_2_10,-907.17880805296,-907.24682005296,-907.49035905296,-907.19887805296,-907.17975205296
MR_460291_2_5_1_7_6_5,-907.71153442684,-907.77834842684,-907.96918542684,-907.73089642684,-907.71247842684
MR_401314_1_61_6_7_7_3,-816.8259764352899,-816.89409443529,-817.14927843529,-816.84636943529,-816.8269204352899
MR_356330_1_32_3_3_5_8,-774.91669410243,-774.97719710243,-775.11812510243,-774.93263310243,-774.91763810243
MR_526810_1_7_1_3_8_48,-968.87193304866,-968.94534604866,-969.17624904866,-968.89366904866,-968.87287704866
MR_45342_1_31_3_6_4_13,-657.2659633245701,-657.33153432457,-657.50842032457,-657.28446332457,-657.26690732457
MR_666471_0_10_1_6_3_3,-922.56138643369,-922.62660143369,-922.78440643369,-922.57992743369,-922.56233043369
MR_140587_1,-322.76032500968,-322.80525500968,-322.91862200968,-322.77134100968,-322.76126900968
MR_185149_0_31_8_50,-608.5377094768301,-608.59174847683,-608.74326847683,-608.5513074768301,-608.5386534768301
MR_694694_1_44_4_2_6_4,-701.36893463702,-701.43424463702,-701.65034763702,-701.38748163702,-701.36987963702
MR_405360_0_16_2_7_2_7,-718.65494732817,-718.71970832817,-718.94917032817,-718.67401832817,-718.65589232817
MR_697534_0_37_3_3_4_11,-638.8555466823201,-638.91115668232,-639.06571868232,-638.87089168232,-638.85649068232
MR_674169_0_0_1_3_1_4,-1059.5226600289002,-1059.5918900289,-1059.7414870289,-1059.5430450289,-1059.5236040289
MR_536267_2,-337.66602687221,-337.70869687221,-337.79305787221,-337.67558087221,-337.66697087221
MR_550620_0,-476.61696925607,-476.67183825607,-476.84422025607,-476.63156625607,-476.61791325607
MR_576145_1,-442.208308108,-442.258749108,-442.426107108,-442.221952108,-442.209252108
MR_360471_1_52_5_5_5_10,-591.13644534327,-591.19528534327,-591.32532734327,-591.1523083432701,-591.13738934327
MR_309631_0_25_2_7_4_12,-685.0499201288201,-685.11693912882,-685.41147212882,-685.0707711288201,-685.0508641288201
MR_492961_0_57_5_7_6_8,-661.34090868274,-661.39797568274,-661.51348368274,-661.35618368274,-661.34185268274
MR_111358_0,-348.57623952831005,-348.62521452831004,-348.75539752831,-348.58848052831,-348.57718352831
MR_287130_2_61_6_8_7_3,-775.68085667524,-775.74207067524,-775.87617367524,-775.69694967524,-775.68180067524
MR_240774_1_35_3_2_8_11,-738.38042153845,-738.44362553845,-738.66092553845,-738.39840953845,-738.38136553845
MR_205801_1_31_3_6_4_8,-583.47670272312,-583.53312472312,-583.66767372312,-583.49150072312,-583.47764672312
MR_196659_0_3_1_4_4_4,-719.1259104163801,-719.18558641638,-719.36232541638,-719.1427544163801,-719.1268554163801
MR_595179_2_57_5_9_6_2,-852.29036878744,-852.35596578744,-852.52772178744,-852.30930378744,-852.29131278744
MR_113767_1_45_4_4_7_6,-607.6666634826,-607.7289374826,-607.9050204826,-607.6837254825999,-607.6676074826
MR_215193_2_34_3_2_7_1,-608.12411706742,-608.1794430674199,-608.30262906742,-608.13881506742,-608.12506106742
MR_304557_0_46_4_4_8_24,-611.75706886367,-611.81310286367,-612.01415286367,-611.77154386367,-611.75801386367
MR_557599_2_50_4_2_7_17,-793.59473167983,-793.66721767983,-793.87573367983,-793.61598767983,-793.5956766798299
MR_379483_1,-416.16258228865996,-416.21664728866,-416.34773228866,-416.17685828865996,-416.16352728865996
MR_430828_1_42_4_9_4_6,-683.07279000066,-683.13705500066,-683.33064700066,-683.09135100066,-683.0737340006599
MR_114291_0_39_3_2_6_5,-702.94610743559,-703.01058843559,-703.19088643559,-702.96446043559,-702.94705143559
MR_406433_1_18_2_8_4_9,-678.15875976222,-678.2240737622201,-678.39790576222,-678.17791076222,-678.15970376222
MR_87747_1_22_2_8_8_51,-777.6530685575,-777.7178715575,-777.9640895575,-777.6720825575,-777.6540125575
MR_215193_2_44_4_9_6_4,-548.14879656658,-548.19924756658,-548.30952056658,-548.1610365665799,-548.14974056658
MR_685126_0_46_4_5_8_33,-760.4909470177801,-760.55287301778,-760.79176101778,-760.50848501778,-760.49189101778
MR_15104_1_32_3_5_5_3,-804.72830190182,-804.80108590182,-805.07638290182,-804.75083890182,-804.72924590182
MR_433497_2_45_4_9_7_13,-738.25846794364,-738.32672694364,-738.52213894364,-738.27789994364,-738.25941194364
MR_225520_2_52_5_6_5_2,-735.05399129923,-735.10746129923,-735.14951029923,-735.06670329923,-735.05493529923
MR_251284_1_26_2_6_5_10,-609.76837486617,-609.8244058661701,-609.99368286617,-609.78312686617,-609.76931886617
MR_206532_1,-341.57116371203,-341.61197271202997,-341.69991171203,-341.58002371202997,-341.57210771202995
MR_433497_2_59_5_5_8_5,-737.21551159309,-737.28090459309,-737.47159559309,-737.23441059309,-737.21645559309
MR_588139_2_29_2_8_8_44,-816.91763336626,-816.98522436626,-817.25828136626,-816.93773736626,-816.91857836626
MR_189500_2_18_3_4,-545.91337268572,-545.9640446857201,-546.04317968572,-545.92547268572,-545.91431668572
MR_256801_1_8_1_4_1_7,-949.20435777998,-949.27406377998,-949.52086877998,-949.22524077998,-949.20530277998
MR_606920_1_71_8_4_8_26,-858.81818658473,-858.88469358473,-859.16571058473,-858.8379265847301,-858.81913058473
MR_8459_0_25_2_8_4_8,-549.9968696173,-550.0548226173,-550.2625356173,-550.0126496173001,-549.9978136173
MR_332395_2_11_1_7_4_10,-759.45900821779,-759.52510321779,-759.73392221779,-759.47794821779,-759.45995321779
MR_560222_1_24_2_4_3_6,-736.96476819135,-737.03111419135,-737.20374819135,-736.98350619135,-736.96571219135
MR_447321_2_32_3_1_5_1,-648.8911511403201,-648.95043614032,-649.14706614032,-648.90788814032,-648.8920951403201
MR_506067_0_18_3_3,-454.46426547668,-454.51753847668,-454.67027747668,-454.47770347668,-454.46521047668
MR_266489_0_35_3_2_8_12,-757.14202724781,-757.20170224781,-757.38891724781,-757.15846524781,-757.14297124781
MR_602445_1_43_4_1_5_3,-584.77719642965,-584.83868042965,-584.99108042965,-584.7944064296499,-584.77814042965
MR_435910_1_25_2_2_4_9,-740.6907846033,-740.7549356033,-741.0039596033,-740.7098326033,-740.6917286033
MR_453297_1_43_4_7_5_7,-645.50475253,-645.55610653,-645.70743853,-645.51804753,-645.50569753
MR_104467_2_7_1_2_8_15,-893.07139971355,-893.13175471355,-893.29497671355,-893.08775571355,-893.07234371355
MR_240774_1_51_4_13_8_62,-814.87242790966,-814.93588990966,-815.18442990966,-814.8908739096601,-814.87337190966
MR_428409_0_35_3_2_8_21,-797.57565115608,-797.64327615608,-797.87269715608,-797.59494615608,-797.57659515608
MR_549039_0,-480.42824115367,-480.47882515367,-480.65697715367,-480.44124515367,-480.42918515367
MR_92817_0,-418.37948137369,-418.42341237369,-418.47706937369,-418.38950737369,-418.38042537368995
MR_287130_2_68_7_16_7_7,-891.0486076524701,-891.1144476524701,-891.28538765247,-891.06633565247,-891.0495516524701
MR_391279_0_10_1_6_3_3,-856.62988725361,-856.69839525361,-856.92687125361,-856.65012425361,-856.63083125361
MR_460291_2_25_2_11_4_6,-777.76092818556,-777.82848018556,-778.07095418556,-777.7810431855601,-777.76187318556
MR_37726_0,-360.96615596937,-361.01074196937,-361.13516996937,-360.97645896937,-360.96710096937
MR_276700_0_6_7_19,-570.27030373491,-570.3182467349101,-570.45036973491,-570.2815867349101,-570.27124773491
MR_76727_0_50_4_5_7_11,-684.1592922899699,-684.2186342899699,-684.43089728997,-684.17574528997,-684.1602362899699
MR_626277_1_53_5_3_6_7,-720.33241554698,-720.40004854698,-720.59042854698,-720.3513925469799,-720.33336054698
MR_284072_1_8_1_1_1_4,-982.8144602564801,-982.88584325648,-983.07036525648,-982.8357002564801,-982.8154042564801
MR_106538_1_41_3_1_8_35,-758.2844977996699,-758.34386479967,-758.55536979967,-758.30104679967,-758.2854417996699
MR_278936_2,-357.52363572213,-357.56367372213,-357.64025772213,-357.53223672213,-357.52457972213
MR_93220_0_31_3_1_4_1,-625.71937479546,-625.7774377954601,-625.93523679546,-625.73496179546,-625.72031879546
MR_500055_1_23_2_5_2_3,-852.99522444698,-853.06184244698,-853.31503644698,-853.01554544698,-852.99616844698
MR_599912_1_67_7_1_8_23,-823.24977101631,-823.31499401631,-823.55173001631,-823.26774201631,-823.25071501631
MR_15563_0_47_4_11_4_10,-478.59234542647,-478.65495242647,-478.84527342647,-478.61026842647,-478.59328942647
MR_63884_0_48_4_2_5_4,-722.989020059,-723.0490400589999,-723.229000059,-723.005353059,-722.9899640589999
MR_657071_0,-414.0670638024,-414.1088118024,-414.2259448024,-414.0766608024,-414.0680088024
MR_467418_0,-437.76784253729005,-437.80991853729,-437.91061553729,-437.77742053729,-437.76878653729005
MR_405339_0_69_7_4_8_20,-931.7133971258199,-931.77947112582,-932.02177812582,-931.73214712582,-931.7143411258199
MR_493172_2_30_3_2_3_4,-760.4177156118001,-760.4859916118,-760.7171716118,-760.4373946118001,-760.4186596118001
MR_557653_0_22_7_9,-668.14114530512,-668.20403030512,-668.42292630512,-668.1586733051199,-668.14208930512
MR_133774_0,-457.71443971314,-457.75994271314,-457.84734571314,-457.72536471314,-457.71538371314
MR_264791_1,-384.14158334692,-384.18796234692,-384.35041334692,-384.15298134692,-384.14252734692
MR_416472_1_61_6_4_7_7,-816.07037799414,-816.1378969941401,-816.31573099414,-816.0897659941401,-816.07132199414
MR_610106_0_31_8_47,-608.54020736507,-608.59172436507,-608.74306136507,-608.5527483650701,-608.54115136507
MR_606920_1,-404.00008031113003,-404.04492331113005,-404.19708531113,-404.01122231113004,-404.00102431113004
MR_632553_0,-417.96831956,-418.01126056000004,-418.12503356,-417.97819356,-417.96926356
MR_658763_1_5_1_7_6_2,-929.83711802979,-929.90496502979,-930.11229202979,-929.8566400297899,-929.83806202979
MR_145948_1_14_1_5_7_15,-1001.9606756967,-1002.0328886967,-1002.2477026967,-1001.9825586967,-1001.9616196967
