rxn,h,f,spe,zpe,u
MR_502106_0_9_1_4_2_2,-759.39165912282,-759.4563391228199,-759.66922212282,-759.40997812282,-759.39260312282
MR_624208_0_60_6_8_6_6,-780.5142223130899,-780.57855731309,-780.80396231309,-780.53264131309,-780.5151663130899
MR_603940_0,-345.97239945863004,-346.02124445863,-346.17476345863,-345.98520145863,-345.97334345863004
MR_92817_0_40_3_1_7_18,-810.55539138417,-810.6183243841699,-810.71125038417,-810.57164738417,-810.55633538417
MR_403549_1_56_5_11_5_5,-810.36974876027,-810.43091376027,-810.60108376027,-810.38691376027,-810.3706927602699
MR_3626_2_34_3_2_7_2,-764.3916190735899,-764.45827607359,-764.68825207359,-764.41023607359,-764.3925640735899
MR_593551_1_30_3_5_3_3,-819.5817540922101,-819.6545250922101,-819.89287209221,-819.60392509221,-819.5826980922101
MR_16099_0,-307.94819225948004,-307.99340725948,-308.14209425948,-307.95917625948005,-307.94913625948004
MR_212342_0,-341.52630752033,-341.57477452033004,-341.65117352033,-341.53807452033004,-341.52725152033
MR_188533_2_44_4_8_6_4,-705.51655658995,-705.58152858995,-705.81113058995,-705.5347245899501,-705.51750058995
MR_278565_1_12_1_4_5_2,-811.44674992488,-811.51226092488,-811.68963292488,-811.4651029248801,-811.44769392488
MR_103052_0_26_3_6,-565.4127275245099,-565.46458252451,-565.58431352451,-565.42550652451,-565.4136725245099
MR_253287_0_3_1_1_4_1,-814.2815014072401,-814.34262540724,-814.51177940724,-814.29862240724,-814.2824454072401
MR_672019_0_58_5_1_7_11,-814.06957936793,-814.13203836793,-814.28423436793,-814.08663836793,-814.07052336793
MR_134922_0,-389.04832212728,-389.10181412727997,-389.27696612728,-389.06316212728,-389.04926612727996
MR_225520_2,-433.37843160261997,-433.41589460261997,-433.44844360262,-433.38565460262,-433.37937660261997
MR_279294_0_32_3_1_5_6,-793.6671111129999,-793.726803113,-793.829869113,-793.6833221129999,-793.6680561129999
MR_517500_1_33_3_2_6_8,-849.00658186486,-849.06679686486,-849.19291386486,-849.02286886486,-849.00752586486
MR_63884_0_26_2_2_5_3,-741.1840821957101,-741.24501919571,-741.44220819571,-741.20143819571,-741.1850261957101
MR_144195_1_52_5_11_5_1,-590.14081393375,-590.19597093375,-590.32021393375,-590.15522793375,-590.14175793375
MR_671174_2_45_4_8_7_17,-815.59933008828,-815.66712208828,-815.90079308828,-815.61879608828,-815.60027408828
MR_375143_1_5_1_3_6_5,-926.38180731957,-926.4446163195701,-926.60453031957,-926.39948131957,-926.38275131957
MR_477575_1_13_1_4_6_5,-794.17470438976,-794.2379143897599,-794.40558738976,-794.19204238976,-794.17564838976
MR_185149_0,-361.44005321241997,-361.48443221242,-361.55403521242,-361.44993121242,-361.44099821241997
MR_21120_2_66_7_14_7_13,-892.61682779289,-892.6810277928901,-892.89244679289,-892.63449579289,-892.61777179289
MR_279294_0_33_3_6_6_1,-813.0612270305801,-813.12555603058,-813.26594803058,-813.07926203058,-813.0621720305801
MR_26575_1_6_1_3_7_3,-833.46692201376,-833.52851101376,-833.72954401376,-833.48401401376,-833.46786601376
MR_34691_0_51_4_13_8_10,-717.66891349675,-717.72762749675,-717.95835049675,-717.68527649675,-717.66985749675
MR_501018_2,-405.10585773796,-405.15940873796,-405.32260373796,-405.12019473796,-405.10680173796
MR_134446_2,-376.01197173261,-376.05461873261004,-376.15970073261,-376.02181173261005,-376.01291573261
MR_66201_0_18_2_12_4_11,-601.92517629601,-601.98269729601,-602.15322229601,-601.94089029601,-601.92612029601
MR_553628_0_2_1_4_3_2,-849.61364683799,-849.68268183799,-849.87459883799,-849.63352983799,-849.61459083799
MR_144195_1_7_1_6_8_2,-775.81204084804,-775.87806084804,-776.01684684804,-775.83023884804,-775.8129858480401
MR_89509_2,-327.81843464971,-327.86280364971,-328.00494864971,-327.82892464971,-327.81937864971
MR_70926_2_43_4_9_5_7,-530.99931181723,-531.05293281723,-531.15844681723,-531.01273181723,-531.00025581723
MR_684542_1_39_3_2_6_1,-721.21260677161,-721.2787337716101,-721.48074877161,-721.23210277161,-721.21355077161
MR_138868_1_71_8_1_8_27,-611.3258739023499,-611.38197090235,-611.63998090235,-611.34071990235,-611.32681790235
MR_672019_0_69_7_9_8_49,-952.70174327843,-952.76967627843,-953.00239527843,-952.72118627843,-952.70268727843
MR_352953_0_68_7_10_7_15,-909.41860173636,-909.48499573636,-909.68749173636,-909.4376507363601,-909.41954673636
MR_467042_0_58_5_7_7_7,-811.7115860203501,-811.7711590203501,-811.89703102035,-811.72673002035,-811.7125300203501
MR_45798_2_44_4_2_6_1,-629.08425857705,-629.14417857705,-629.35354457705,-629.10126557705,-629.08520257705
MR_699953_0,-380.82937543159,-380.87293543159,-380.98812243159,-380.83955443159,-380.83031943159
MR_100760_2_3_4_9,-494.12286016442,-494.17091116442,-494.29317716442,-494.13446316442,-494.12380516442
MR_155791_0_13_1_7_6_6,-966.88310300273,-966.95361600273,-967.15804600273,-966.90398600273,-966.88404700273
MR_239341_0,-347.15683158404,-347.20740658404,-347.38253558404,-347.17014758404,-347.15777558404
MR_118542_1_52_5_7_5_4,-679.11935155982,-679.1675405598199,-679.25082555982,-679.13086455982,-679.12029655982
MR_615843_0_69_7_6_8_54,-813.41821511843,-813.48176311843,-813.69240711843,-813.43547411843,-813.41915911843
MR_447373_0_65_6_1_8_62,-793.1098430988201,-793.16760809882,-793.33329809882,-793.1250630988201,-793.11078709882
MR_428425_1_55_5_6_8_43,-867.86257180214,-867.92728680214,-868.15029280214,-867.88041180214,-867.86351580214
MR_672934_0_33_3_4_6_6,-760.4716260416,-760.5405920416,-760.7693450416,-760.4916700416,-760.4725700416
MR_311988_0,-400.69457082655,-400.73707482655,-400.83947182655,-400.70423582654996,-400.69551482655
MR_445561_0,-363.77973057408,-363.82522457408,-363.93796957408,-363.79049657408,-363.78067457408
MR_557653_0_15_8_52,-664.51987674,-664.58403774,-664.82089574,-664.5382637399999,-664.52082074
MR_183508_0_70_8_21_8_12,-798.4668815364699,-798.5311875364699,-798.77454653647,-798.48446153647,-798.46782553647
MR_220338_0_6_1_3_7_7,-871.41000133057,-871.47709933057,-871.67414533057,-871.42913833057,-871.41094633057
MR_110584_1_3_4_11,-321.67221907865,-321.71139007865,-321.81280307865,-321.68022007865,-321.67316307865
MR_446382_0,-381.83647033233,-381.89073133233,-382.01075433233,-381.85059033233,-381.83741433233
MR_141573_1_53_5_7_6_6,-735.01231886234,-735.08135086234,-735.23735786234,-735.0319568623399,-735.01326286234
MR_256801_1_1_1_2_2_2,-835.87907075059,-835.94535675059,-836.18394875059,-835.89878875059,-835.88001475059
MR_183508_0,-304.33394129215,-304.37338929215,-304.46016929215,-304.34249629215,-304.33488529215
MR_100760_2_23_8_42,-647.8188103162701,-647.87163131627,-648.05715531627,-647.83233931627,-647.8197543162701
MR_262404_1_54_5_9_7_15,-894.6774059491,-894.7477389491,-894.9850019491,-894.6976399491,-894.6783509491
MR_3524_1_25_2_8_4_5,-552.7223767506699,-552.7780247506699,-552.96236075067,-552.73685375067,-552.7233207506699
MR_382352_0_68_7_6_7_13,-871.50827791298,-871.57409091298,-871.77423991298,-871.52657491298,-871.5092219129799
MR_15563_0_52_5_11_5_6,-590.25739653262,-590.31700353262,-590.43687153262,-590.2740205326199,-590.25834053262
MR_541095_1,-412.91847968221003,-412.96113568221,-413.05379668221,-412.92825468221,-412.91942468221004
MR_676690_0_53_5_7_6_2,-809.13849722424,-809.20000522424,-809.34666122424,-809.15629022424,-809.13944122424
MR_552735_0_56_5_7_5_5,-778.7628032270701,-778.82212122707,-778.96301722707,-778.77931522707,-778.7637472270701
MR_455159_1_60_6_2_6_6,-836.99349328138,-837.05760728138,-837.32256828138,-837.01281028138,-836.99443728138
MR_41547_1_60_6_2_6_4,-683.2491502166,-683.3079512166,-683.5175592166,-683.2651932166,-683.2500942166
MR_307233_0_64_6_2_7_12,-833.46668425033,-833.52876025033,-833.72910025033,-833.4841242503301,-833.46762825033
MR_201053_0_62_6_7_8_36,-889.8820512264699,-889.94745922647,-890.18611422647,-889.90075822647,-889.8829952264699
MR_674568_2_42_4_5_4_3,-594.03361334192,-594.09621634192,-594.33158134192,-594.05149534192,-594.03455734192
MR_361318_0_53_5_10_6_8,-661.0237247940499,-661.0882517940499,-661.26726679405,-661.04204979405,-661.02466879405
MR_334026_0,-455.38089800454003,-455.42273000454,-455.46810500454,-455.38981900454,-455.38184300454003
MR_33453_0_17_2_9_3_4,-663.23609424469,-663.29737124469,-663.51071924469,-663.25326324469,-663.23703824469
MR_66201_0_52_5_7_5_10,-662.67232811171,-662.73068811171,-662.88524511171,-662.68859011171,-662.67327311171
MR_8459_0_19_2_6_5_10,-492.54527725145,-492.60124025145,-492.75883925145,-492.55967625145,-492.54622125145
MR_45798_2,-326.63192432801,-326.67799032801,-326.79205932801,-326.64310932801,-326.63286932801
MR_430547_0_66_7_10_7_9,-835.52636767696,-835.59215367696,-835.81478567696,-835.54462867696,-835.52731167696
MR_164152_2_14_1_3_7_10,-909.38894230742,-909.45613830742,-909.65571330742,-909.40893830742,-909.38988630742
MR_517500_1_65_6_6_8_61,-987.89718157885,-987.96456257885,-988.18727457885,-987.9165365788499,-987.89812557885
MR_609448_2_60_6_4_6_2,-790.91009235103,-790.97362335103,-791.09841435103,-790.92766335103,-790.91103735103
MR_609119_2_2_1_1_3_4,-904.19170704843,-904.25876604843,-904.39151104843,-904.2107360484299,-904.19265104843
MR_666471_0_61_6_7_7_18,-942.8963513187,-942.9642853187,-943.1679983187,-942.9160003187001,-942.8972953187
MR_545334_1_59_5_11_8_26,-797.47825676408,-797.53805776408,-797.77765976408,-797.49584276408,-797.47920176408
MR_404265_0_46_4_12_8_11,-740.79398313177,-740.85755213177,-741.12313213177,-740.8126831317701,-740.79492713177
MR_8532_2_21_2_2_7_12,-794.88015840095,-794.94675640095,-795.18654940095,-794.8993304009499,-794.88110240095
MR_400750_2_56_5_6_5_5,-819.00690073942,-819.07776773942,-819.24333773942,-819.02724073942,-819.00784473942
MR_294830_2_24_2_3_3_1,-737.81556121595,-737.87598521595,-738.01826121595,-737.8319132159501,-737.81650621595
MR_588049_2_57_5_3_6_7,-799.2626113786899,-799.32911437869,-799.52736137869,-799.2817063786899,-799.2635563786899
MR_49699_0_59_5_10_8_6,-568.59575263333,-568.65568063333,-568.82147063333,-568.61245463333,-568.59669663333
MR_255546_1,-322.07081568016997,-322.10738068016997,-322.15663168017,-322.07794368017,-322.07175968017
MR_503486_0_58_5_8_7_2,-851.01847403849,-851.0815450384899,-851.23206203849,-851.03528003849,-851.01941803849
MR_223_1,-196.05287354998,-196.09080454998002,-196.18184454998,-196.06089154998003,-196.05381754998
MR_211597_0_56_5_1_5_6,-668.7567655600401,-668.81578956004,-669.00012056004,-668.77294856004,-668.7577095600401
MR_37726_0_9_1_6_2_1,-791.59510071275,-791.65910871275,-791.84770271275,-791.6133027127499,-791.59604471275
MR_395882_1_58_5_1_7_13,-722.88132656017,-722.94346456017,-723.11488956017,-722.8985535601701,-722.88227056017
MR_60391_0_18_3_4,-534.48844498728,-534.5427099872801,-534.70298998728,-534.50272198728,-534.48938898728
MR_114291_0,-326.53685065271,-326.58229565271,-326.69330065271,-326.54782065270996,-326.53779465271
MR_211597_0,-365.86596728359,-365.91014428359,-366.05774228359,-365.87678628359004,-365.86691128359
MR_354085_0_15_8_6,-412.82969421644003,-412.87129021644,-412.96525621644,-412.83859421644,-412.83063821644004
MR_93220_0_9_1_6_2_12,-793.19391290087,-793.25723190087,-793.41585490087,-793.2116369008701,-793.19485690087
MR_395882_1_31_3_3_4_11,-626.83430758736,-626.89080358736,-627.06897558736,-626.84992358736,-626.83525158736
MR_29892_2_23_2_8_2_8,-674.31448049812,-674.3719094981201,-674.55943149812,-674.3298144981201,-674.31542549812
MR_678159_0_64_6_5_7_3,-832.91429958662,-832.97994458662,-833.23036058662,-832.93347558662,-832.91524358662
MR_155791_0,-437.80234427445,-437.84711627445,-437.94595327445,-437.81299327445,-437.80328827445
MR_473437_1_15_1_3_8_28,-1037.9225429135,-1037.9885979135,-1038.1897189135,-1037.9416379135,-1037.9234879135
MR_31243_0_25_2_6,-382.98666969816,-383.03233769816,-383.17353069816,-382.99713769816,-382.98761469816
MR_3626_2_21_2_3_7_17,-802.0267637089399,-802.09816070894,-802.38518170894,-802.0476637089399,-802.0277077089399
MR_70926_2_3_1_5_4_9,-741.11633512946,-741.18144512946,-741.36817612946,-741.1347321294601,-741.11728012946
MR_262404_1_27_2_2_6_3,-839.10300389957,-839.17346389957,-839.46466389957,-839.12479189957,-839.10394789957
MR_225066_1,-364.44267013888003,-364.49377613888,-364.67982513888,-364.45596213888,-364.44361413888
MR_428409_0,-322.78423975362,-322.83100775362,-322.94204375362,-322.79549975362,-322.78518375362
MR_520658_1,-455.15620706775,-455.19775706775005,-455.31378506775,-455.16551606775,-455.15715106775
MR_239341_0_33_3_5_6_8,-761.65852281734,-761.7301818173399,-761.97981681734,-761.68001381734,-761.65946681734
MR_177625_1_35_3_2_8_20,-912.0353612462401,-912.10256024624,-912.37241524624,-912.05515624624,-912.0363062462401
MR_434207_0,-399.50540751948,-399.54899851948,-399.62541751948,-399.51536751948,-399.50635151948
MR_576145_1_62_6_6_8_12,-837.9810512776,-838.0513272776,-838.3322972776,-838.0022592776,-837.9819952775999
MR_8441_1_4_5_9,-384.64767885078,-384.69389685078,-384.80234885078,-384.65812185078,-384.64862285078
MR_225066_1_20_2_7_6_4,-721.03189897555,-721.0991029755501,-721.37148697555,-721.05227797555,-721.03284397555
MR_175139_1_64_6_1_7_1,-758.27120107646,-758.33173607646,-758.52795707646,-758.28749707646,-758.27214607646
MR_108464_1,-343.67586746368,-343.71818446368,-343.83082546368,-343.68549446368,-343.67681146368
MR_73239_1_50_4_8_7_3,-776.56769678622,-776.63552378622,-776.85276778622,-776.58688278622,-776.56864178622
MR_14949_1_22_2_5_8_3,-760.42431145097,-760.49292045097,-760.72317145097,-760.44375145097,-760.42525545097
MR_229658_1_55_5_5_8_33,-850.63230761025,-850.69265761025,-850.90752661025,-850.64926561025,-850.63325161025
MR_294830_2_60_6_3_6_8,-835.1609616319801,-835.22515863198,-835.38935763198,-835.1789726319801,-835.1619066319801
MR_291729_1_18_3_1,-392.21778397647,-392.25698797647,-392.28471797647,-392.22558097647,-392.21872797647
MR_371387_2_58_5_11_7_8,-772.02731277524,-772.08799077524,-772.23526077524,-772.04382977524,-772.02825677524
MR_501018_2_64_6_7_7_8,-877.0180276623399,-877.09518366234,-877.37806666234,-877.04245766234,-877.0189716623399
MR_426806_2_20_5_3,-456.04123447861997,-456.08731047862,-456.20346447862,-456.05202847862,-456.04217847862
MR_133774_0_22_2_9_8_43,-931.91204261262,-931.9833036126199,-932.23486861262,-931.9330966126199,-931.91298661262
MR_374535_1,-399.50252701688,-399.54541201688,-399.62349801688,-399.51246301687996,-399.50347201688
MR_279294_0,-475.90859459346996,-475.96021259347,-476.05607759347,-475.92079159346997,-475.90953959346996
MR_79131_0_41_3_6_8_63,-754.90047885794,-754.96057585794,-755.11731185794,-754.91613185794,-754.90142285794
MR_239192_0_22_7_13,-548.0809930331201,-548.13181703312,-548.24283903312,-548.0931420331201,-548.0819370331201
MR_142547_2_51_4_1_8_20,-825.8473427242,-825.9135967242,-826.2115197242,-825.8667927242,-825.8482867242
MR_129005_0,-306.9509875019,-306.99062050189997,-307.0549365019,-306.9592505019,-306.9519315019
MR_34691_0,-343.94080717652,-343.98341717652,-344.11566117652,-343.95032717652003,-343.94175117652003
MR_688429_0_25_2_4_4_12,-831.87839373106,-831.9455477310601,-832.18471173106,-831.89863373106,-831.87933773106
MR_559732_1_17_2_4_3_2,-831.89388768012,-831.96007368012,-832.20116668012,-831.91339168012,-831.89483168012
MR_100760_2_7_8_22,-667.7044005817099,-667.75783558171,-667.92939358171,-667.71798958171,-667.7053445817099
MR_33912_2_61_6_8_7_17,-735.8719330495501,-735.94030004955,-736.08894404955,-735.89045404955,-735.8728780495501
MR_488779_0_9_1_6_2_5,-908.106540715,-908.178553715,-908.427421715,-908.128272715,-908.107485715
MR_232719_2,-326.67272720683,-326.71565220683004,-326.83489820683,-326.68239820683004,-326.67367120683
MR_541949_0_47_4_8_4_8,-743.60564768718,-743.67019668718,-743.90738368718,-743.62410868718,-743.60659168718
MR_165620_1_32_3_6_5_9,-735.07258536968,-735.13570836968,-735.29540636968,-735.09014636968,-735.07353036968
MR_41547_1_3_1_4_4_2,-761.74531686406,-761.80935286406,-762.07018486406,-761.76398086406,-761.74626086406
MR_407543_0,-425.17806562956997,-425.22508962957,-425.38598262957,-425.18991762957,-425.17900962957
MR_355908_2,-398.41022586411,-398.45388586410996,-398.52342186411,-398.41989186411,-398.41117086411
MR_209282_2_51_4_7_8_48,-698.07591074661,-698.13268974661,-698.30872274661,-698.09064774661,-698.07685474661
MR_479845_1_53_5_5_6_4,-745.08614261819,-745.15070261819,-745.34059661819,-745.1042226181901,-745.08708661819
MR_104467_2,-344.19189198737,-344.23233998737,-344.29390598737,-344.20026598737,-344.19283598737
MR_553628_0_40_3_5_7_10,-851.68761076128,-851.75680776128,-851.97542276128,-851.70796276128,-851.68855576128
MR_250520_1,-339.44505263618,-339.48169863618,-339.54305763618,-339.45211363618,-339.44599663618
MR_177320_1_60_6_4_6_3,-910.41203726528,-910.47970926528,-910.64760926528,-910.43146826528,-910.41298126528
MR_170672_1_39_3_2_6_2,-735.13163632725,-735.19777632725,-735.35714332725,-735.15029632725,-735.13258032725
MR_375143_1_55_5_9_8_59,-891.63093223849,-891.69761323849,-891.90373123849,-891.64908323849,-891.63187623849
MR_674568_2_36_3_2_3_3,-745.53138383164,-745.59596983164,-745.86450683164,-745.55108083164,-745.53232783164
MR_394316_2_57_5_6_6_5,-697.55295572578,-697.6103707257801,-697.71301272578,-697.56794872578,-697.55389972578
MR_466963_1_53_5_10_6_2,-812.51776003358,-812.57273403358,-812.66492503358,-812.53247503358,-812.51870403358
MR_184794_1_58_5_7_7_15,-829.4172331386901,-829.4850561386901,-829.67297213869,-829.4371081386901,-829.4181771386901
MR_409958_1_71_8_14_8_34,-931.8791856399699,-931.94559363997,-932.20328463997,-931.89879463997,-931.8801296399699
MR_407543_0_57_5_3_6_6,-785.60933702993,-785.6737410299299,-785.91858802993,-785.62855502993,-785.61028202993
MR_486880_1,-421.24321264985997,-421.28956064986,-421.45443664986,-421.25488364986,-421.24415664986
MR_666471_0_53_5_9_6_5,-868.4134583026901,-868.48051230269,-868.64018530269,-868.4322303026901,-868.4144023026901
MR_138868_1_57_5_9_6_1,-624.6850163833,-624.7388603833,-624.8774303833,-624.6987853833,-624.6859603833
MR_250520_1_9_1_4_2_7,-848.4922018113,-848.5545738113,-848.7321128113,-848.5100268113,-848.4931458113
MR_331937_0_20_5_11,-471.97773445189,-472.02189945188996,-472.12561345189,-471.98802145189,-471.97867845189
MR_506278_1_46_4_7_8_5,-640.9203333746001,-640.9811503746,-641.1591353746,-640.9371883746,-640.9212773746001
MR_138868_1_58_5_7_7_2,-623.35450837832,-623.4035163783201,-623.52254537832,-623.36618137832,-623.35545237832
MR_89509_2_0_1_6_1_4,-930.8093586799199,-930.8884226799199,-931.10513467992,-930.8324526799199,-930.8103026799199
MR_14949_1_34_3_3_7_18,-835.46646384553,-835.5361538455301,-835.75495384553,-835.48632984553,-835.46740784553
MR_488779_0_34_3_6_7_8,-792.3437565101,-792.4065905101,-792.6049035101,-792.3614045101,-792.3447005101
MR_20185_0,-384.55901926394,-384.61104826394,-384.71293626394,-384.57171326393996,-384.55996326394
MR_327126_0,-459.75729548018,-459.81194248018,-459.91514248018,-459.77133648018,-459.75823948018
MR_405360_0,-342.7544391971,-342.7967361971,-342.9061591971,-342.7641011971,-342.7553831971
MR_145948_1_51_4_7_8_54,-719.05984630872,-719.1195853087199,-719.30103530872,-719.07556830872,-719.06079030872
MR_71928_0_54_5_10_7_15,-757.22800211806,-757.28521411806,-757.47422111806,-757.2437391180599,-757.22894611806
MR_674169_0_35_3_2_8_4,-813.4176304813301,-813.4754114813301,-813.57025548133,-813.43302748133,-813.41857448133
MR_378141_0_26_3_4,-533.3222600891501,-533.37889308915,-533.51432808915,-533.33636008915,-533.3232050891501
MR_473437_1_50_4_9_7_12,-885.18816207482,-885.2509830748199,-885.39520507482,-885.20531007482,-885.18910607482
MR_27199_2_4_1_7_5_3,-761.11172873674,-761.17636373674,-761.35310373674,-761.12957273674,-761.11267273674
MR_404265_0,-442.23171459897,-442.28551859897,-442.45077459897,-442.24577559897,-442.23265859897
MR_478767_2_50_4_6_7_11,-821.97251090852,-822.0396189085201,-822.32502690852,-821.99219190852,-821.97345490852
MR_104467_2_47_4_8_4_10,-648.73829455031,-648.79488755031,-648.97904355031,-648.75356055031,-648.73923855031
MR_186726_1_46_4_2_8_10,-743.58270279102,-743.64482579102,-743.88608879102,-743.6000457910201,-743.58364679102
MR_188968_0_22_2_2_8_23,-865.25158757261,-865.31723357261,-865.56040057261,-865.27013057261,-865.25253157261
MR_167373_1_71_8_46_8_51,-891.11472479147,-891.17808279147,-891.44483779147,-891.13228679147,-891.11566979147
MR_53633_2_14_7_19,-550.39566239079,-550.4463873907899,-550.58969639079,-550.40819339079,-550.39660739079
MR_40516_0_68_7_8_7_7,-816.10124663109,-816.16186063109,-816.34914163109,-816.11796263109,-816.10219063109
MR_307233_0_35_3_4_8_31,-836.89487483693,-836.96041083693,-837.22821583693,-836.91340483693,-836.89581883693
MR_192989_1_66_7_2_7_18,-810.98417489616,-811.0468178961601,-811.20398589616,-811.00175089616,-810.98511889616
MR_365214_0_43_4_6_5_6,-720.08893480949,-720.15069880949,-720.33667280949,-720.10598580949,-720.08987880949
MR_47910_2_29_6_2,-514.06977019511,-514.11931419511,-514.22601219511,-514.08110219511,-514.07071419511
MR_560222_1_71_8_24_8_48,-855.33289643583,-855.39817643583,-855.61338743583,-855.35028143583,-855.33384043583
MR_606920_1_41_3_6_8_44,-858.8325604319799,-858.89962843198,-859.17935143198,-858.85208643198,-858.8335044319799
MR_392644_1_57_5_4_6_6,-682.5429906315,-682.6017536315,-682.7285896315,-682.5583186315,-682.5439346315
MR_10180_2_15_1_5_8_16,-872.88304992901,-872.95001392901,-873.18703392901,-872.90258892901,-872.88399392901
MR_339951_1,-357.82447521685,-357.87030421685,-357.96095821685,-357.83464721685,-357.82541921685
MR_707369_2_43_4_11_5_5,-762.27474076955,-762.33666976955,-762.54486276955,-762.29246876955,-762.27568476955
MR_223_1_9_1_6_2_4,-744.4290594582401,-744.49357145824,-744.73211945824,-744.4480684582401,-744.4300034582401
MR_700882_1_32_3_3_5_5,-832.29389663668,-832.36674363668,-832.54221463668,-832.31516163668,-832.29484063668
MR_91212_0,-395.76387712883,-395.80622412883,-395.88462612883,-395.77309612883,-395.76482112883
MR_236950_1_56_5_6_5_3,-705.81703739926,-705.87642639926,-706.04565039926,-705.83307239926,-705.81798139926
MR_184231_0_58_5_1_7_12,-725.9634861406801,-726.03333914068,-726.23668914068,-725.98326614068,-725.9644311406801
MR_388469_0,-452.74829379762997,-452.79247579763,-452.85862779763,-452.75852779763,-452.74923779763
MR_220900_2_37_3_6_4_8,-589.5076354929199,-589.56372049292,-589.72969749292,-589.5224064929199,-589.5085794929199
MR_206149_0_55_5_6_8_5,-706.3397290409,-706.4024300409,-706.6469740409,-706.3575800409,-706.3406730409
MR_32728_2_44_4_4_6_2,-590.7617618166701,-590.82086981667,-591.00961481667,-590.77777781667,-590.7627058166701
MR_598468_2_54_5_2_7_5,-734.94692514983,-735.01037714983,-735.15744114983,-734.96461514983,-734.94786914983
MR_421451_0,-533.8297942727099,-533.8833792727099,-533.97193127271,-533.84338827271,-533.8307382727099
MR_527628_1_70_8_1_8_29,-759.85236024642,-759.9259462464199,-760.20578724642,-759.8739452464199,-759.85330524642
MR_491000_1_20_2_2_6_2,-833.59761284013,-833.66427284013,-833.87291184013,-833.6170798401299,-833.59855684013
MR_189645_0_22_7_5,-545.85172256411,-545.89606956411,-545.96915556411,-545.86133656411,-545.85266656411
MR_477575_1_6_1_4_7_1,-779.0368354573,-779.1023774572999,-779.2857124573,-779.0542954573,-779.0377794573
MR_352953_0,-401.73138542410004,-401.7796084241,-401.8961114241,-401.7434744241,-401.73233042410004
MR_277852_0_66_7_19_7_14,-868.50385005523,-868.57344705523,-868.77345705523,-868.52285705523,-868.50479405523
MR_386518_0,-383.0084247569,-383.0535407569,-383.1947047569,-383.0190127569,-383.0093687569
MR_508987_1_58_5_8_7_8,-853.11446449192,-853.17837349192,-853.36042549192,-853.13224849192,-853.11540849192
MR_262404_1,-404.00103865376997,-404.04924865376995,-404.19940965377,-404.01321365377,-404.00198265376997
MR_205208_0_44_4_10_6_2,-685.35021575657,-685.41608875657,-685.64443475657,-685.3689277565701,-685.35115975657
MR_548531_1_26_2_7_5_10,-703.1342399392099,-703.19634793921,-703.38782493921,-703.15135893921,-703.1351839392099
MR_491000_1,-437.75482746773,-437.79828846773,-437.89809146773,-437.76487346773,-437.75577146773
MR_454302_2_69_7_10_8_57,-835.3725484112799,-835.43839341128,-835.66269741128,-835.39064141128,-835.3734924112799
MR_41547_1_62_6_5_8_57,-761.67782340173,-761.7387304017301,-762.00405840173,-761.69513640173,-761.67876840173
MR_369980_1_12_1_6_5_5,-968.0284896623599,-968.10110266236,-968.32642766236,-968.05069466236,-968.0294336623599
MR_173483_1_5_1_2_6_8,-836.3082489794,-836.3788319793999,-836.5556059794,-836.3289879793999,-836.3091929794
MR_16099_0_26_2_7_5_12,-721.5595519344499,-721.6221889344499,-721.84250293445,-721.5777429344499,-721.5604959344499
MR_60120_0_10_1_1_3_6,-699.60841013153,-699.66940013153,-699.79595613153,-699.62508613153,-699.60935413153
MR_599912_1_40_3_6_7_3,-717.67399955134,-717.7321555513399,-717.87433855134,-717.68918655134,-717.67494455134
MR_185214_1,-303.43162946686,-303.47014346686,-303.55110546686,-303.43960646686,-303.43257446686
MR_487668_0_70_8_44_8_49,-898.1315540578,-898.2001470578,-898.5119160578,-898.1511520578,-898.1324980578
MR_533336_2_62_6_2_8_17,-934.7720248365699,-934.8417298365699,-935.07352883657,-934.7918388365699,-934.7729688365699
MR_477575_1_60_6_1_6_7,-680.91461997867,-680.97292897867,-681.13515197867,-680.93026397867,-680.91556397867
MR_185035_2_8_1_3_1_6,-908.5740536989,-908.6499536989,-908.8366886989,-908.5966556989,-908.5749976989
MR_526534_0,-301.13804925797,-301.17764125797,-301.22003025797,-301.14665825797,-301.13899325797
MR_90867_0,-357.58547621158,-357.62982321158,-357.69940121158,-357.59579621157997,-357.58642121158
MR_334026_0_15_1_4_8_37,-1062.8623789654,-1062.9328319654,-1063.1393709654,-1062.8831049654,-1062.8633239654
MR_278023_1_60_6_2_6_5,-851.90731746014,-851.97483146014,-852.20456646014,-851.92708846014,-851.90826146014
MR_80091_0_6_1_5_7_6,-874.70623485657,-874.78065985657,-875.02016085657,-874.72889985657,-874.70717885657
MR_430536_0,-286.11564897600005,-286.15322597600004,-286.223838976,-286.123342976,-286.11659297600005
MR_379063_1_42_4_4_4_7,-624.02325210656,-624.08122210656,-624.27047110656,-624.0390891065599,-624.02419610656
MR_557834_1_58_5_1_7_4,-698.5486368164,-698.5992958164,-698.7227058164,-698.5610578164,-698.5495808164
MR_289964_2,-432.3058455132,-432.3496115132,-432.4810675132,-432.3162035132,-432.3067895132
MR_405339_0,-380.79278676866,-380.83522876866004,-380.95163776866,-380.80256676866003,-380.79373176866
MR_26410_0,-381.98575323842005,-382.02961423842004,-382.16853523842,-381.99609623842,-381.98669723842
MR_354085_0,-264.17719054716,-264.21228454716004,-264.26900554716,-264.18377854716005,-264.17813554716
