rxn,h,f,spe,zpe,u
MR_588049_2_57_5_3_6_7,-799.6120352329999,-799.6785382329999,-799.876785233,-799.6311302329999,-799.6129802329999
MR_49699_0_59_5_10_8_6,-568.8556287619999,-568.9155567619999,-569.081346762,-568.8723307619999,-568.8565727619999
MR_255546_1,-322.20649181699997,-322.24305681699997,-322.292307817,-322.213619817,-322.207435817
MR_503486_0_58_5_8_7_2,-851.368263016,-851.4313340159999,-851.581851016,-851.385069016,-851.369207016
MR_223_1,-196.16940607499998,-196.207337075,-196.298377075,-196.177424075,-196.170350075
MR_211597_0_56_5_1_5_6,-669.054552681,-669.1135766809999,-669.297907681,-669.070735681,-669.055496681
MR_37726_0_9_1_6_2_1,-791.945353101,-792.0093611010001,-792.197955101,-791.963555101,-791.946297101
MR_395882_1_58_5_1_7_13,-723.192401615,-723.254539615,-723.425964615,-723.209628615,-723.193345615
MR_60391_0_18_3_4,-534.741831179,-534.7960961790001,-534.956376179,-534.756108179,-534.742775179
MR_114291_0,-326.693826902,-326.73927190200004,-326.850276902,-326.704796902,-326.694770902
MR_211597_0,-366.051848833,-366.096025833,-366.243623833,-366.06266783300003,-366.052792833
MR_354085_0_15_8_6,-413.002855077,-413.04445107699996,-413.138417077,-413.011755077,-413.003799077
MR_93220_0_9_1_6_2_12,-793.528622578,-793.5919415779999,-793.750564578,-793.546346578,-793.529566578
MR_395882_1_31_3_3_4_11,-627.1205607899999,-627.1770567899999,-627.35522879,-627.1361767899999,-627.1215047899999
MR_29892_2_23_2_8_2_8,-674.62832176,-674.68575076,-674.87327276,-674.64365576,-674.62926676
MR_678159_0_64_6_5_7_3,-833.299558091,-833.365203091,-833.615619091,-833.318734091,-833.300502091
MR_155791_0,-437.97724305599996,-438.022015056,-438.120852056,-437.98789205599996,-437.97818705599997
MR_473437_1_15_1_3_8_28,-1038.3641285899998,-1038.4301835899998,-1038.63130459,-1038.38322359,-1038.3650735899998
MR_31243_0_25_2_6,-383.18954272999997,-383.23521073,-383.37640373,-383.20001073,-383.19048773
MR_3626_2_21_2_3_7_17,-802.4357097459999,-802.507106746,-802.794127746,-802.4566097459999,-802.4366537459999
MR_70926_2_3_1_5_4_9,-741.451084115,-741.516194115,-741.702925115,-741.469481115,-741.452029115
MR_262404_1_27_2_2_6_3,-839.5217943949999,-839.5922543949999,-839.883454395,-839.5435823949999,-839.5227383949999
MR_225066_1,-364.65368300100005,-364.704789001,-364.890838001,-364.666975001,-364.654627001
MR_428409_0,-322.936947431,-322.983715431,-323.094751431,-322.948207431,-322.937891431
MR_520658_1,-455.354462593,-455.396012593,-455.512040593,-455.36377159299997,-455.355406593
MR_239341_0_33_3_5_6_8,-762.026535663,-762.098194663,-762.347829663,-762.048026663,-762.027479663
MR_177625_1_35_3_2_8_20,-912.4568666,-912.5240656,-912.7939206,-912.4766615999999,-912.4578116
MR_434207_0,-399.67823582,-399.72182682,-399.79824582,-399.68819582,-399.67917982
MR_576145_1_62_6_6_8_12,-838.3844301050001,-838.454706105,-838.735676105,-838.4056381050001,-838.385374105
MR_8441_1_4_5_9,-384.818719139,-384.864937139,-384.973389139,-384.829162139,-384.819663139
MR_225066_1_20_2_7_6_4,-721.399916751,-721.467120751,-721.739504751,-721.420295751,-721.400861751
MR_175139_1_64_6_1_7_1,-758.623259194,-758.6837941939999,-758.880015194,-758.639555194,-758.624204194
MR_108464_1,-343.847303179,-343.889620179,-344.002261179,-343.856930179,-343.848247179
MR_73239_1_50_4_8_7_3,-776.930858464,-776.998685464,-777.215929464,-776.950044464,-776.931803464
MR_14949_1_22_2_5_8_3,-760.79256203,-760.86117103,-761.09142203,-760.81200203,-760.79350603
MR_229658_1_55_5_5_8_33,-851.013012775,-851.073362775,-851.288231775,-851.029970775,-851.013956775
MR_294830_2_60_6_3_6_8,-835.5135652480001,-835.577762248,-835.741961248,-835.5315762480001,-835.5145102480001
MR_291729_1_18_3_1,-392.351832119,-392.391036119,-392.418766119,-392.359629119,-392.352776119
MR_371387_2_58_5_11_7_8,-772.346430326,-772.407108326,-772.554378326,-772.362947326,-772.347374326
MR_501018_2_64_6_7_7_8,-877.4157259059999,-877.492881906,-877.775764906,-877.440155906,-877.4166699059999
MR_426806_2_20_5_3,-456.252812497,-456.298888497,-456.415042497,-456.263606497,-456.253756497
MR_133774_0_22_2_9_8_43,-932.327367224,-932.3986282239999,-932.650193224,-932.3484212239999,-932.328311224
MR_374535_1,-399.667063924,-399.709948924,-399.788034924,-399.676999924,-399.668008924
MR_279294_0,-476.108582863,-476.160200863,-476.256065863,-476.120779863,-476.109527863
MR_79131_0_41_3_6_8_63,-755.217567042,-755.277664042,-755.434400042,-755.233220042,-755.218511042
MR_239192_0_22_7_13,-548.320052892,-548.370876892,-548.481898892,-548.3322018920001,-548.320996892
MR_142547_2_51_4_1_8_20,-826.266044264,-826.3322982640001,-826.630221264,-826.285494264,-826.266988264
MR_129005_0,-307.100059485,-307.13969248499996,-307.204008485,-307.108322485,-307.101003485
MR_34691_0,-344.12118104900003,-344.163791049,-344.296035049,-344.13070104900004,-344.12212504900003
MR_688429_0_25_2_4_4_12,-832.261298969,-832.3284529690001,-832.567616969,-832.281538969,-832.262242969
MR_559732_1_17_2_4_3_2,-832.278340589,-832.344526589,-832.585619589,-832.297844589,-832.279284589
MR_100760_2_7_8_22,-668.007018291,-668.060453291,-668.232011291,-668.020607291,-668.007962291
MR_33912_2_61_6_8_7_17,-736.1811166880001,-736.249483688,-736.398127688,-736.199637688,-736.1820616880001
MR_488779_0_9_1_6_2_5,-908.5187554290001,-908.590768429,-908.839636429,-908.540487429,-908.5197004290001
MR_232719_2,-326.84559345499997,-326.888518455,-327.007764455,-326.855264455,-326.846537455
MR_177625_1_66_7_9_7_16,-931.562218426,-931.629715426,-931.911370426,-931.5819144259999,-931.563162426
MR_541949_0_47_4_8_4_8,-743.961459804,-744.0260088040001,-744.263195804,-743.979920804,-743.962403804
MR_165620_1_32_3_6_5_9,-735.351516683,-735.4146396829999,-735.574337683,-735.369077683,-735.352461683
MR_41547_1_3_1_4_4_2,-762.116179967,-762.180215967,-762.441047967,-762.134843967,-762.117123967
MR_407543_0,-425.396470444,-425.443494444,-425.604387444,-425.408322444,-425.397414444
MR_355908_2,-398.55659018399996,-398.60025018399995,-398.669786184,-398.566256184,-398.55753518399996
MR_209282_2_51_4_7_8_48,-698.392610506,-698.449389506,-698.625422506,-698.407347506,-698.393554506
MR_479845_1_53_5_5_6_4,-745.422499607,-745.487059607,-745.676953607,-745.440579607,-745.423443607
MR_104467_2,-344.345779698,-344.38622769799997,-344.447793698,-344.354153698,-344.346723698
MR_553628_0_40_3_5_7_10,-852.0479067379999,-852.117103738,-852.335718738,-852.0682587379999,-852.0488517379999
MR_250520_1,-339.590231366,-339.62687736600003,-339.688236366,-339.59729236600003,-339.591175366
MR_177320_1_60_6_4_6_3,-910.783853199,-910.851525199,-911.019425199,-910.803284199,-910.784797199
MR_170672_1_39_3_2_6_2,-735.4487692600001,-735.5149092600001,-735.67427626,-735.46742926,-735.4497132600001
MR_375143_1_55_5_9_8_59,-892.021715661,-892.088396661,-892.294514661,-892.039866661,-892.022659661
MR_674568_2_36_3_2_3_3,-745.901382563,-745.9659685629999,-746.234505563,-745.9210795629999,-745.902326563
MR_394316_2_57_5_6_6_5,-697.819955222,-697.8773702220001,-697.980012222,-697.834948222,-697.820899222
MR_466963_1_53_5_10_6_2,-812.807763301,-812.862737301,-812.954928301,-812.822478301,-812.808707301
MR_184794_1_58_5_7_7_15,-829.756899445,-829.824722445,-830.012638445,-829.776774445,-829.757843445
MR_409958_1_71_8_14_8_34,-932.298919522,-932.365327522,-932.623018522,-932.3185285220001,-932.299863522
MR_407543_0_57_5_3_6_6,-785.98543487,-786.0498388699999,-786.29468587,-786.00465287,-785.98637987
MR_486880_1,-421.459627675,-421.505975675,-421.670851675,-421.471298675,-421.460571675
MR_666471_0_53_5_9_6_5,-868.774851111,-868.841905111,-869.001578111,-868.793623111,-868.775795111
MR_138868_1_57_5_9_6_1,-624.961068891,-625.014912891,-625.153482891,-624.974837891,-624.962012891
MR_250520_1_9_1_4_2_7,-848.851475197,-848.913847197,-849.091386197,-848.869300197,-848.852419197
MR_331937_0_20_5_11,-472.18544067100004,-472.229605671,-472.333319671,-472.19572767100004,-472.18638467100004
MR_506278_1_46_4_7_8_5,-641.2097793380001,-641.270596338,-641.448581338,-641.226634338,-641.2107233380001
MR_138868_1_58_5_7_7_2,-623.61867835,-623.66768635,-623.78671535,-623.63035135,-623.61962235
MR_89509_2_0_1_6_1_4,-931.194695508,-931.273759508,-931.490471508,-931.217789508,-931.195639508
MR_14949_1_34_3_3_7_18,-835.8379417259999,-835.907631726,-836.126431726,-835.8578077259999,-835.838885726
MR_488779_0_34_3_6_7_8,-792.698483476,-792.761317476,-792.959630476,-792.716131476,-792.699427476
MR_20185_0,-384.729611251,-384.781640251,-384.883528251,-384.74230525099995,-384.730555251
MR_327126_0,-459.929335837,-459.983982837,-460.087182837,-459.943376837,-459.930279837
MR_405360_0,-342.927258666,-342.969555666,-343.078978666,-342.936920666,-342.928202666
MR_145948_1_51_4_7_8_54,-719.3851872810001,-719.444926281,-719.626376281,-719.400909281,-719.3861312810001
MR_71928_0_54_5_10_7_15,-757.553420038,-757.6106320380001,-757.799639038,-757.569157038,-757.554364038
MR_674169_0_35_3_2_8_4,-813.716243887,-813.774024887,-813.868868887,-813.7316408869999,-813.7171878869999
MR_378141_0_26_3_4,-533.572221727,-533.628854727,-533.764289727,-533.586321727,-533.5731667270001
MR_473437_1_50_4_9_7_12,-885.558781396,-885.621602396,-885.765824396,-885.575929396,-885.559725396
MR_27199_2_4_1_7_5_3,-761.44750061,-761.51213561,-761.68887561,-761.46534461,-761.44844461
MR_404265_0,-442.44508052599997,-442.498884526,-442.664140526,-442.459141526,-442.446024526
MR_478767_2_50_4_6_7_11,-822.392910038,-822.460018038,-822.745426038,-822.412591038,-822.393854038
MR_104467_2_47_4_8_4_10,-649.0416492329999,-649.098242233,-649.282398233,-649.0569152329999,-649.0425932329999
MR_186726_1_46_4_2_8_10,-743.9470400839999,-744.009163084,-744.250426084,-743.964383084,-743.9479840839999
MR_188968_0_22_2_2_8_23,-865.644505148,-865.710151148,-865.953318148,-865.663048148,-865.645449148
MR_167373_1_71_8_46_8_51,-891.537379276,-891.600737276,-891.867492276,-891.554941276,-891.538324276
MR_53633_2_14_7_19,-550.6458315250001,-550.696556525,-550.839865525,-550.658362525,-550.6467765250001
MR_40516_0_68_7_8_7_7,-816.462841118,-816.523455118,-816.710736118,-816.479557118,-816.463785118
MR_307233_0_35_3_4_8_31,-837.295231863,-837.3607678630001,-837.628572863,-837.3137618630001,-837.296175863
MR_192989_1_66_7_2_7_18,-811.302629737,-811.365272737,-811.522440737,-811.320205737,-811.303573737
MR_365214_0_43_4_6_5_6,-720.4184962109999,-720.480260211,-720.666234211,-720.435547211,-720.4194402109999
MR_47910_2_29_6_2,-514.296480664,-514.346024664,-514.452722664,-514.307812664,-514.297424664
MR_136982_2_68_7_18_7_8,-914.467382695,-914.537131695,-914.814654695,-914.4883486949999,-914.468326695
MR_560222_1_71_8_24_8_48,-855.730228986,-855.7955089860001,-856.010719986,-855.747613986,-855.731172986
MR_606920_1_41_3_6_8_44,-859.2472655729999,-859.314333573,-859.594056573,-859.266791573,-859.2482095729999
MR_392644_1_57_5_4_6_6,-682.82668868,-682.88545168,-683.01228768,-682.84201668,-682.82763268
MR_10180_2_15_1_5_8_16,-873.286650045,-873.353614045,-873.590634045,-873.306189045,-873.287594045
MR_339951_1,-357.985101843,-358.030930843,-358.121584843,-357.995273843,-357.986045843
MR_707369_2_43_4_11_5_5,-762.622946028,-762.684875028,-762.893068028,-762.640674028,-762.623890028
MR_223_1_9_1_6_2_4,-744.791854091,-744.8563660909999,-745.094914091,-744.810863091,-744.792798091
MR_700882_1_32_3_3_5_5,-832.6353511069999,-832.7081981069999,-832.883669107,-832.656616107,-832.6362951069999
MR_91212_0,-395.93279176100003,-395.97513876100004,-396.053540761,-395.942010761,-395.93373576100004
MR_236950_1_56_5_6_5_3,-706.130703037,-706.190092037,-706.359316037,-706.146738037,-706.131647037
MR_184231_0_58_5_1_7_12,-726.291200436,-726.361053436,-726.564403436,-726.310980436,-726.292145436
MR_388469_0,-452.926278374,-452.970460374,-453.036612374,-452.936512374,-452.927222374
MR_220900_2_37_3_6_4_8,-589.792992864,-589.849077864,-590.015054864,-589.807763864,-589.793936864
MR_206149_0_55_5_6_8_5,-706.6890529550001,-706.751753955,-706.996297955,-706.706903955,-706.6899969550001
MR_32728_2_44_4_4_6_2,-591.050824839,-591.109932839,-591.298677839,-591.066840839,-591.051768839
MR_598468_2_54_5_2_7_5,-735.251217522,-735.314669522,-735.461733522,-735.2689075220001,-735.252161522
MR_421451_0,-534.03515577,-534.08874077,-534.17729277,-534.04874977,-534.03609977
MR_527628_1_70_8_1_8_29,-760.22962042,-760.3032064199999,-760.58304742,-760.2512054199999,-760.23056542
MR_491000_1_20_2_2_6_2,-833.966537856,-834.033197856,-834.241836856,-833.9860048559999,-833.967481856
MR_189645_0_22_7_5,-546.069014862,-546.113361862,-546.186447862,-546.0786288620001,-546.069958862
MR_477575_1_6_1_4_7_1,-779.395966604,-779.461508604,-779.644843604,-779.413426604,-779.396910604
MR_352953_0,-401.90577573300004,-401.953998733,-402.070501733,-401.917864733,-401.90672073300004
MR_277852_0_66_7_19_7_14,-868.894706357,-868.964303357,-869.164313357,-868.913713357,-868.895650357
MR_386518_0,-383.210829474,-383.255945474,-383.397109474,-383.22141747399996,-383.211773474
MR_508987_1_58_5_8_7_8,-853.474671862,-853.538580862,-853.720632862,-853.492455862,-853.475615862
MR_262404_1,-404.199259311,-404.247469311,-404.397630311,-404.211434311,-404.200203311
MR_205208_0_44_4_10_6_2,-685.685958523,-685.751831523,-685.980177523,-685.704670523,-685.686902523
MR_548531_1_26_2_7_5_10,-703.4584698059999,-703.520577806,-703.712054806,-703.475588806,-703.4594138059999
MR_491000_1,-437.94074625900004,-437.984207259,-438.084010259,-437.950792259,-437.94169025900004
MR_454302_2_69_7_10_8_57,-835.7647351859999,-835.830580186,-836.054884186,-835.782828186,-835.7656791859999
MR_41547_1_62_6_5_8_57,-762.049936965,-762.1108439650001,-762.376171965,-762.067249965,-762.050881965
MR_369980_1_12_1_6_5_5,-968.4358539279999,-968.508466928,-968.733791928,-968.458058928,-968.4367979279999
MR_173483_1_5_1_2_6_8,-836.6236672160001,-836.694250216,-836.871024216,-836.644406216,-836.6246112160001
MR_16099_0_26_2_7_5_12,-721.8913794619999,-721.9540164619999,-722.174330462,-721.9095704619999,-721.8923234619999
MR_60120_0_10_1_1_3_6,-699.870189938,-699.9311799379999,-700.057735938,-699.8868659379999,-699.871133938
MR_599912_1_40_3_6_7_3,-717.978449412,-718.036605412,-718.178788412,-717.993636412,-717.979394412
MR_185214_1,-303.57625100399997,-303.614765004,-303.695727004,-303.584228004,-303.577196004
MR_487668_0_70_8_44_8_49,-898.577958279,-898.6465512789999,-898.958320279,-898.597556279,-898.578902279
MR_533336_2_62_6_2_8_17,-935.1904375949999,-935.2601425949999,-935.491941595,-935.2102515949999,-935.1913815949999
MR_477575_1_60_6_1_6_7,-681.2255116509999,-681.2838206509999,-681.446043651,-681.241155651,-681.2264556509999
MR_185035_2_8_1_3_1_6,-908.945904952,-909.021804952,-909.208539952,-908.968506952,-908.946848952
MR_526534_0,-301.228721025,-301.268313025,-301.310702025,-301.237330025,-301.22966502500003
MR_90867_0,-357.725059787,-357.76940678700004,-357.838984787,-357.735379787,-357.726004787
MR_334026_0_15_1_4_8_37,-1063.30392342,-1063.37437642,-1063.58091542,-1063.32464942,-1063.30486842
MR_278023_1_60_6_2_6_5,-852.296084199,-852.363598199,-852.593333199,-852.315855199,-852.297028199
MR_80091_0_6_1_5_7_6,-875.101663455,-875.176088455,-875.415589455,-875.1243284550001,-875.102607455
MR_430536_0,-286.243300798,-286.280877798,-286.351490798,-286.25099479799997,-286.244244798
MR_379063_1_42_4_4_4_7,-624.318756602,-624.376726602,-624.565975602,-624.3345936019999,-624.319700602
MR_557834_1_58_5_1_7_4,-698.8365930479999,-698.8872520479999,-699.010662048,-698.849014048,-698.837537048
MR_289964_2,-432.50943516899997,-432.553201169,-432.684657169,-432.51979316899997,-432.510379169
MR_405339_0,-380.97606034399996,-381.018502344,-381.134911344,-380.985840344,-380.97700534399996
MR_26410_0,-382.18156905700005,-382.22543005700004,-382.364351057,-382.191912057,-382.182513057
MR_354085_0,-264.284329216,-264.319423216,-264.376144216,-264.290917216,-264.285274216
MR_400750_2_30_3_6_3_5,-818.6390457589999,-818.714895759,-818.925361759,-818.661464759,-818.639989759
MR_527628_1_40_3_2_7_18,-808.662762732,-808.730729732,-808.907132732,-808.682631732,-808.663706732
MR_82553_0_39_3_2_6_1,-850.498025398,-850.557513398,-850.707603398,-850.5146153979999,-850.498969398
MR_700882_1,-396.878042807,-396.927439807,-397.020399807,-396.890601807,-396.878986807
MR_122156_0,-326.875621532,-326.916689532,-327.038048532,-326.884976532,-326.87656553200003
MR_605945_1_13_1_7_6_2,-985.533015053,-985.604735053,-985.828143053,-985.554600053,-985.533959053
MR_549039_0_22_7_7,-725.470595902,-725.530057902,-725.740959902,-725.486912902,-725.471539902
MR_369885_0_5_1_2_6_6,-968.092346842,-968.173530842,-968.368898842,-968.117067842,-968.093291842
MR_609099_1_33_3_4_6_5,-760.817723776,-760.883569776,-761.116857776,-760.836586776,-760.818667776
MR_167373_1_5_1_6_6_8,-827.1601212410001,-827.2191542410001,-827.313061241,-827.1753882410001,-827.161065241
MR_26410_0_0_1_4_1_5,-1064.05606521,-1064.13297121,-1064.40919321,-1064.07996021,-1064.05700921
MR_283912_1_2_3_4,-494.161324789,-494.214345789,-494.328041789,-494.174525789,-494.162269789
MR_60120_0_56_5_2_5_3,-495.321232164,-495.37689516399996,-495.502881164,-495.33573816399996,-495.322176164
MR_532980_0_7_1_4_8_53,-911.000817484,-911.075117484,-911.294996484,-911.022916484,-911.001761484
MR_27199_2_5_1_4_6_1,-777.515020525,-777.578470525,-777.745478525,-777.5327825249999,-777.515965525
MR_218584_1_49_4_4_6_2,-741.539847981,-741.611134981,-741.795023981,-741.5603519809999,-741.540791981
MR_276700_0,-307.508351579,-307.545026579,-307.628402579,-307.51546157900003,-307.509295579
MR_188533_2,-404.492443705,-404.540875705,-404.702668705,-404.504672705,-404.49338770500003
MR_198937_1,-345.31017744900004,-345.360540449,-345.504824449,-345.322397449,-345.311121449
MR_186726_1_19_2_1_5_3,-703.541976646,-703.602602646,-703.790299646,-703.558746646,-703.542920646
MR_3524_1,-271.53557677400005,-271.573929774,-271.679184774,-271.54364277400003,-271.536520774
MR_435910_1_37_3_4_4_11,-683.4541748260001,-683.5141658260001,-683.717480826,-683.471322826,-683.455118826
MR_31243_0_10_3_3,-442.32175369199996,-442.37042969199996,-442.525277692,-442.333310692,-442.32269769199996
MR_392954_1,-366.09550852300003,-366.13869352300003,-366.285473523,-366.105741523,-366.096452523
MR_500055_1,-438.00974598299996,-438.053585983,-438.153537983,-438.019822983,-438.01068998299996
MR_304557_0_16_2_8_2_12,-470.454106064,-470.50620706399997,-470.632308064,-470.46701306399996,-470.455051064
MR_631367_1_52_5_2_5_9,-779.224430073,-779.285499073,-779.426359073,-779.240651073,-779.225374073
MR_447373_0_30_3_5_3_5,-851.913792156,-851.982905156,-852.202475156,-851.933827156,-851.914736156
MR_394204_0_4_1_2_5_4,-952.6253117,-952.6964157,-952.8610457,-952.6458097,-952.6262557
MR_115938_1_63_6_3_6_3,-858.3886900650001,-858.4596080650001,-858.728182065,-858.4108490650001,-858.3896340650001
MR_609119_2_32_3_1_5_6,-712.6502859049999,-712.704979905,-712.780306905,-712.664525905,-712.6512299049999
MR_553628_0,-360.051472717,-360.09856271700005,-360.212855717,-360.062850717,-360.052416717
MR_198127_2_28_5_3,-417.91186788899995,-417.95768388899995,-418.052933889,-417.92209088899995,-417.91281288899995
MR_421451_0_20_2_5_6_6,-969.335871675,-969.415216675,-969.638994675,-969.3602146750001,-969.336815675
MR_155791_0_24_2_6_3_5,-833.9391038770001,-834.0106138770001,-834.211003877,-833.9598218770001,-833.9400478770001
MR_311988_0_3_1_2_4_10,-914.0525681969999,-914.125902197,-914.336908197,-914.074395197,-914.0535121969999
MR_537090_1_38_3_6_5_9,-718.066977175,-718.132680175,-718.277012175,-718.085945175,-718.067921175
MR_421974_1_63_6_4_6_2,-789.798579232,-789.858863232,-790.021726232,-789.815394232,-789.799523232
MR_491000_1_13_1_7_6_2,-967.2376233660001,-967.3079103660001,-967.513621366,-967.2581053660001,-967.2385673660001
MR_16099_0_24_2_7_3_6,-664.7762668089999,-664.841395809,-665.071104809,-664.7948668089999,-664.7772108089999
MR_361318_0_70_8_41_8_8,-893.204364499,-893.2815654990001,-893.632090499,-893.227585499,-893.205308499
MR_684542_1,-384.223015269,-384.27786526899996,-384.429716269,-384.237304269,-384.223959269
MR_676690_0_37_3_1_4_9,-713.19776836,-713.25833736,-713.38906836,-713.21459536,-713.1987123600001
MR_223662_2_11_4_3,-490.270112647,-490.319260647,-490.425313647,-490.281922647,-490.271057647
MR_356208_0,-342.85980232000003,-342.90324932,-343.00881032,-342.86979632000003,-342.86074632000003
MR_93220_0,-402.092387316,-402.13791831599997,-402.258747316,-402.10331431599997,-402.093331316
MR_223662_2,-398.033889326,-398.077815326,-398.188438326,-398.043898326,-398.03483332599995
MR_466963_1_4_1_7_5_10,-926.139732387,-926.201508387,-926.297418387,-926.157135387,-926.140676387
MR_309631_0_18_2_5_4_12,-724.685527808,-724.757602808,-725.077717808,-724.707822808,-724.686471808
MR_609119_2_58_5_4_7_2,-828.2141350190001,-828.2701600190001,-828.389134019,-828.229169019,-828.2150790190001
MR_8532_2,-344.12409541200003,-344.168385412,-344.296813412,-344.134596412,-344.125039412
MR_427601_2,-479.449674204,-479.500024204,-479.647988204,-479.462591204,-479.450618204
MR_406433_1_20_2_1_6_8,-713.199934976,-713.263700976,-713.392153976,-713.218162976,-713.200878976
MR_236404_0_21_2_4_7_5,-880.81141486,-880.8937828600001,-881.22647786,-880.8372418600001,-880.81235986
MR_251284_1,-386.0510049,-386.0976989,-386.2263879,-386.0622379,-386.0519489
MR_416472_1,-402.924243849,-402.976778849,-403.095955849,-402.937910849,-402.925187849
MR_394316_2,-301.454609451,-301.49264945100003,-301.546262451,-301.462347451,-301.455553451
MR_24733_2_43_4_8_5_3,-684.027098928,-684.082981928,-684.237063928,-684.042268928,-684.028042928
MR_438654_1_46_4_1_8_14,-683.4147767,-683.4742636999999,-683.6816637,-683.4311316999999,-683.4157207
MR_142547_2,-425.346381218,-425.392949218,-425.554674218,-425.358242218,-425.347326218
MR_493172_2_40_3_5_7_11,-856.421582169,-856.495709169,-856.775368169,-856.4434821689999,-856.422526169
MR_240774_1,-382.099329751,-382.146161751,-382.278837751,-382.110879751,-382.10027475100003
MR_588049_2_44_4_5_6_5,-740.346039429,-740.409589429,-740.591986429,-740.364062429,-740.346983429
MR_198937_1_55_5_9_8_20,-879.485987837,-879.5563878370001,-879.836396837,-879.506929837,-879.486931837
MR_68346_0,-303.57676491,-303.61702291,-303.69627491,-303.58539491,-303.57770991
MR_624616_0_9_1_7_2_5,-1049.12364785,-1049.20895385,-1049.50962585,-1049.15109585,-1049.1245918500001
MR_266489_0_43_4_1_5_9,-723.354721175,-723.415562175,-723.595502175,-723.371495175,-723.355665175
MR_666471_0,-433.05106248199996,-433.09213048199996,-433.173983482,-433.060146482,-433.05200648199997
MR_434207_0_45_4_7_7_16,-756.163055981,-756.224183981,-756.369962981,-756.1791379809999,-756.163999981
MR_438654_1_54_5_3_7_5,-778.358733655,-778.425567655,-778.596454655,-778.377064655,-778.359677655
MR_536745_2_19_2_1_5_4,-722.150732659,-722.208782659,-722.367004659,-722.1667026590001,-722.151676659
MR_153795_2_66_7_6_7_3,-846.024461803,-846.0870228030001,-846.273138803,-846.0415368030001,-846.025405803
MR_223662_2_3_4_1,-492.644574972,-492.695569972,-492.847517972,-492.657254972,-492.645518972
MR_629856_0,-368.200741178,-368.252527178,-368.419271178,-368.21466417799996,-368.201685178
MR_110584_1_12_5_2,-379.859884507,-379.900545507,-379.993477507,-379.86824750700004,-379.860828507
MR_206149_0,-369.429204449,-369.478192449,-369.675367449,-369.44193144900004,-369.430148449
MR_260941_0_47_4_13_4_4,-718.293530884,-718.352680884,-718.510840884,-718.309739884,-718.294474884
MR_430828_1_0_1_4_1_3,-981.980987656,-982.0495056560001,-982.215362656,-982.001066656,-981.981932656
MR_66201_0_29_2_2_8_43,-911.965685087,-912.041266087,-912.355634087,-911.988905087,-911.966629087
MR_175139_1,-397.114115545,-397.156585545,-397.262941545,-397.123705545,-397.115059545
MR_149046_1,-284.774982206,-284.81829120599997,-284.930158206,-284.785025206,-284.775927206
MR_292167_1_0_1_1_1_4,-1098.24831492,-1098.3176639199999,-1098.48932292,-1098.26878792,-1098.2492589199999
MR_34691_0_58_5_10_7_8,-644.191321859,-644.247704859,-644.424983859,-644.206184859,-644.192265859
MR_583511_1_46_4_1_8_51,-679.711356609,-679.7677016089999,-679.980044609,-679.726388609,-679.712300609
MR_205801_1_38_3_4_5_5,-718.1734485650001,-718.236467565,-718.387984565,-718.1906495650001,-718.1743925650001
MR_152349_1,-306.752558307,-306.803974307,-306.920525307,-306.765821307,-306.753502307
MR_656107_2,-326.816107425,-326.856004425,-326.975730425,-326.824797425,-326.817051425
MR_674568_2,-369.403932264,-369.452475264,-369.647824264,-369.416720264,-369.404877264
MR_127568_1,-345.549078637,-345.58976563699997,-345.675289637,-345.558001637,-345.550022637
MR_428425_1,-393.252733068,-393.294764068,-393.402230068,-393.262338068,-393.253677068
MR_153795_2,-396.166349499,-396.208697499,-396.309160499,-396.176069499,-396.167293499
MR_143857_2_12_1_3_5_10,-639.672092316,-639.7257873159999,-639.824963316,-639.685669316,-639.673036316
MR_488779_0_52_5_3_5_12,-777.4930123830001,-777.554634383,-777.726362383,-777.510584383,-777.4939563830001
MR_694694_1_55_5_9_8_23,-933.380967564,-933.450534564,-933.711039564,-933.4014815639999,-933.381911564
MR_142128_2_1_1_5_2_10,-912.290739762,-912.363662762,-912.607881762,-912.312646762,-912.291683762
MR_58399_0_58_5_9_7_13,-812.8582208150001,-812.925754815,-813.117151815,-812.8774078150001,-812.8591648150001
MR_38039_0,-252.736610664,-252.78059866400002,-252.914947664,-252.746989664,-252.73755466400002
MR_533336_2_59_5_2_8_41,-931.794763809,-931.8577728089999,-932.041971809,-931.812398809,-931.795707809
MR_195998_0,-281.513291236,-281.550362236,-281.615993236,-281.520738236,-281.514235236
MR_76447_0_38_3_6_5_10,-565.544195082,-565.5949170819999,-565.717425082,-565.5570460819999,-565.545139082
MR_9670_0_23_8_24,-538.62090029,-538.66934629,-538.84391429,-538.63242529,-538.62184429
MR_260941_0,-458.91034140200003,-458.955178402,-459.049685402,-458.920935402,-458.91128540200003
MR_503486_0_55_5_6_8_33,-872.045713775,-872.109862775,-872.329083775,-872.063504775,-872.046657775
MR_3012_0_6_1_4_7_11,-853.671508032,-853.737316032,-853.914310032,-853.689830032,-853.672453032
MR_356330_1_62_6_1_8_50,-793.592940868,-793.650917868,-793.817374868,-793.607936868,-793.593885868
MR_254564_1_33_3_4_6_3,-912.502485008,-912.577545008,-912.836284008,-912.524884008,-912.503430008
MR_604157_0_36_3_2_3_3,-790.0677139960001,-790.1279579960001,-790.235721996,-790.083304996,-790.0686579960001
MR_82553_0_0_1_2_1_1,-1156.3059962500001,-1156.38332125,-1156.54124025,-1156.32874625,-1156.30694025
