smi,h,f,spe,zpe,u
COC(=O)ON(C(C)=O)C(C)=O,-664.5167053578,-664.5710213578,-664.6885423578,-664.5306943578,-664.5176493578
O=CC#CC1=COC=N1,-435.29252086391,-435.33488086391003,-435.37829986391,-435.30120486391,-435.29346486391
CC12OC3(C)C1=C23,-306.98003732944,-307.01864432943995,-307.08626832944,-306.98812332944,-306.98098132944
CC(=O)N(OOC(=CN1CO1)CC=O)C(C)=O,-910.2350176289499,-910.3030396289499,-910.46689462895,-910.25456762895,-910.2359616289499
CC(CN=O)C(=O)C(C)(O)CN1CN1,-703.11124881552,-703.16973981552,-703.36623581552,-703.12732281552,-703.11219381552
CC(C)C(=N)C=N,-305.7189756486,-305.7603776486,-305.8760606486,-305.7280076486,-305.7199206486
C=C(C1CCCON1)N(C=O)CC#CC1=COC=N1,-893.5227214444,-893.5875934444,-893.8128034444,-893.5408814443999,-893.5236654444
C=CC(OC1=CC=NO1)C(=C)CCN=CC,-726.1390431452301,-726.20164314523,-726.41935014523,-726.1563311452301,-726.1399881452301
CN=C(N)CN=C=N,-375.91349053527,-375.95924253527,-376.05306153527,-375.92370353526996,-375.91443453527
N=C(NO)NN=C=O,-447.73177451601,-447.77476851601,-447.82335551601,-447.74088651601,-447.73271851601
NN1C(C=NO)C1C(=O)ON=O,-675.36329606,-675.41693306,-675.49883306,-675.37672306,-675.36424006
C=CC(N)N,-228.37591353879,-228.41213053879,-228.49790953879,-228.38308253879,-228.37685853879
CC(C=N)C(N)=CN(C)C=O,-513.58751078749,-513.6410817874901,-513.80441378749,-513.60119078749,-513.58845478749
C=CCC(=O)OC=O,-419.53226842674,-419.57677142674,-419.64583742674,-419.54172742674,-419.53321242674
NOC(N)C1CCON1,-473.25989819496,-473.30423519496,-473.44235519496,-473.26997819496,-473.26084219496
COC(=O)CNC=O,-436.80254805131,-436.84742805131,-436.92960405131,-436.81238605131,-436.80349205131
CN=CNNN,-299.70106686817,-299.74001386817,-299.82956386817,-299.70923286817,-299.70201086817
OC(O)(O)C12CN(N1)N2OC1=NC=CN=C1,-846.1038788655201,-846.1582698655201,-846.30079986552,-846.1181048655201,-846.1048228655201
O=C(NC1=CC=NN1)OC=NOC1=NC=CC=N1,-901.3533938939,-901.4155098939001,-901.5541748939,-901.3693568939001,-901.3543378939
N=CO,-169.78877220021,-169.81785120021,-169.83877520021,-169.79340120020998,-169.78971620021
CC(=O)OC=C(C)C(=CC1CCCNO1)CC=O,-861.7007086050401,-861.77132360504,-862.02920860504,-861.7208326050401,-861.7016526050401
CN=C(C)CCN,-306.90246275686,-306.94697875686,-307.08316275686,-306.91261875686,-306.90340675686
CC(=O)C(=N)C(C)O,-400.82241728245003,-400.86695528245,-400.97191528245,-400.83256128245,-400.82336128245004
N=CC(=NN(C=O)C=O)NCO,-639.59361595853,-639.64595395853,-639.75674795853,-639.60666495853,-639.59455995853
CCN(ON(C)C=NC)C(O)CC1=CON=C1,-835.75075947166,-835.81698947166,-836.06037247166,-835.76982847166,-835.75170447166
C=CC(C)NO,-287.46973475928,-287.50944975928,-287.60786775928,-287.47814475928,-287.47067875928
CN(C=O)CC1=CN=CO1,-493.04539982094,-493.09211582094,-493.19749382094,-493.05576982094,-493.04634382094
C=C(CC(=O)NC(=O)OC)C(C)=COC=O,-819.21135712512,-819.27583512512,-819.45608012512,-819.2293401251201,-819.21230112512
C#CC(C)=C(NCC=O)NC1=CON=C1,-701.7321708832101,-701.79257788321,-701.94751488321,-701.74832988321,-701.7331148832101
CCCC1OCCCO1,-425.20540638186,-425.24998338186,-425.42266438186,-425.21559638186,-425.20635038186
C=CN(CC1=CNN=C1)N(C)CN,-587.02449181746,-587.08005381746,-587.27880681746,-587.03895281746,-587.02543581746
C=C(OC(N)=CC(C)=O)C(C)OC=O,-705.9185027704,-705.9781877703999,-706.1503177704,-705.9346197704,-705.9194467704
C=C(ON)C(NC(C)=N)ON=C(C)C,-683.25249667647,-683.31755067647,-683.52014667647,-683.27058067647,-683.25344067647
CC(C)=NC(=O)NN,-396.9922118167,-397.0380748167,-397.1434318167,-397.0028618167,-396.9931558167
CC(=O)N(C)OC(=O)NN,-547.36665483488,-547.41770083488,-547.52890683488,-547.37936883488,-547.36759883488
CNC(=NC(N)=O)C(=O)CO,-585.51586731483,-585.56808031483,-585.68525031483,-585.52915331483,-585.51681131483
NOCC=NO,-339.42270986097003,-339.46196986097,-339.52524786097,-339.43078786097,-339.42365486097003
O=C(O)CC1COCO1,-495.92665502983,-495.97105102983,-496.07225602983,-495.93608302983,-495.92759902983
CC(=O)N(C=O)C=CN,-454.97581274972003,-455.02164074972,-455.12034274972,-454.98651074972,-454.97675674972
C=C(N)C(C)(C)C,-290.85779931441,-290.89940131441,-291.04945631441,-290.86741531441,-290.85874331441
N=COCCC1C=CC=C1,-440.99894470051,-441.04509670051,-441.18669270051,-441.00928370050997,-440.99988870051
CCC(CC(=O)NC=O)(CC1=CC=NO1)ON,-854.5661414303801,-854.6283214303801,-854.84272143038,-854.58396043038,-854.5670854303801
CC(OC(=O)NC=O)=C(N)N,-585.5146229557499,-585.5654639557499,-585.68400995575,-585.52743895575,-585.5155669557499
C=CC(=N)C(CON1CCN1)CN(C)C(C)=O,-799.83847525758,-799.90580125758,-800.17387725758,-799.8579772575799,-799.83941925758
COCC(C)(C)N(O)OC1=CN=CO1,-723.0243011451,-723.0821581451,-723.2677651451,-723.0397631451001,-723.0252451451
O=C(NC=NCN1CCCCO1)OC1CNCN1,-891.1801407947199,-891.24591679472,-891.51357379472,-891.19821779472,-891.1810847947199
C=C(C)C,-157.01729442961,-157.05081042960998,-157.13116142961,-157.02352042961,-157.01823842961
CNC=O,-209.04176107837,-209.07548907837,-209.12170307837,-209.04767007837,-209.04270607837
C=C(NN)N(C=O)C(C)=O,-510.26160188336996,-510.31021488336995,-510.42421688337,-510.27345288337,-510.26254588336997
C=CO,-153.69105874980002,-153.72007074980002,-153.7520557498,-153.6956257498,-153.6920027498
CN(CC1=CC=CC=C1)N=CC(C)(C)O,-652.18382647157,-652.2436854715701,-652.48384447157,-652.19989647157,-652.18477047157
C=NON=C(COC(C)=O)N=N,-639.45284056869,-639.50823756869,-639.61172356869,-639.4667935686899,-639.4537845686899
C=NON(O)C(=N)O,-468.75154885991,-468.79429285991,-468.85143685991,-468.76098485990997,-468.75249285991
CNC(=N)CCC(N)N(C)N,-512.09236613411,-512.1454641341101,-512.35932513411,-512.10640313411,-512.09331013411
CC=NOCC(CC(=O)N(C)C)(NO)C(=O)NC,-912.22850931876,-912.30197231876,-912.56900031876,-912.25053331876,-912.22945331876
CNC(C)=CC=N,-305.71336498114,-305.75562398114,-305.87071698114,-305.72279298114,-305.71430998114
CC=C(C)N(C)C(=N)N,-400.30834574752004,-400.35717274752005,-400.51244274752,-400.32051974752005,-400.30928974752004
CC(=O)NCCOC#N,-454.9609579971,-455.0077759971,-455.1064239971,-454.97171499710004,-454.96190199710003
C=C(C)C(O)C(N)(CN=CN)CC1=CN=CC=N1,-816.97613848023,-817.04162548023,-817.30806448023,-816.99528248023,-816.97708348023
C=CC1(C)C(=C)N1O,-363.56782976288,-363.61060176288004,-363.71570576288,-363.57770776288004,-363.56877376288
CN=CNOC(=O)C(C=C=O)ON(C)C,-777.13455469742,-777.19684369742,-777.37144269742,-777.15196569742,-777.13549969742
NC=NC=CNN,-337.7985941059,-337.8386511059,-337.9340891059,-337.8070701059,-337.7995381059
CN=CN(C)N=CC(O)(CO)NN=C(C)C,-777.86888701684,-777.93633101684,-778.18388701684,-777.88867701684,-777.86983101684
CC(=NC1CC1)NCN1CCCNC1,-611.44158062153,-611.49917062153,-611.76218062153,-611.45706262153,-611.44252462153
O=COC(=O)NNC(C=O)CN=O,-734.6156209662599,-734.67117396626,-734.76973396626,-734.62966596626,-734.6165659662599
CN=CNCC(O)C(=NN(C)C=NC)C(C)CN,-836.52769392588,-836.59955892588,-836.91775292588,-836.54958192588,-836.52863892588
C=CC(=N)CNC=O,-379.75270116485996,-379.79634916486,-379.89214516486,-379.76217816485996,-379.75364516485996
N=CCN(C=N)C(N)=NC1=NC=CC=N1,-694.20160052608,-694.2580385260801,-694.42124152608,-694.2162205260801,-694.20254452608
C=NNOC=O,-338.28251496659,-338.31982296659,-338.36036596659,-338.28952396658997,-338.28345996659
C=CC(C)C(=N)CN,-344.96851123696,-345.01422423696005,-345.15573723696,-344.97915123696004,-344.96945523696
N=CC(=O)CN1CCN1,-434.97885766833997,-435.02351866834,-435.13674866834,-434.98874366833996,-434.97980266833997
C=C(C)C(NC(C)=N)C(N)=NC1=CN=CO1,-738.4636867041801,-738.52648170418,-738.73495470418,-738.4810667041801,-738.4646307041801
COC(=O)C=CC=CNOC(=O)N(C)C,-761.18478716725,-761.25116816725,-761.43596316725,-761.20285016725,-761.18573116725
CNCC#CNC(C)=NO,-474.2123336797,-474.2662156797,-474.3987866797,-474.2257596797,-474.21327867969995
C=C(C)C(NOC1CCNCO1)NC(=O)NC=O,-911.09429364191,-911.16216364191,-911.41445264191,-911.1134076419099,-911.09523864191
C=NONC(N)=O,-393.59834939416004,-393.63841239416,-393.69388339416,-393.60673539416,-393.59929339416004
N=C(O)CN=CN,-357.76623685437,-357.80621585437,-357.88943785437,-357.77453385436996,-357.76718185437
O=C1C(=O)N1C1CCNNC1,-548.28382546157,-548.3307664615701,-548.45496546157,-548.29439946157,-548.28476946157
CCC(=N)C(CC1CNCOC1)=NON=C(C)C,-839.10587991431,-839.17626291431,-839.47042191431,-839.12654191431,-839.10682391431
CN=CNOC(=O)C(=O)C=CON(C)C,-777.15204162317,-777.21608162317,-777.38911662317,-777.16953162317,-777.15298562317
C#CN(C)OC,-286.22395881943,-286.26378681943,-286.33658781943,-286.23238581943,-286.22490281943
C=C(NCC=NC)C(N)N(C)C,-534.0855717275999,-534.1434537276,-534.3671687276,-534.1011977275999,-534.0865157275999
NN=CC1CNCCN1,-416.31355441895,-416.35732041895,-416.50909541895,-416.32340441894996,-416.31449841895
C=C(C)C(N)C(=N)N,-361.04705461862005,-361.09135761862,-361.22287961862,-361.05735061862003,-361.04799961862005
N=C=CC1=CN=CN=C1,-395.5637396857,-395.6045856857,-395.6742046857,-395.5720306857,-395.5646836857
CNNCC(=O)C(C)N(C)NC=N,-625.3178890310601,-625.37778603106,-625.59415203106,-625.33425503106,-625.3188330310601
COOCCC(=O)C(=N)CN,-570.48825824752,-570.54203924752,-570.69149924752,-570.5019612475201,-570.48920224752
CC=NOC=CONN(C)C,-550.5376057273801,-550.59391272738,-550.75074672738,-550.5519757273801,-550.5385497273801
O=NO,-205.63124653117,-205.65945653117,-205.65550753117,-205.63544153117,-205.63219053117
CC(=O)N(C=O)OCC(=O)NNN=C(C)N,-848.5901781902099,-848.65294519021,-848.83530419021,-848.60809419021,-848.59112219021
C=C(N)CNC(C)=O,-380.95884131692,-381.00359531692,-381.12213431692,-380.96908231692,-380.95978531692
CCC(=O)C(=O)CC(=O)N(C)C,-592.64327814714,-592.7020621471399,-592.86436914714,-592.65849814714,-592.64422214714
CC(=O)NCC(C)(C)N,-421.41784966573,-421.46721466573,-421.63427566573,-421.42997766573,-421.41879466573
C=C(C(C)OC(=N)N)C(C)(N)CC1=CN=CO1,-798.78875519415,-798.8500101941501,-799.10187319415,-798.80662419415,-798.78969919415
CN=NN=CC(C)=O,-395.73368542186,-395.77787042186,-395.85799742186,-395.74343642186,-395.73462942185995
C=C=CN(C(=O)NC=O)C(CC(C)=NO)=C(C)C,-856.68517753916,-856.75500353916,-856.98798253916,-856.7063585391601,-856.68612153916
CC=NN=CCC,-305.69565365081,-305.73981965081003,-305.85118165081,-305.70524065081,-305.69659765081
O=CO,-189.67485195943001,-189.70304095943,-189.71265495943,-189.67896195943,-189.67579595943002
C=C=C(N)CC(C)=O,-363.65912021704,-363.70411721704,-363.80878321704,-363.66935121704,-363.66006421704
CCC(=NC1=CON=C1)C(C)C=NN(C=O)C=O,-871.55790171321,-871.62480471321,-871.82671071321,-871.57669671321,-871.55884571321
CCC(CCNNC=O)OC(=O)NC=O,-778.4910857332201,-778.5529147332201,-778.75622873322,-778.5081907332201,-778.4920297332201
NN(C=O)CO,-339.52671533319,-339.56510633319,-339.63109033319,-339.53441633319,-339.52765933319
C=CC(CNC=O)=C(N)C(C)=N,-551.66261392176,-551.71650692176,-551.88613492176,-551.67674192176,-551.66355792176
CN(OC1CCON1)C(=O)NCC=N,-719.21398633253,-719.2725023325299,-719.46071133253,-719.22929633253,-719.21493033253
C=C(CC(=O)OC(C)=O)C(C=CN)=NN=C=O,-852.24104161571,-852.30786461571,-852.46725661571,-852.26005961571,-852.24198561571
N=C(CC(N)=O)C(=CO)COO,-644.54157446057,-644.59376746057,-644.72781046057,-644.55491346057,-644.54251846057
O=CC(=O)CC1=CN=CN=C1,-529.9346867751,-529.9818197751,-530.0686717751,-529.9451347751,-529.9356307751
C=C(N)C=C(N)NNC(C)=O,-529.6311485919,-529.6840025918999,-529.8366775919,-529.6445545918999,-529.6320925919
CC=CC(CN1C=CN=C1)C(=O)CC1=NC=CC=N1,-836.6550180312901,-836.72041103129,-836.95830803129,-836.67325003129,-836.6559620312901
CC(C)=NOC=CC=C(NNC1=NC=CN1)C(C)C,-856.1495916551701,-856.2247036551701,-856.50893665517,-856.1715176551701,-856.1505356551701
CC(=N)C(C)=C(C)N,-344.98893854942,-345.03432354942004,-345.17502454942,-344.99982954942004,-344.98988354942003
CC(=N)N,-189.14912137272,-189.18221637272,-189.24086337272,-189.15511937272,-189.15006537272
C=NOC(N)C(=C)NCC(C)=NO,-643.9861380993599,-644.0437300993599,-644.22490509936,-644.0017040993599,-643.9870820993599
C=CC(C)C(=N)CO,-364.85608463101005,-364.90117563101,-365.03010663101,-364.86637763101004,-364.85702863101005
CN=CNN=CN,-337.81100752745004,-337.85266652745,-337.94461752745,-337.82021352745,-337.81195152745005
C=CC(=C)O,-231.01925984961002,-231.05379884961002,-231.11547884961,-231.02567484961003,-231.02020384961003
C=COC(CC(C)=O)(OC(=O)N(C)C)C(=C)O,-859.6228304048,-859.6905704047999,-859.9187174048,-859.6428904047999,-859.6237744048
CC=NONC(C)C(CN)=NN(C)C=O,-738.55121699543,-738.61431099543,-738.83755899543,-738.56948899543,-738.55216099543
CC=C(CNC=O)C(=N)C(C)=N,-551.66152255483,-551.71674455483,-551.88430755483,-551.67588655483,-551.66246655483
CC(=O)OC=C(O)CN(C(=O)O)C1CCNN1,-891.7528616844801,-891.81759868448,-892.03097668448,-891.77081868448,-891.7538056844801
NC(O)CNC=O,-378.82731107533004,-378.86758207533,-378.96215807533,-378.83579807533005,-378.82825607533005
CC(=O)ONC(=CC1=NC=CC=N1)C(O)=CC(C)C,-894.8049809457,-894.8770619457,-895.1160899457,-894.8252539457,-894.8059249457
CC(=N)OC(O)(O)C(=O)OOC1=CON=C1,-907.0022203252,-907.0635803252001,-907.1834983252,-907.0189073252001,-907.0031643252
CC(=O)NCC(=O)NC(=O)NC(C)=O,-738.12692639215,-738.18834739215,-738.33762439215,-738.14315239215,-738.12787039215
CC(=O)OC(=O)CNO,-511.94658217502996,-511.99464317503,-512.07786717503,-511.95767717502997,-511.94752617502996
CN(C)N=CC(C)(C)O,-421.34259449766,-421.39068149765995,-421.55657949766,-421.35467549765997,-421.34353949766
C=NCC(N)(CN)ON(C=O)C(C)=O,-719.2680938333,-719.3259648333,-719.5129288333,-719.2842068333,-719.2690378333
CCN(C)OC=N,-342.79049427623,-342.83188827622996,-342.94616227623,-342.79964327623,-342.79143827623
OOC1=NC=CC=N1,-414.44602137993996,-414.48370437994,-414.53760637994,-414.45321537994,-414.44696637993997
CCN(CC=NO)C(C(=N)O)C1NCN1,-738.58012517437,-738.64016617437,-738.86938417437,-738.59694317437,-738.58106917437
NOCC1=CC=NO1,-415.59596657924,-415.63725357924,-415.71177657924,-415.60437857924,-415.59691057924
NN=CN(C=O)C=O,-431.74292004897,-431.78510704897,-431.84605804897,-431.75203904897,-431.74386404897
C#CC(N)N(C)C,-305.6597359863,-305.7013459863,-305.8161069863,-305.6691829863,-305.6606799863
C#CC(=O)C(C)(C)OC,-422.77646171463,-422.82363771463,-422.94222871463,-422.78803171463,-422.77740571463
C=NN(C)COC=O,-416.84122594854,-416.88445494854,-416.97936094854,-416.85079794854,-416.84216994854
C=CC(=C)CC(N)=O,-363.70295648461996,-363.74622348462,-363.85381448462,-363.71256848461996,-363.70390048461996
O=CC=CNOC1=CC=NN1,-547.07976606795,-547.12830506795,-547.22503406795,-547.09088006795,-547.08071006795
C=CNC,-173.058902678,-173.092365678,-173.162067678,-173.065093678,-173.059846678
C=C(C=CC(CC)=NNC=O)NC1=CC=NC=N1,-814.59751536865,-814.66217336865,-814.88159336865,-814.61574436865,-814.59846036865
O=C(CC1=CN=CN=C1)NCC1=CC=CC=C1,-742.11757100028,-742.17868400028,-742.37495800028,-742.13289600028,-742.11851600028
CC(CN(C(=O)NC1CCCC1)C(C)N)=NO,-801.1423260445699,-801.20796204457,-801.50403304457,-801.16158104457,-801.1432700445699
C=CC=C=N,-209.92826289187,-209.96270589187,-210.01251189187,-209.93463389187,-209.92920689187
C=C(C)C(NC(=O)OC)C(=N)NN1CN1,-737.41956648213,-737.48189048213,-737.68421648213,-737.4367894821299,-737.42051048213
N=CN(C=CC1CCNO1)CN=C=O,-680.9362842310301,-680.9933712310301,-681.16108023103,-680.9509092310301,-680.9372282310301
CC(CNC=O)(NO)C(=O)NCN=N,-735.31890511083,-735.37643111083,-735.55380911083,-735.33439411083,-735.31984911083
CN(C=O)NNC(=O)CCC#N,-603.64390999383,-603.69882099383,-603.83149699383,-603.65784999383,-603.64485499383
NC=C(N)C1CCOOC1,-495.29735231723004,-495.34323431723,-495.49715431723,-495.30825031723003,-495.29829631723004
C=C1C=C(N)C(N)=CC1,-381.8765698757,-381.9186798757,-382.0471368757,-381.8860488757,-381.8775138757
COCC=N,-248.25229361945,-248.28857661945,-248.36112961945,-248.25926461945,-248.25323861945
CCC(C)N(O)O,-363.83779460565,-363.88015060565004,-364.00435060565,-363.84747760565,-363.83873860565
CCC=CN(C)C(C)=O,-404.15073810678996,-404.19924010679,-404.35471310679,-404.16255910678996,-404.15168210678996
CC(=O)OC(=O)CCOC(C)(N)CN=C=O,-836.48290113949,-836.54653613949,-836.73973513949,-836.50116713949,-836.48384513949
CC=NOCC1(C)CCNC1(C)CC(=O)NC,-785.05433977518,-785.1194747751799,-785.42642477518,-785.07398277518,-785.05528377518
NN(C=CC1C=CC=C1)NC1C=CC=C1,-629.81044630937,-629.86796330937,-630.07567630937,-629.82515230937,-629.81139030937
CC(=NO)OC=O,-397.46802702816,-397.50904902816,-397.56359802816,-397.47659102816,-397.46897202816
NC(=CC1=CNN=C1)NN1CCN1,-601.86220790214,-601.91437790214,-602.08158190214,-601.87513090214,-601.86315190214
C=NC=CN1CCCN1,-399.05710654034,-399.10090154034,-399.23900354034,-399.06685654034,-399.05805054034
COOC(C=C(O)OC(C)=NO)N=N,-774.9287385098701,-774.99161750987,-775.13408250987,-774.9455765098701,-774.9296825098701
O=CC#CC1=CN=CN1,-415.42710600038004,-415.46955300038,-415.52590800038,-415.43593800038,-415.42805000038004
N=CCC(N)C(=O)O,-416.90002689514,-416.94267389514,-417.04005289514,-416.90943989514,-416.90097089514
CN=C(N(C=O)OC(=O)OC(C)=O)C(N)(N)N,-923.84055771862,-923.9078847186199,-924.09073271862,-923.8601487186199,-923.84150171862
C=C(CC(=N)N)C(C)C,-384.25392040536997,-384.30151140537,-384.47050640537,-384.26550440537,-384.25486440537
COC(NN1C=CN=C1)C(C#N)C(O)(O)O,-831.3918448721199,-831.45220987212,-831.62652387212,-831.4085858721199,-831.3927888721199
C=CCOC=O,-306.23861548831,-306.27671748831,-306.34115248831,-306.24595948831,-306.23955948831
CC1C(C(N)OC=NO)C1N(C)C=O,-703.18865003542,-703.24875703542,-703.44611003542,-703.20531603542,-703.18959403542
C=C(C(=O)OC(=O)OC=O)C(CNC=O)C(=O)O,-1004.4256936454,-1004.4932776454,-1004.6344036454,-1004.4444366454,-1004.4266376454
C=NOOC(C=O)N=N,-506.73764474124,-506.78457274124,-506.84172174124,-506.74823174124003,-506.73858874124
CC(C)(C)OCC(C=O)NC1=CON=C1,-725.21824057348,-725.27984457348,-725.49241257348,-725.23498757348,-725.21918457348
CC(=O)C=C(CC(=N)NC(=N)N)C(C)C,-685.53103926082,-685.59524426082,-685.83134226082,-685.5491672608199,-685.53198326082
CC(C=CN=CN)C(=N)CNNC=O,-662.26462138385,-662.32445938385,-662.52435738385,-662.28122638385,-662.26556538385
C=C(C=CC)C(=NC1=CN=CO1)NN(C=O)C=O,-870.3973970593299,-870.46376305933,-870.64256905933,-870.4159480593299,-870.3983410593299
CC#CNC1=CON=C1,-416.54291065251,-416.58527765251,-416.66355465251,-416.55191165251,-416.54385565251
C=NC(C)C(=CON(C)C)CN=C(C)C,-670.5210395906701,-670.58915059067,-670.85300559067,-670.5405315906701,-670.5219845906701
C#CC(CC(=O)O)(CC(=O)OC(C)=O)C(=O)OC,-952.37909073046,-952.4454497304599,-952.62204173046,-952.39883673046,-952.38003473046
CNC(=O)NN(CC(C)=O)NC=NO,-735.2964316724899,-735.35841167249,-735.52957567249,-735.31351067249,-735.2973756724899
CN(C)N(C)N,-284.81532362781996,-284.85436662781996,-284.97739862782,-284.82384662782,-284.81626762781997
CN(C)C(=N)C=CCC1NN1,-493.61745305475,-493.66855705475,-493.84740805475,-493.63029005475,-493.61839705475
CC(C)C(N)C(=N)ON,-437.38805416916,-437.43638116916003,-437.59320016916,-437.40008316916004,-437.38899816916
CC(O)NC=N,-303.60118345991,-303.63975445990997,-303.72879345991,-303.60915845990996,-303.60212745991
N=C(N)NC1CNCO1,-452.31177331984,-452.35546831984,-452.48417931984,-452.32142431984,-452.31271731984
C=CC(N)=C(C)CN,-344.97048630456,-345.01500730456,-345.15809530456,-344.98100330456,-344.97143030456
CC(C)=NCC(C)(CC1=CC=NC=N1)C(N)=O,-761.71418904429,-761.77718804429,-762.02750604429,-761.73226204429,-761.71513304429
CN(C=N)N=C1ON1CC1CNCN1,-678.19899264538,-678.25463864538,-678.44628164538,-678.2137946453801,-678.19993664538
CN=CN(C)N=CCC(=O)NN=C(C)C,-701.49892963739,-701.56384863739,-701.78545163739,-701.51707863739,-701.49987363739
CC=NON=C(C=O)CCON(C)C=O,-777.11031243542,-777.17285143542,-777.34628543542,-777.12775943542,-777.1112564354199
CC#CN,-171.84518141704,-171.87774041704,-171.92423241704,-171.85123041704,-171.84612541704
CCC(=O)NN,-303.59889175089,-303.63942075089,-303.72711375089,-303.60739875089,-303.59983575089
CC(=O)CN(C)C#N,-379.74214887582,-379.78738187582,-379.88059187582,-379.75240087582,-379.74309387582
C=C(CC(C)=NO)OCC(C)=NO,-647.8246839106899,-647.8838979106899,-648.06220391069,-647.84047191069,-647.82562791069
C=NC=C(C)N=CN(C(C)=O)C(C)=O,-664.95485801039,-665.0146430103899,-665.18640601039,-664.97116401039,-664.95580301039
CC=NOC(C=NN(C=O)C=O)C(O)CC,-816.44283452327,-816.51009752327,-816.70854052327,-816.46206452327,-816.44377852327
