smi,h,f,spe,zpe,u
COC(=O)CC(C(=O)CN)N(N)CN1C=CN=C1,-890.446231514,-890.513467514,-890.754992514,-890.465604514,-890.447175514
C=NOCC=CNN=O,-471.063671747,-471.11024374699997,-471.194529747,-471.074203747,-471.064615747
C=CC(=CO)OC1COCOC1,-612.732076817,-612.782431817,-612.942872817,-612.744458817,-612.733021817
C=NOC=CC(=O)NN1COC1,-623.683456191,-623.735889191,-623.857138191,-623.6962261909999,-623.684400191
CC=NOC=C(C)N(O)OC1CNCO1,-778.620234767,-778.683784767,-778.881545767,-778.637317767,-778.6211797670001
C=C(COO)CN1CCCCO1,-593.9299570119999,-593.980201012,-594.175403012,-593.942560012,-593.9309020119999
CC(=N)C=C(C)N(N)OC1CNCO1,-683.588891306,-683.648071306,-683.859746306,-683.604815306,-683.589835306
CN=C(C)OC(NC(C)=N)C1CC1C,-631.6855441920001,-631.749331192,-631.990544192,-631.703296192,-631.6864891920001
N,-56.5262805865,-56.5491635865,-56.5643155865,-56.5300975865,-56.5272255865
CC(=N)C1(CC(N)=O)C(CC(C)=NO)N1C,-761.0292813230001,-761.093437323,-761.334321323,-761.0481973230001,-761.0302263230001
CC=C(N)NN(C=O)C(C)=O,-549.776614574,-549.829506574,-549.968033574,-549.790163574,-549.777558574
COC(=O)N1C(=O)CC(=N)N1C1CNCNC1,-851.162337914,-851.2235529139999,-851.441968914,-851.179254914,-851.163281914
N#CCC1=C=C=C(CC(=O)O)O1,-587.9680933750001,-588.0201553750001,-588.095005375,-587.980291375,-587.9690373750001
C=C(N)C=C(N)N,-321.948461477,-321.988506477,-322.095014477,-321.957159477,-321.949405477
C#CC(C)(CON=C(C)C)C(=O)OCNC=O,-838.871622723,-838.940598723,-839.156701723,-838.8916307229999,-838.872566723
N=C(C=NN=CN)C(O)O,-526.514888184,-526.563901184,-526.665744184,-526.526682184,-526.515833184
CNCC1=CN=CO1,-379.92445947600004,-379.96584247600003,-380.065160476,-379.93297347600003,-379.92540347600004
CN(C)C(=O)NC=NC(=O)OC1OO1,-774.2007637989999,-774.2588427989999,-774.385676799,-774.216097799,-774.2017077989999
CC(NOC1CNN1)=C(C=N)NC1=CC=NN1,-810.04868404,-810.11092604,-810.32794404,-810.06605204,-810.04962804
CNC(ON1C=CN=C1)C(C)NO,-644.3004143830001,-644.355644383,-644.541204383,-644.315025383,-644.301358383
C=CC(=C)OC1COCOC1,-537.506859174,-537.554690174,-537.711563174,-537.518222174,-537.5078041740001
NC(=O)C=COCC1COCN1,-608.9484943650001,-609.002880365,-609.161408365,-608.9618253650001,-608.9494383650001
CN=C(C)C(C)=C(C)N,-384.455788802,-384.505196802,-384.670633802,-384.468418802,-384.456732802
CNC(=O)C=C(C)N,-381.16339661800004,-381.206299618,-381.325214618,-381.17309661800005,-381.16434061800004
CC(=O)N(C=O)OC1CO1,-550.208507008,-550.255680008,-550.344656008,-550.219472008,-550.209451008
N=C(O)N(C=CN(C=O)C=O)CC1CCOO1,-890.848624599,-890.913015599,-891.100234599,-890.866328599,-890.849569599
N=CCNN(N)N,-355.14777186799995,-355.18970786799997,-355.293587868,-355.156873868,-355.14871586799995
CN(C)C=C(N)C(O)O,-457.522553881,-457.56978388100003,-457.714557881,-457.53402788100004,-457.523497881
CC(N)=CC(=N)N,-321.973438863,-322.015002863,-322.119066863,-321.982726863,-321.974382863
CC(=O)NC(=O)ON,-453.015065567,-453.059008567,-453.130143567,-453.024813567,-453.016009567
CNC(CCC(=O)CO)=NC(N)=O,-664.3498315229999,-664.405288523,-664.579511523,-664.364632523,-664.3507765229999
NNC1(CC=NO)NC1C1=CC=NC=N1,-715.4777180750001,-715.534167075,-715.708961075,-715.4927230750001,-715.4786620750001
CN(C=O)NC(=N)C=CC1CCCCC1,-669.785371394,-669.846872394,-670.099678394,-669.8019123939999,-669.786315394
CN=NC(C)(CN=C(C)N)ON=C(C)N,-719.0568877029999,-719.121447703,-719.353875703,-719.075694703,-719.0578327029999
C=NC(C=O)=CC1=NC=CO1,-530.118483536,-530.165413536,-530.251186536,-530.1291775359999,-530.119427536
CNC(=O)NC(=O)C(O)CCC1=CC=NC=N1,-834.0118717510001,-834.073949751,-834.279986751,-834.0288017510001,-834.0128157510001
CCC(N)=CN(C)N,-362.383938531,-362.429228531,-362.583059531,-362.394731531,-362.384883531
CC(=O)C(C)=CO,-345.668694324,-345.710068324,-345.800336324,-345.677785324,-345.669638324
CC=NN=CC(C)C(CC)=NC(C)=O,-630.478417066,-630.5399930660001,-630.758355066,-630.495800066,-630.479362066
CC=NC,-173.16835659999998,-173.2018196,-173.2704766,-173.1746056,-173.16930159999998
C=NOC=CC,-286.41941226399996,-286.458981264,-286.532539264,-286.427487264,-286.42035626399996
C=C(N)N(C)C(N)=O,-397.207040896,-397.24992489600004,-397.358856896,-397.21678289600004,-397.207984896
CN(C)C(=O)NC(N)=NCN=N,-601.290798923,-601.347006923,-601.502709923,-601.305337923,-601.291742923
CC(=N)CC1(C)NO1,-381.051636536,-381.095561536,-381.213123536,-381.061499536,-381.052580536
C=C(CC=O)C(=N)C=CNC1OCCCO1,-763.678874481,-763.740556481,-763.961923481,-763.695339481,-763.679818481
CCC=C(O)C(C)=N,-365.05418862,-365.10034062,-365.22812662,-365.06494562,-365.05513262
CN=NNC(C)=C(N)N,-432.568650838,-432.61623483799997,-432.748792838,-432.58034683799997,-432.569594838
CC(=O)OCC=O,-381.62903066,-381.67137566,-381.73633766,-381.63784466,-381.62997466
N=NC(C=C(O)OC(N)=O)C1COCN1,-793.638702493,-793.6993774929999,-793.867596493,-793.6547114929999,-793.639647493
CNC(=O)CC(=O)C(=CC1=CN=CN1)NC=O,-832.7874459,-832.8525189,-833.0305489,-832.8049079,-832.7883909
C=C(CC1CCOO1)OC(CC1=CC=NN=C1)NN,-912.3232520939999,-912.388782094,-912.648523094,-912.342060094,-912.324196094
CNON,-226.255630429,-226.289174429,-226.346456429,-226.261823429,-226.256575429
NNN,-167.13390974,-167.16376074,-167.20946174,-167.13881374,-167.13485373999998
CC(C)(CC1CNCCN1)N=C1OC1CC1CNNC1,-898.2533973110001,-898.323830311,-898.694601311,-898.274312311,-898.2543413110001
CC(=O)C(=CC1=NOC=C1)OC1=CN=CN=C1,-814.243259719,-814.3038827190001,-814.448077719,-814.258835719,-814.244203719
C=CC,-117.825492405,-117.85551840500001,-117.910022405,-117.83051240500001,-117.82643640500001
NCC1=NC=CN1,-320.77819171600004,-320.81574271600005,-320.902116716,-320.785479716,-320.77913571600004
NC(=O)OC1=CNN=C1,-470.05025227199997,-470.091345272,-470.161466272,-470.05856127199996,-470.05119627199997
O=COC(=O)NNC(=O)CCN=O,-734.946240181,-735.0017031809999,-735.101468181,-734.960131181,-734.947184181
CC=NOCNC(C)=CC=NC1=CON=C1,-758.575956575,-758.639757575,-758.833103575,-758.593252575,-758.576900575
CON=C(C)CC(N)=NNC=N,-585.1614064080001,-585.2177694080001,-585.383405408,-585.1764404080001,-585.1623514080001
CN=CN(C)NC(=NC(=O)OC1=NOC=C1)OC,-925.136603173,-925.205812173,-925.393587173,-925.156107173,-925.137547173
N=CNC(=NO)NC=CC1NCCO1,-698.489973007,-698.546070007,-698.727456007,-698.504796007,-698.490917007
CNC(=N)OC(O)C(=CN(C)C)NC1=CC=NN=C1,-908.617862164,-908.687627164,-908.943110164,-908.638310164,-908.618806164
CC=C(NC(C)=N)OC(=N)N,-529.905962922,-529.959613922,-530.110602922,-529.919678922,-529.906906922
N=C1C=C1C1=NOC=C1,-415.51824634499997,-415.559105345,-415.615477345,-415.526449345,-415.51919034499997
NC(N)COC(=O)O,-454.236939037,-454.280122037,-454.377731037,-454.246507037,-454.237883037
CC(CN)C(NN=N)C(=N)ON,-602.372542374,-602.4278573739999,-602.608366374,-602.3871963739999,-602.373486374
C=NOONC(=O)C(C)(O)CON=CC,-814.5190717739999,-814.583138774,-814.752533774,-814.537021774,-814.5200167739999
CC=C=NC(C)=O,-324.571855936,-324.614992936,-324.691213936,-324.581201936,-324.572799936
C=C(N)OC1CNN1,-397.101743048,-397.143847048,-397.253958048,-397.110877048,-397.102687048
C=CC(=C)C(CCN=CC)OC1=CC=NO1,-726.495836082,-726.559158082,-726.776512082,-726.513047082,-726.496780082
O=CCCC(=O)NC1CCOCO1,-668.147851118,-668.201861118,-668.377621118,-668.161291118,-668.148795118
COCN=CNC(=O)OC1CCON1,-739.481692637,-739.5402206370001,-739.717022637,-739.496886637,-739.482637637
COCC(NC(N)=O)OC1CNN1,-681.5007373560001,-681.556315356,-681.743226356,-681.5154093560001,-681.5016813560001
CN(OC1=COC=N1)C(N)=CC1=CC=CN=N1,-811.560573267,-811.619628267,-811.789890267,-811.576193267,-811.561517267
CC(=O)N(CNCC1CCCNO1)C(C)=O,-782.1413166,-782.2032616,-782.4606666,-782.1585696,-782.1422606
CN(C)CN=C(O)O,-418.26592888,-418.30845788,-418.42881488,-418.27545588,-418.26687388
C=C(C)ON,-248.33704004900002,-248.37357204900002,-248.445317049,-248.344284049,-248.337984049
C=C(CO)C(C)=N,-325.758178751,-325.799219751,-325.902721751,-325.767111751,-325.759122751
N=NN(CN1CCNC1)NC1=CC=CN=N1,-750.900538669,-750.958420669,-751.161829669,-750.915749669,-750.901483669
CC=NCC(C)=NO,-381.062748633,-381.109348633,-381.224150633,-381.073439633,-381.063692633
C=CCCN=O,-286.405732759,-286.444661759,-286.518908759,-286.413547759,-286.406676759
CC(=O)OCC(C)(C=CC(=O)OC=O)CC=O,-878.750882384,-878.820520384,-879.011322384,-878.770595384,-878.751827384
CNCC12NC1NCC2C#N,-492.724616827,-492.771895827,-492.932333827,-492.736024827,-492.725560827
CC(C#N)C(NN=O)OCC1=CC=NN=C1,-773.454077662,-773.514995662,-773.677031662,-773.470294662,-773.455021662
C=NCC(CC1=NC=CN1)N(C)CC1=COC=N1,-816.171673989,-816.235032989,-816.480682989,-816.189255989,-816.1726189890001
C=C(C)C(=N)C=CN,-343.96555522999995,-344.00955423,-344.12848123,-343.97569123,-343.96649922999995
CC(=O)C(CN=CN)CC(=O)OC=O,-722.314827889,-722.375276889,-722.535904889,-722.331064889,-722.315771889
N#CCC(=NNN)OC1=CN=CC=N1,-675.0271498860001,-675.0832528860001,-675.204210886,-675.040947886,-675.0280948860001
C=C=CC(NC1CCOOC1)=C(C=C)NC1CNCNC1,-954.939589932,-955.011042932,-955.349213932,-954.961092932,-954.940533932
CONC(=NC(C)=N)OC(=O)NC=O,-754.358833158,-754.417144158,-754.556076158,-754.374625158,-754.359777158
C=CC(CC=CC(=O)OC)=NO,-591.648657785,-591.704152785,-591.846181785,-591.662719785,-591.649601785
O=CCO,-229.00014493999998,-229.03243794,-229.06628894,-229.00567094,-229.00108894
CC(=O)N(C#CN(C=N)CC1C=CC=C1)C=O,-779.4713547160001,-779.536744716,-779.723309716,-779.489302716,-779.4722987160001
C=C(C)C(O)(O)CN,-402.19716592,-402.24086791999997,-402.37119592,-402.20751492,-402.19810992
CN=CNNNC(=O)N=C(C)CC(C)=O,-737.81440677,-737.8780047700001,-738.07749677,-737.8323487700001,-737.81535177
NC(=O)ON1N2CC1(CC1OCCO1)N2,-793.5011029919999,-793.5559369919999,-793.729065992,-793.515388992,-793.5020479919999
CC(COC1CNCO1)C(=N)C=CC1CCONC1,-898.726556214,-898.794919214,-899.113030214,-898.746347214,-898.727500214
N#CCNC(=N)C=NOO,-525.2117698669999,-525.261380867,-525.337515867,-525.223500867,-525.2127138669999
CC(=N)C=NC(O)=CNC=O,-548.588542155,-548.640242155,-548.756920155,-548.6013211549999,-548.589486155
CC(=O)CN(N)N,-359.030505561,-359.072256561,-359.175444561,-359.039715561,-359.031449561
COC(C)(O)O,-344.718587422,-344.758010422,-344.843541422,-344.727115422,-344.719531422
CC(=NN=C=O)OC(=CN)CNC=O,-717.240057799,-717.300362799,-717.438784799,-717.256092799,-717.2410027990001
O=CNON1CCCCN1,-511.58226930300003,-511.62828230300005,-511.769346303,-511.59304830300005,-511.58321330300004
O=CCC=NO,-322.38271880499997,-322.421539805,-322.472497805,-322.390347805,-322.383662805
CCC(=NN(C=O)C=O)C(C(=O)NC(C)=O)N(C)C#N,-1002.5984389500001,-1002.6714589500001,-1002.89140195,-1002.6207609500001,-1002.5993829500001
COCN=N,-264.39376059200004,-264.429279592,-264.490290592,-264.400436592,-264.394704592
C=NOC=C(C=N)CC1NN1,-528.5549119350001,-528.6052449350001,-528.735307935,-528.5671129350001,-528.5558569350001
N=C(C=CC1CCNO1)NCN=C=O,-681.259595454,-681.317714454,-681.484780454,-681.274252454,-681.260539454
CC=NOC=CC(C)=CC=NC,-535.785768608,-535.843441608,-536.017304608,-535.801016608,-535.786713608
NC(=O)OC(=O)C1C(C2COCN2)N1N,-793.647521486,-793.706940486,-793.877957486,-793.663074486,-793.648465486
CC(=O)OC(=O)CC(=NN)C(=O)CC(N)=O,-851.704520424,-851.766364424,-851.926320424,-851.7218644239999,-851.705465424
N#CCONC=O,-376.52891537299996,-376.569375373,-376.613672373,-376.537140373,-376.52985937299997
C=C(C)C(=C)C,-234.482049619,-234.520325619,-234.631761619,-234.490010619,-234.482993619
C=CC(CC(=O)CN=CN)OC1CCOCN1,-820.2178587699999,-820.28172377,-820.54339677,-820.23593477,-820.2188037699999
CC(O)CC=O,-307.578685678,-307.61682567800005,-307.704462678,-307.586490678,-307.579629678
CC(=O)NC(=O)CN=NC(C)C(C)(C)O,-742.871190997,-742.934239997,-743.156402997,-742.889142997,-742.872135997
CN(C)C(=N)C=CN,-361.22279115,-361.26758315,-361.39831015,-361.23338515,-361.22373615
C=CC(=CC1=CON=C1)CC(C)=CN1CCCOC1,-843.1553804490001,-843.2227324490001,-843.504362449,-843.174407449,-843.1563244490001
C#CCN=CC,-249.293574089,-249.332218089,-249.407182089,-249.301578089,-249.294518089
CN=C(N)NC(N)=NNC1COCCO1,-755.067752959,-755.1285509590001,-755.345926959,-755.0843959590001,-755.068697959
CN=CN(C)C=NN,-377.238781565,-377.28360056500003,-377.402034565,-377.249257565,-377.239725565
O=C=NOC(=O)NC=NCC(=O)NC=O,-827.2303867830001,-827.2915867830001,-827.386293783,-827.246206783,-827.2313307830001
C=C=NC(=O)OC=O,-434.552601266,-434.59489326600004,-434.629528266,-434.56144226600003,-434.553545266
C=CCN1CO1,-286.39046834699997,-286.427979347,-286.504336347,-286.397709347,-286.39141334699997
CN=CNCC(CC1CCONC1)OON=O,-873.204432534,-873.2681745340001,-873.514763534,-873.2228715340001,-873.205376534
CC(C(N)N)C(C)N(O)OCC1NCN1,-741.2779171459999,-741.339881146,-741.614440146,-741.295364146,-741.2788611459999
CC(=O)N(C=O)OCN(C=O)NN=C(C)N,-848.961796295,-849.025733295,-849.206655295,-848.979865295,-848.962741295
CC(C)=NOCC(C)O,-441.442695349,-441.491439349,-441.644900349,-441.454652349,-441.443639349
CC(=O)NNC(C=O)=CC(=O)NN1CCCCO1,-910.259383676,-910.327717676,-910.552816676,-910.278736676,-910.260327676
CCC(=N)CC=N,-305.88234719499997,-305.925271195,-306.039450195,-305.891566195,-305.88329119499997
CC(=O)N(C=O)ON(CC(O)O)OCC(=O)OC=O,-1098.305254,-1098.377399,-1098.551105,-1098.326369,-1098.306199
CC(=O)CN(NO)NC1=CC=NN1,-659.168784436,-659.220496436,-659.374074436,-659.182101436,-659.169728436
CC(C)=NOC(N)N=CNC=O,-605.098004099,-605.153582099,-605.307483099,-605.1124430990001,-605.098948099
NC(=O)CCC=NO,-417.044765658,-417.087680658,-417.183690658,-417.05417365799997,-417.04571065799996
C=C(C)CC(COO)=NC1CNCCN1,-706.799571706,-706.859395706,-707.111680706,-706.816074706,-706.800515706
CN(C)C(=O)OC(C=O)(CC=O)CN=C=O,-835.6300697190001,-835.695204719,-835.862968719,-835.648455719,-835.6310137190001
C=C(OC1C=CC=C1)N(C)N(C)CC1CNCCO1,-861.567771616,-861.6349676159999,-861.951724616,-861.587449616,-861.568715616
CC(=O)N(C)C(=N)N,-397.217502877,-397.260977877,-397.368978877,-397.22728987700003,-397.218446877
C=NC(C)(O)C=NC,-381.09860807,-381.14222707,-381.25936507,-381.10870707,-381.09955207
CC(C)=NOC=CO,-400.945446527,-400.990123527,-401.094248527,-400.955608527,-400.946390527
C=CN(CN=CC)N(C)CN(C)C(C)=O,-686.9910169030001,-687.054962903,-687.312859903,-687.009774903,-686.991960903
CON(O)C(CC(C)=O)C(C)CN1CCCO1,-842.362965588,-842.431080588,-842.719589588,-842.382863588,-842.363909588
CONN(C)C(=O)NCC#N,-565.769549302,-565.823325302,-565.950207302,-565.783014302,-565.770493302
CC(O)=C(N)N,-303.74111621500003,-303.779987215,-303.868328215,-303.749526215,-303.74206121500004
CN=CNCN,-283.854437401,-283.893791401,-283.994872401,-283.862786401,-283.855381401
C=C(CC(N)=O)C(=CN1CCNC1)CC(=O)N(C)C,-877.7558200220001,-877.826449022,-878.129890022,-877.7770300220001,-877.7567640220001
C=C(CN(C)C=O)N(C)COC(C)=O,-687.542275588,-687.602483588,-687.811419588,-687.559049588,-687.543220588
C=C=CCO,-231.101312883,-231.137328883,-231.197064883,-231.108258883,-231.102256883
CN=C(C)N,-228.527337611,-228.565174611,-228.648917611,-228.534975611,-228.528282611
CNCC1=CN=CC=N1,-398.139408368,-398.18260136799995,-398.298832368,-398.14857436799997,-398.140352368
CC(=O)N(C=CCC(N)C(=O)NC1=NOC=C1)C(C)=O,-986.543101171,-986.614944171,-986.849366171,-986.563988171,-986.544045171
CC=C=N,-171.954558663,-171.987201663,-172.032950663,-171.960366663,-171.955502663
CCC(C)C(=N)C=O,-365.064133725,-365.10857972499997,-365.238274725,-365.074403725,-365.065077725
C=C(N)NNC=N,-337.96787129800003,-338.008133298,-338.102266298,-337.97644829800004,-337.96881629800004
CC=C(CON=C(C)C)C(=N)C(C)=N,-630.43111716,-630.49426316,-630.71052516,-630.44877616,-630.43206216
O=COON=C(OC=O)OC=O,-735.335169243,-735.388641243,-735.432367243,-735.348125243,-735.336113243
C=C(O)N(C)C,-287.671143981,-287.709952981,-287.809216981,-287.67937298100003,-287.672087981
C=COC(=C)C=O,-344.430620723,-344.470856723,-344.537522723,-344.43894272299997,-344.431564723
C=C(NC(=O)OC)N(CC)OC(=N)N(C)C,-798.160269416,-798.228631416,-798.464262416,-798.179970416,-798.161214416
ON=CN=CC1C(=CN2CCNCC2)N1O,-775.7343171140001,-775.794445114,-776.004364114,-775.750775114,-775.7352611140001
CC(=O)NCC(O)N(C)CN=C=O,-664.334031062,-664.3914680620001,-664.563492062,-664.349398062,-664.334975062
CC(=O)N(NCC=N)OC1CCON1,-719.504073488,-719.560374488,-719.750068488,-719.519110488,-719.505017488
NO,-131.688277316,-131.714890316,-131.732596316,-131.69242531600003,-131.68922131600002
CC(=N)C(CC=CN(C)C)=NC(C)=O,-630.491815697,-630.553855697,-630.772441697,-630.5092186969999,-630.492759697
O=C=NCC=NN=C=O,-468.81537626299996,-468.86044826299997,-468.900923263,-468.82503726299996,-468.81632126299996
C=CN(N)N(CC1C=CC=C1)C(O)O,-666.350818476,-666.407081476,-666.609050476,-666.365714476,-666.351763476
CN=C(N)NNC(=CN(C=O)C(C)=O)N(C)C,-832.454254691,-832.523388691,-832.765565691,-832.474904691,-832.455198691
NC(N)NO,-281.65693785900004,-281.69266685900004,-281.767894859,-281.663948859,-281.65788185900004
CN=CN(C)N1CC1C(NC(=N)N(C)C)C(=O)O,-871.6973851969999,-871.7679781969999,-872.038637197,-871.718532197,-871.6983301969999
C=CC(C)C(NN=CC)ON=C(C)C,-631.6058325820001,-631.6703855820001,-631.908204582,-631.624042582,-631.6067775820001
C=C(C=C(N)NCC(C)=O)OC1=NC=CO1,-778.5603348889999,-778.620916889,-778.806352889,-778.576886889,-778.5612788889999
N=NO,-185.82588646,-185.85404846,-185.86324446,-185.83003346,-185.82683046
CO,-115.679503713,-115.706528713,-115.734789713,-115.683776713,-115.68044771299999
COCOC(=CC(C)=NO)CN=C(C)C,-726.724491963,-726.7909199630001,-727.021937963,-726.7433699630001,-726.725435963
NNCC=NO,-319.708483312,-319.747270312,-319.824403312,-319.716409312,-319.709428312
COC=CC=C(N)CN,-420.370118346,-420.41991934600003,-420.563674346,-420.382095346,-420.37106234600003
CC(C)=NNOC(N)=CC(=O)OC=N,-718.38730459,-718.44799559,-718.60764259,-718.40375359,-718.38824859
CN=CNCC1=C(NC2=CN=CN=C2)C(O)N1N,-848.230671824,-848.2953028239999,-848.515933824,-848.2490188239999,-848.231615824
C=C(C)C(CN(C)C=NC)(OC(=N)NC)C(C)C,-804.864598789,-804.935039789,-805.276603789,-804.886829789,-804.865542789
NC(=O)C=CC(=CC1CCCOO1)OC=O,-819.464903217,-819.524040217,-819.710527217,-819.4810932170001,-819.465847217
CNCC1=COC=N1,-379.924173884,-379.96537088400004,-380.064912884,-379.932645884,-379.92511788400003
C=C1C=C=NC1=N,-302.16893504399997,-302.205283044,-302.252092044,-302.175847044,-302.16987904399997
C=C(COC=O)C(=C)CN1CN1,-571.723309788,-571.775358788,-571.932804788,-571.736433788,-571.7242537879999
N=CCC1=CC=NC=N1,-396.95471102399995,-396.996928024,-397.090215024,-396.96333402399995,-396.95565502399995
CC(C=O)N(N)O,-378.891387746,-378.931702746,-379.023037746,-378.900139746,-378.892331746
C=C(C)CC(C)=N,-289.830496766,-289.873480766,-289.998328766,-289.839965766,-289.831440766
C#CC(N)ON=C,-340.519965093,-340.560471093,-340.627578093,-340.528622093,-340.520909093
CN=CCC=O,-286.479298184,-286.519166184,-286.593014184,-286.487340184,-286.480242184
CC(C(=O)O)C(O)O,-458.074468559,-458.11739555900004,-458.213247559,-458.084021559,-458.07541255900003
CN(C=O)N=CC(=O)O,-491.10893244,-491.15336343999996,-491.22947544,-491.11885244,-491.10987744
C=C=C(C)CC1=CC=CC=C1,-426.140276107,-426.189574107,-426.345398107,-426.151876107,-426.141221107
C=COC1CCONC1,-440.214486925,-440.256902925,-440.395914925,-440.223830925,-440.215430925
CC(C)=NONC(N)=NOC=NO,-696.2091596690001,-696.270162669,-696.409866669,-696.2253336690001,-696.2101036690001
CNCC(=O)C=N,-341.815408736,-341.857049736,-341.948597736,-341.824325736,-341.816352736
CC(N(O)O)C(C)(C)C,-442.59204627099996,-442.639601271,-442.817249271,-442.604166271,-442.59299027099996
CCN(CC1CNCN1)OC=NN(C)C=N,-758.3242190730001,-758.388723073,-758.655472073,-758.342432073,-758.3251640730001
C=C=NC1CC1,-249.30003391,-249.33775991,-249.41402191,-249.30729291,-249.30097791
C=C(O)N(N)C#N,-356.64385366,-356.68349666,-356.74118666,-356.65198866,-356.64479766
CN(C=O)C1CC1(C)C(N)OC=NO,-703.517792867,-703.577264867,-703.775488867,-703.534241867,-703.518736867
CCN(CC(O)=NC1OCCO1)C(N)(N)N,-815.451292236,-815.5126892359999,-815.771771236,-815.468814236,-815.452236236
C=C(NC)C(C)(N)C#N,-399.315923182,-399.361814182,-399.497211182,-399.327135182,-399.316868182
CC(=O)N(C)NC(N)=C(C)O,-550.966489411,-551.019775411,-551.182534411,-550.980373411,-550.967433411
CC(=O)NC(=O)C(C)C#N,-493.299001498,-493.348237498,-493.449911498,-493.310819498,-493.299945498
COOCC=CNNC=N,-511.53694760999997,-511.58740460999996,-511.72264261,-511.54932961,-511.53789161
COC(=O)C=NCOC(N)=O,-605.648469972,-605.701473972,-605.805120972,-605.661453972,-605.649413972
CCC(OC=NO)C(C=N)OOC=O,-759.238438251,-759.298350251,-759.456933251,-759.254911251,-759.239382251
N=CNCC(CC(N)(N)N)C(=N)C(=O)O,-755.1179496420001,-755.178862642,-755.397419642,-755.135325642,-755.118893642
C=NC(C)(N)ON(C)C,-437.58407678500004,-437.631008785,-437.786349785,-437.595726785,-437.58502078500004
CC(=O)OCC(C)=C=CC(=O)OC=O,-724.92196532,-724.98189032,-725.11767132,-724.93801032,-724.92290932
