ar,h,f,spe
MR_669153_1_27_2_8_6_5,-679.168113,-679.225466,-679.355376
MR_669153_1_28_2_5_7_18,-812.927511,-812.992615,-813.176276
MR_669153_1_3_1_1_4_8,-757.115169,-757.174916,-757.283223
MR_669153_1_40_3_1_7_8,-676.748857,-676.803032,-676.888695
MR_669153_1_44_4_9_6_3,-702.481644,-702.543761,-702.711304
MR_669153_1_45_4_2_7_8,-681.296985,-681.3555,-681.514269
MR_669153_1_48_4_3_5_4,-603.289708,-603.338671,-603.395029
MR_669153_1_49_4_10_6_8,-661.89555,-661.954292,-662.069292
MR_669153_1_53_5_9_6_1,-719.050495,-719.109601,-719.213703
MR_669153_1_55_5_4_8_24,-817.499814,-817.556926,-817.713544
MR_669153_1_57_5_11_6_2,-680.918528,-680.972351,-681.075973
MR_669153_1_63_6_4_6_8,-658.584235,-658.638076,-658.705973
MR_669153_1_64_6_6_7_2,-775.291314,-775.350336,-775.479002
MR_669153_1_69_7_7_8_26,-833.932184,-833.993306,-834.1942
MR_669153_1_70_8_52_8_20,-856.182234,-856.244634,-856.479581
MR_669153_1_71_8_47_8_10,-777.568283,-777.628136,-777.803986
MR_669153_1_7_1_7_8_54,-891.055451,-891.118498,-891.304039
MR_8532_2_14_1_4_7_15,-928.810485,-928.878964,-929.117243
MR_8532_2_30_3_3_3_2,-720.876668,-720.939411,-721.138367
MR_8532_2_34_3_4_7_1,-745.097519,-745.162963,-745.407156
MR_8532_2_35_3_3_8_34,-838.762879,-838.832256,-839.11557
MR_8532_2_40_3_2_7_19,-776.031001,-776.094372,-776.294289
MR_8532_2_41_3_3_8_56,-799.463293,-799.530236,-799.785757
MR_8532_2_44_4_3_6_5,-644.55437,-644.613991,-644.787444
MR_8532_2_50_4_11_7_18,-662.73393,-662.792172,-662.987071
MR_8532_2_64_6_3_7_19,-854.713102,-854.781432,-855.037526
MR_8532_2_69_7_12_8_22,-913.894723,-913.964162,-914.237914
MR_9670_0_16_1_7,-553.717851,-553.770864,-553.903985
MR_9670_0_9_2_5,-459.715759,-459.766406,-459.931973
MR_188533_2_25_2_2_4_2,-726.69659,-726.764648,-727.057445
MR_188533_2_44_4_8_6_4,-706.097127,-706.162099,-706.391701
MR_260941_0_13_1_4_6_4,-949.115628,-949.180864,-949.3551
MR_260941_0_16_2_1_2_2,-796.010084,-796.073598,-796.26426
MR_260941_0_17_2_1_3_1,-737.214759,-737.272979,-737.394965
MR_260941_0_19_2_13_5_10,-683.040022,-683.095427,-683.225916
MR_260941_0_20_2_7_6_1,-815.88899,-815.953538,-816.129874
MR_260941_0_21_2_6_7_18,-870.951065,-871.015341,-871.193221
MR_260941_0_29_2_7_8_21,-953.662417,-953.730317,-953.98181
MR_260941_0_32_3_3_5_1,-781.538087,-781.601769,-781.77157
MR_260941_0_43_4_10_5_3,-783.784309,-783.851977,-784.047173
MR_260941_0_45_4_6_7_15,-894.266973,-894.334123,-894.550214
MR_260941_0_49_4_11_6_1,-683.158745,-683.212536,-683.34771
MR_260941_0_4_1_5_5_9,-1047.616671,-1047.689714,-1047.902105
MR_260941_0_54_5_12_7_1,-877.680089,-877.742972,-877.913458
MR_260941_0_55_5_8_8_28,-915.417744,-915.483136,-915.730772
MR_260941_0_56_5_11_5_10,-684.696586,-684.748442,-684.852288
MR_260941_0_60_6_4_6_2,-835.826033,-835.891072,-836.056328
MR_260941_0_61_6_2_7_13,-911.986902,-912.05334,-912.228824
MR_260941_0_62_6_8_8_33,-893.284343,-893.351324,-893.565001
MR_260941_0_63_6_2_6_7,-914.369634,-914.43816,-914.657531
MR_260941_0_68_7_13_7_15,-967.1178,-967.182787,-967.361206
MR_260941_0_69_7_4_8_4,-892.419321,-892.48106,-892.617362
MR_260941_0_71_8_13_8_9,-874.847868,-874.909888,-875.105979
MR_355908_2_15_1_2_8_5,-888.736862,-888.802418,-888.9497
MR_355908_2_21_2_6_7_19,-810.637254,-810.700832,-810.854387
MR_355908_2_29_2_9_8_44,-873.348497,-873.415466,-873.654928
MR_355908_2_30_3_6_3_4,-775.286813,-775.349477,-775.486998
MR_355908_2_63_6_7_6_6,-854.06038,-854.132705,-854.322961
MR_355908_2_68_7_16_7_1,-854.74428,-854.809763,-854.9979
MR_355908_2_69_7_2_8_18,-878.230336,-878.297983,-878.544012
MR_355908_2_71_8_55_8_55,-893.174634,-893.241221,-893.470059
MR_355908_2_8_1_5_1_7,-1080.807987,-1080.882157,-1081.093171
MR_407543_0_0_1_7_1_6,-1029.047217,-1029.118783,-1029.369227
MR_407543_0_11_1_7_4_5,-879.703102,-879.773873,-880.036385
MR_407543_0_14_1_4_7_9,-977.981336,-978.052136,-978.346618
MR_407543_0_17_2_6_3_1,-703.697772,-703.755306,-703.948455
MR_407543_0_19_2_12_5_12,-760.769867,-760.826542,-761.007805
MR_407543_0_1_1_5_2_13,-935.021573,-935.092906,-935.373491
MR_407543_0_21_2_1_7_18,-837.500089,-837.565318,-837.812376
MR_407543_0_24_2_3_3_1,-742.996006,-743.057634,-743.278144
MR_407543_0_28_2_6_7_13,-819.278348,-819.344383,-819.572476
MR_407543_0_30_3_4_3_2,-802.154624,-802.218386,-802.452475
MR_407543_0_31_3_3_4_9,-766.274856,-766.339153,-766.597747
MR_407543_0_32_3_1_5_4,-743.506523,-743.565065,-743.732927
MR_407543_0_36_3_1_3_5,-802.130721,-802.198349,-802.425099
MR_407543_0_37_3_3_4_8,-766.249452,-766.316342,-766.57121
MR_407543_0_38_3_4_5_1,-748.018494,-748.083768,-748.321461
MR_407543_0_39_3_5_6_6,-880.838959,-880.91138,-881.196882
MR_407543_0_41_3_5_8_10,-880.751463,-880.822658,-881.106567
MR_407543_0_53_5_1_6_6,-748.108486,-748.174125,-748.412961
MR_407543_0_58_5_9_7_8,-878.496819,-878.563353,-878.808053
MR_407543_0_5_1_6_6_8,-875.181369,-875.248835,-875.439159
MR_407543_0_65_6_3_8_21,-979.351879,-979.425811,-979.760156
MR_407543_0_66_7_16_7_10,-933.581163,-933.647291,-933.893492
MR_407543_0_6_1_3_7_16,-970.781537,-970.851203,-971.093395
MR_407543_0_8_1_1_1_4,-1048.920668,-1048.991762,-1049.228448
MR_407543_0_9_1_4_2_1,-895.774832,-895.842197,-896.098796
MR_41547_1_25_2_11_4_4,-627.880537,-627.940741,-628.181104
MR_41547_1_2_1_3_3_6,-757.771653,-757.832592,-758.018294
MR_41547_1_30_3_6_3_4,-683.617656,-683.679398,-683.880439
MR_41547_1_33_3_1_6_7,-683.689984,-683.74835,-683.95414
MR_41547_1_34_3_6_7_7,-720.55444,-720.612718,-720.801929
MR_41547_1_37_3_4_4_2,-648.925852,-648.987312,-649.237455
MR_41547_1_40_3_2_7_15,-738.85,-738.909082,-739.117493
MR_41547_1_45_4_11_7_8,-587.42507,-587.478575,-587.675918
MR_41547_1_46_4_12_8_64,-684.837519,-684.895782,-685.12849
MR_41547_1_47_4_13_4_3,-565.401981,-565.454611,-565.635346
MR_45025_1_29_2_8_8_38,-834.969648,-835.036834,-835.326284
MR_45025_1_31_3_2_4_4,-661.619322,-661.678302,-661.861398
MR_45025_1_34_3_6_7_1,-761.063656,-761.130242,-761.360142
MR_45025_1_47_4_12_4_5,-642.988621,-643.047397,-643.272047
MR_45025_1_58_5_8_7_17,-852.399967,-852.464595,-852.694071
MR_45025_1_65_6_7_8_52,-874.208041,-874.279382,-874.591993
MR_45025_1_7_1_2_8_10,-948.739175,-948.810904,-949.044935
MR_607160_1_16_2_1_2_1,-678.751156,-678.813338,-678.988658
MR_607160_1_30_3_5_3_6,-796.929554,-797.000261,-797.196872
MR_607160_1_43_4_2_5_8,-704.667705,-704.72956,-704.936842
MR_607160_1_60_6_8_6_4,-717.31813,-717.375216,-717.508152
MR_607160_1_7_1_6_8_11,-851.264903,-851.332332,-851.533121
MR_609448_2_10_1_4_3_5,-983.325005,-983.397403,-983.580852
MR_609448_2_1_1_3_2_9,-884.84429,-884.914063,-885.054317
MR_609448_2_21_2_1_7_18,-826.706772,-826.772389,-826.908948
MR_609448_2_25_2_4_4_4,-774.873662,-774.935771,-775.127602
MR_609448_2_35_3_2_8_1,-700.088262,-700.143506,-700.283012
MR_609448_2_51_4_10_8_50,-834.107752,-834.179287,-834.380078
MR_609448_2_54_5_1_7_10,-774.090651,-774.152576,-774.265878
MR_609448_2_57_5_10_6_3,-737.261541,-737.324359,-737.454554
MR_609448_2_63_6_5_6_3,-870.070988,-870.138354,-870.318857
MR_609448_2_65_6_2_8_14,-830.726229,-830.789472,-830.945745
MR_609448_2_8_1_3_1_4,-1018.134178,-1018.205404,-1018.343036
MR_100760_2_11_4_4,-455.159478,-455.204306,-455.298627
MR_100760_2_12_5_7,-512.101805,-512.145776,-512.227711
MR_100760_2_13_6_8,-529.221471,-529.269445,-529.342989
MR_100760_2_14_7_8,-586.739198,-586.788747,-586.910199
MR_100760_2_15_8_49,-609.028999,-609.080012,-609.236855
MR_100760_2_18_3_6,-530.322399,-530.370527,-530.465532
MR_100760_2_1_2_12,-471.203687,-471.248173,-471.331701
MR_100760_2_20_5_2,-475.107829,-475.15189,-475.235645
MR_100760_2_21_6_7,-609.03612,-609.090621,-609.240864
MR_100760_2_22_7_19,-624.853935,-624.905135,-625.031212
MR_100760_2_23_8_42,-648.334625,-648.387446,-648.57297
MR_100760_2_24_1_6,-643.820859,-643.873241,-643.978033
MR_100760_2_25_2_6,-510.530581,-510.579115,-510.688572
MR_100760_2_26_3_1,-491.073733,-491.118309,-491.188258
MR_100760_2_27_4_7,-455.195523,-455.239484,-455.336507
MR_100760_2_28_5_11,-512.127688,-512.17147,-512.252936
MR_100760_2_29_6_6,-569.749725,-569.800991,-569.925027
MR_100760_2_31_8_64,-628.837074,-628.888193,-629.030651
MR_100760_2_3_4_9,-494.515125,-494.563176,-494.685441
MR_100760_2_4_5_1,-476.218769,-476.264082,-476.369732
MR_100760_2_5_6_1,-530.493164,-530.539032,-530.64044
MR_100760_2_6_7_6,-586.757917,-586.807935,-586.929821
MR_100760_2_7_8_22,-668.222537,-668.275973,-668.44753
MR_100760_2_9_2_2,-549.868874,-549.918838,-550.057452
MR_134446_2_21_2_13_7_15,-788.238236,-788.301175,-788.488439
MR_134446_2_25_2_7_4_3,-656.656316,-656.715722,-656.875079
MR_134446_2_28_2_1_7_1,-718.026769,-718.084234,-718.293277
MR_134446_2_33_3_5_6_7,-870.822866,-870.894587,-871.146045
MR_134446_2_34_3_2_7_1,-737.855298,-737.914622,-738.108519
MR_134446_2_35_3_5_8_20,-929.923582,-929.993202,-930.264353
MR_134446_2_36_3_5_3_2,-792.168599,-792.235735,-792.431255
MR_134446_2_37_3_1_4_2,-639.563352,-639.6189,-639.790243
MR_134446_2_41_3_5_8_62,-890.694118,-890.76205,-891.005031
MR_134446_2_45_4_6_7_10,-793.212919,-793.276396,-793.483679
MR_134446_2_56_5_6_5_10,-640.027808,-640.081358,-640.196226
MR_134446_2_5_1_4_6_3,-945.01151,-945.083296,-945.319127
MR_134446_2_63_6_5_6_5,-792.265156,-792.328645,-792.52963
MR_134446_2_65_6_4_8_21,-851.490996,-851.55226,-851.77661
MR_134446_2_67_7_14_8_59,-828.726523,-828.789647,-829.033372
MR_134446_2_69_7_4_8_57,-868.399335,-868.46286,-868.677408
MR_152349_1_11_1_6_4_9,-721.76683,-721.837242,-722.032211
MR_152349_1_14_1_3_7_12,-852.150762,-852.224494,-852.423149
MR_152349_1_15_1_6_8_64,-856.105414,-856.183603,-856.392324
MR_152349_1_16_2_7_2_11,-722.421744,-722.497895,-722.762255
MR_152349_1_17_2_5_3_6,-702.95018,-703.021065,-703.249755
MR_152349_1_18_2_4_4_1,-668.243006,-668.316627,-668.590424
MR_152349_1_20_2_11_6_7,-781.625918,-781.704609,-781.985433
MR_152349_1_21_2_9_7_9,-726.066819,-726.14071,-726.392881
MR_152349_1_22_2_7_8_32,-761.73456,-761.808625,-762.109575
MR_152349_1_23_2_8_2_5,-683.129111,-683.201536,-683.441725
MR_152349_1_24_2_12_3_6,-585.007949,-585.072432,-585.216675
MR_152349_1_25_2_10_4_8,-627.762767,-627.833815,-628.057207
MR_152349_1_26_2_10_5_12,-720.776449,-720.844076,-721.033246
MR_152349_1_28_2_3_7_4,-739.901464,-739.97577,-740.185466
MR_152349_1_30_3_4_3_6,-683.495356,-683.565509,-683.751166
MR_152349_1_31_3_2_4_10,-647.607354,-647.680936,-647.886632
MR_152349_1_33_3_2_6_2,-683.596087,-683.671503,-683.852773
MR_152349_1_34_3_6_7_9,-706.597509,-706.668582,-706.879305
MR_152349_1_35_3_4_8_31,-781.55823,-781.634971,-781.920076
MR_152349_1_37_3_4_4_7,-608.300417,-608.367268,-608.550918
MR_152349_1_38_3_4_5_4,-703.482787,-703.550179,-703.728025
MR_152349_1_39_3_5_6_1,-722.907883,-722.981039,-723.193538
MR_152349_1_42_4_9_4_9,-572.419267,-572.490089,-572.695101
MR_152349_1_43_4_8_5_11,-590.155247,-590.221297,-590.388728
MR_152349_1_44_4_11_6_2,-570.289218,-570.354803,-570.537317
MR_152349_1_45_4_11_7_6,-587.2831,-587.349606,-587.525769
MR_152349_1_46_4_8_8_36,-726.244881,-726.317385,-726.587803
MR_152349_1_47_4_10_4_5,-611.706725,-611.780023,-612.011132
MR_152349_1_48_4_13_5_8,-662.671106,-662.736441,-662.935151
MR_152349_1_49_4_5_6_7,-686.97454,-687.049011,-687.285437
MR_152349_1_50_4_7_7_5,-645.268522,-645.335435,-645.502948
MR_152349_1_54_5_8_7_13,-741.517708,-741.58674,-741.769047
MR_152349_1_55_5_6_8_17,-690.8155,-690.88676,-691.127483
MR_152349_1_58_5_9_7_14,-759.870469,-759.941457,-760.141963
MR_152349_1_59_5_11_8_64,-724.495898,-724.56661,-724.753185
MR_152349_1_5_1_7_6_3,-875.634611,-875.713582,-875.964111
MR_152349_1_60_6_3_6_3,-801.551052,-801.630044,-801.898972
MR_152349_1_61_6_3_7_5,-799.149416,-799.223982,-799.449913
MR_152349_1_62_6_6_8_38,-801.526968,-801.602014,-801.877149
MR_152349_1_64_6_7_7_10,-799.120741,-799.192222,-799.421935
MR_152349_1_65_6_6_8_56,-762.193065,-762.269938,-762.511565
MR_152349_1_66_7_18_7_18,-833.149956,-833.222538,-833.441349
MR_152349_1_67_7_1_8_36,-786.393222,-786.467372,-786.760974
MR_152349_1_68_7_6_7_2,-776.840506,-776.911327,-777.107354
MR_152349_1_71_8_9_8_27,-781.51295,-781.582158,-781.875629
MR_152349_1_7_1_5_8_35,-954.193481,-954.274358,-954.583399
MR_223662_2_11_4_3,-490.448145,-490.497293,-490.603345
MR_223662_2_3_4_1,-492.820669,-492.871664,-493.023612
MR_223662_2_8_1_2,-739.466668,-739.525463,-739.67931
MR_400750_2_12_1_3_5_7,-835.537929,-835.608237,-835.760655
MR_400750_2_18_2_7_4_6,-763.250195,-763.328172,-763.575039
MR_400750_2_19_2_2_5_1,-705.746949,-705.819418,-706.026263
MR_400750_2_20_2_12_6_3,-759.90486,-759.974668,-760.176624
MR_400750_2_25_2_6_4_5,-684.627584,-684.697049,-684.893687
MR_400750_2_27_2_8_6_8,-719.411369,-719.481046,-719.63194
MR_400750_2_29_2_9_8_16,-779.251476,-779.325063,-779.569134
MR_400750_2_30_3_6_3_5,-818.938658,-819.014508,-819.224973
MR_400750_2_34_3_3_7_7,-855.944091,-856.015742,-856.217346
MR_400750_2_37_3_4_4_12,-721.675797,-721.74655,-721.941862
MR_400750_2_38_3_3_5_4,-799.68069,-799.751789,-799.928739
MR_400750_2_43_4_1_5_3,-650.408688,-650.474648,-650.670131
MR_400750_2_44_4_4_6_4,-665.221859,-665.285075,-665.446963
MR_400750_2_45_4_7_7_3,-721.569805,-721.633581,-721.821544
MR_400750_2_52_5_9_5_9,-858.937328,-859.013096,-859.203319
MR_400750_2_53_5_9_6_8,-798.549141,-798.620677,-798.774758
MR_400750_2_54_5_12_7_17,-891.992294,-892.063581,-892.241959
MR_400750_2_56_5_6_5_5,-819.633474,-819.704341,-819.869911
MR_400750_2_57_5_5_6_4,-799.714375,-799.783449,-799.963513
MR_400750_2_5_1_4_6_1,-893.238526,-893.312511,-893.51115
MR_400750_2_60_6_8_6_6,-778.716289,-778.784915,-778.956399
MR_400750_2_61_6_4_7_1,-764.721205,-764.789435,-765.002496
MR_400750_2_63_6_6_6_1,-779.893941,-779.961303,-780.157266
MR_400750_2_65_6_3_8_53,-877.820941,-877.899127,-878.186882
MR_400750_2_66_7_17_7_4,-911.128055,-911.198903,-911.403735
MR_400750_2_67_7_17_8_42,-952.849132,-952.927033,-953.204845
MR_400750_2_68_7_5_7_5,-892.941178,-893.013011,-893.198297
MR_400750_2_70_8_19_8_54,-956.755491,-956.828954,-957.126077
MR_466290_0_19_4_11,-418.247681,-418.291021,-418.402819
MR_473437_1_17_2_7_3_2,-846.704053,-846.768053,-846.896293
MR_473437_1_69_7_18_8_62,-1020.218457,-1020.282939,-1020.449469
MR_492961_0_11_1_5_4_7,-798.05841,-798.12385,-798.339042
MR_492961_0_13_1_3_6_5,-834.007732,-834.076499,-834.263112
MR_492961_0_17_2_3_3_6,-700.648691,-700.718879,-700.90332
MR_492961_0_18_2_9_4_6,-704.085937,-704.153072,-704.395981
MR_492961_0_21_2_13_7_7,-737.546799,-737.613917,-737.784065
MR_492961_0_23_2_1_2_7,-680.884861,-680.95161,-681.15183
MR_492961_0_26_2_3_5_11,-682.553414,-682.612223,-682.794347
MR_492961_0_34_3_3_7_1,-744.799608,-744.861867,-745.092903
MR_492961_0_41_3_4_8_53,-779.203913,-779.279306,-779.518859
MR_492961_0_48_4_2_5_3,-630.557829,-630.615923,-630.833676
MR_492961_0_49_4_7_6_8,-604.844537,-604.906472,-605.028294
MR_492961_0_54_5_1_7_7,-703.351564,-703.408151,-703.585827
MR_492961_0_55_5_4_8_50,-779.810774,-779.873827,-780.073919
MR_492961_0_57_5_7_6_8,-661.833019,-661.890086,-662.005594
MR_492961_0_58_5_8_7_4,-778.392618,-778.462433,-778.626489
MR_492961_0_7_1_4_8_6,-814.067992,-814.133271,-814.337576
MR_541095_1_18_2_6_4_8,-694.757366,-694.817099,-694.987185
MR_541095_1_1_1_6_2_4,-962.040845,-962.113241,-962.348871
MR_541095_1_20_2_8_6_5,-770.058096,-770.117233,-770.295976
MR_541095_1_27_2_6_6_6,-770.037711,-770.098131,-770.274541
MR_541095_1_33_3_4_6_8,-788.626431,-788.688836,-788.824604
MR_541095_1_40_3_3_7_3,-846.238369,-846.302064,-846.488277
MR_541095_1_42_4_9_4_9,-678.775051,-678.834203,-679.017022
MR_541095_1_46_4_2_8_64,-814.234385,-814.297159,-814.522252
MR_541095_1_52_5_9_5_7,-791.431873,-791.492898,-791.621127
MR_541095_1_5_1_5_6_5,-981.93533,-982.005651,-982.230168
MR_541095_1_61_6_5_7_17,-884.405675,-884.471192,-884.661785
MR_541095_1_62_6_1_8_61,-849.175392,-849.234778,-849.419475
MR_541095_1_63_6_6_6_3,-868.574803,-868.642804,-868.859523
MR_541095_1_66_7_4_7_13,-903.013515,-903.076328,-903.231886
MR_541095_1_68_7_11_7_15,-901.470304,-901.530039,-901.722262
MR_541095_1_69_7_18_8_31,-943.065577,-943.130101,-943.395684
MR_541095_1_70_8_23_8_40,-1006.293969,-1006.361804,-1006.65843
MR_674568_2_25_2_3_4_1,-652.297657,-652.362571,-652.662766
MR_674568_2_36_3_2_3_3,-746.163171,-746.227756,-746.496293
MR_674568_2_39_3_4_6_2,-785.55701,-785.627213,-785.919695
MR_674568_2_42_4_5_4_3,-594.563839,-594.626442,-594.861807
MR_91212_0_12_5_10,-471.250526,-471.296231,-471.376476
MR_91212_0_14_7_2,-640.983765,-641.035883,-641.14711
MR_91212_0_15_8_48,-643.354672,-643.407661,-643.566146
MR_91212_0_1_2_10,-584.145867,-584.199394,-584.338172
MR_91212_0_21_6_4,-564.756689,-564.80697,-564.907007
MR_91212_0_23_8_33,-662.771857,-662.828386,-663.026932
MR_91212_0_25_2_4,-662.764691,-662.824196,-663.01604
MR_91212_0_27_4_6,-568.094945,-568.148931,-568.297593
MR_91212_0_28_5_5,-623.99121,-624.044626,-624.15966
MR_91212_0_30_7_4,-640.947312,-640.999511,-641.110227
MR_91212_0_31_8_20,-702.47138,-702.526853,-702.699382
MR_91212_0_5_6_5,-604.055973,-604.108777,-604.235876
MR_91212_0_6_7_10,-640.947394,-640.999907,-641.110048
MR_91212_0_7_8_42,-682.655728,-682.711293,-682.898175
MR_91212_0_9_2_7,-584.161767,-584.215557,-584.353856
MR_671174_2_16_2_11_2_4,-914.47131,-914.549089,-914.889922
MR_671174_2_21_2_4_7_12,-950.228431,-950.304516,-950.607463
MR_671174_2_45_4_8_7_17,-816.266512,-816.334305,-816.567976
MR_671174_2_48_4_2_5_2,-667.660541,-667.720557,-667.935098
MR_671174_2_63_6_5_6_3,-875.70199,-875.775187,-876.039542
MR_671174_2_9_1_1_2_3,-910.464406,-910.535565,-910.753701
MR_278023_1_17_2_3_3_5,-871.913667,-871.985523,-872.25167
MR_278023_1_18_2_7_4_5,-757.397854,-757.462771,-757.700042
MR_278023_1_34_3_4_7_2,-889.349769,-889.415603,-889.626287
MR_278023_1_35_3_2_8_30,-871.899921,-871.966973,-872.240365
MR_278023_1_4_1_5_5_11,-947.705141,-947.771583,-947.994127
MR_278023_1_5_1_3_6_2,-926.630673,-926.705657,-926.907882
MR_334858_2_1_2_7,-413.206221,-413.25122,-413.338202
MR_360471_1_16_2_3_2_10,-664.789295,-664.851078,-665.072429
MR_360471_1_27_2_1_6_6,-645.335219,-645.399683,-645.573114
MR_360471_1_62_6_1_8_64,-724.343348,-724.406867,-724.587491
MR_360471_1_68_7_2_7_13,-778.355907,-778.420295,-778.577766
MR_391279_0_10_1_6_3_3,-857.312482,-857.380991,-857.609466
MR_391279_0_34_3_2_7_6,-760.918451,-760.980437,-761.199976
MR_391279_0_3_1_2_4_10,-880.570772,-880.643246,-880.908446
MR_391279_0_53_5_11_6_3,-765.062863,-765.128735,-765.359289
MR_391279_0_55_5_9_8_58,-822.500334,-822.568119,-822.845804
MR_486880_1_25_2_12_4_6,-703.073229,-703.144943,-703.375899
MR_486880_1_27_2_6_6_1,-739.150004,-739.21252,-739.433037
MR_60391_0_17_2_4,-593.654614,-593.713651,-593.942163
MR_60391_0_18_3_4,-534.927189,-534.981454,-535.141734
MR_60391_0_22_7_11,-552.013486,-552.065737,-552.226433
MR_60391_0_25_2_13,-475.745782,-475.797414,-475.943555
MR_60391_0_26_3_5,-574.235587,-574.293521,-574.479647
MR_60391_0_3_4_4,-420.408325,-420.45579,-420.588593
MR_60391_0_5_6_4,-495.697829,-495.747314,-495.885215
MR_60391_0_6_7_7,-571.846974,-571.898765,-572.046418
MR_605133_0_19_2_13_5_1,-589.04226,-589.09826,-589.255997
MR_605133_0_46_4_9_8_56,-705.798166,-705.859448,-706.07804
MR_605133_0_65_6_6_8_18,-768.365517,-768.436621,-768.719499
MR_674169_0_0_1_3_1_4,-1060.264073,-1060.333303,-1060.482899
MR_674169_0_19_2_4_5_1,-838.100389,-838.167429,-838.374825
MR_674169_0_1_1_5_2_11,-1044.883482,-1044.958961,-1045.191297
MR_674169_0_22_2_9_8_4,-833.367129,-833.430547,-833.561527
MR_674169_0_62_6_2_8_54,-912.1295,-912.193518,-912.38812
MR_674169_0_63_6_4_6_1,-794.243605,-794.301082,-794.410189
MR_674169_0_66_7_9_7_12,-951.037838,-951.10289,-951.292228
MR_674169_0_67_7_6_8_28,-948.568627,-948.633369,-948.868045
MR_674169_0_68_7_19_7_17,-983.097538,-983.162826,-983.326953
MR_674169_0_69_7_5_8_30,-968.501243,-968.566818,-968.787316
MR_144195_1_15_1_3_8_28,-874.390047,-874.461002,-874.697693
MR_144195_1_32_3_4_5_4,-722.157427,-722.220653,-722.364329
MR_144195_1_52_5_11_5_1,-590.596464,-590.651621,-590.775865
MR_144195_1_5_1_7_6_7,-894.395407,-894.467421,-894.68959
MR_144195_1_7_1_6_8_2,-776.394857,-776.460877,-776.599663
MR_185214_1_0_1_6_1_5,-946.486569,-946.551605,-946.749531
MR_185214_1_14_1_6_7_10,-830.652936,-830.713913,-830.857449
MR_185214_1_19_2_3_5_6,-680.388121,-680.447283,-680.597904
MR_185214_1_2_1_5_3_5,-911.644752,-911.713528,-911.953262
MR_185214_1_30_3_6_3_6,-640.913845,-640.970071,-641.087912
MR_185214_1_41_3_2_8_14,-680.2801,-680.334011,-680.490897
MR_185214_1_42_4_2_4_13,-603.69322,-603.747972,-603.946123
MR_185214_1_46_4_12_8_44,-700.92516,-700.98179,-701.202079
MR_185214_1_47_4_11_4_6,-531.083148,-531.137367,-531.304412
MR_185214_1_50_4_11_7_10,-603.899605,-603.950281,-604.078976
MR_185214_1_57_5_5_6_5,-739.610556,-739.671271,-739.837827
MR_185214_1_59_5_4_8_17,-687.615644,-687.672752,-687.879715
MR_185214_1_62_6_6_8_28,-778.384102,-778.446974,-778.696897
MR_185214_1_64_6_2_7_19,-774.856161,-774.912537,-775.10062
MR_185214_1_66_7_13_7_7,-793.475331,-793.53247,-793.680707
MR_185214_1_67_7_5_8_32,-815.301817,-815.363824,-815.598883
MR_185214_1_70_8_57_8_55,-798.156109,-798.218608,-798.456762
MR_185214_1_71_8_12_8_12,-679.80205,-679.856409,-680.072281
MR_185214_1_8_1_5_1_5,-1025.090622,-1025.160316,-1025.412478
MR_205208_0_10_1_5_3_6,-835.156306,-835.223834,-835.435295
MR_205208_0_11_1_3_4_3,-680.091011,-680.157126,-680.279003
MR_205208_0_16_2_2_2_1,-642.800064,-642.857529,-643.067801
MR_205208_0_20_2_4_6_7,-819.791299,-819.867118,-820.158457
MR_205208_0_21_2_5_7_7,-778.081527,-778.15307,-778.372882
MR_205208_0_22_2_10_8_4,-682.376595,-682.44145,-682.612378
MR_205208_0_23_2_11_2_4,-799.933118,-800.006688,-800.31629
MR_205208_0_25_2_12_4_13,-581.358316,-581.41674,-581.575545
MR_205208_0_32_3_6_5_5,-702.286774,-702.355021,-702.508915
MR_205208_0_39_3_2_6_3,-721.811934,-721.875312,-722.082217
MR_205208_0_42_4_8_4_4,-532.000687,-532.060079,-532.227884
MR_205208_0_43_4_11_5_10,-436.394363,-436.441511,-436.569981
MR_205208_0_44_4_10_6_2,-685.923927,-685.9898,-686.218147
MR_205208_0_4_1_7_5_5,-855.137685,-855.207708,-855.404613
MR_205208_0_51_4_4_8_49,-646.524737,-646.587884,-646.786485
MR_205208_0_54_5_10_7_8,-606.041239,-606.100579,-606.250007
MR_205208_0_56_5_10_5_4,-569.704871,-569.755615,-569.88069
MR_205208_0_57_5_10_6_6,-589.047333,-589.10788,-589.260394
