# File	Energy (eV)
frame_0001.xyz	-13603.5145866993
frame_0002.xyz	-13603.5146281842
frame_0003.xyz	-13603.5146324757
frame_0004.xyz	-13603.5146341446
frame_0005.xyz	-13603.5146362904
frame_0006.xyz	-13603.5146386746
frame_0007.xyz	-13603.5146386746
frame_0008.xyz	-13603.5146398667
frame_0009.xyz	-13603.5146443966
frame_0010.xyz	-13603.5146463040
frame_0011.xyz	-13603.5154585961
frame_0012.xyz	-13603.6160438183
frame_0013.xyz	-13603.3052294377
frame_0014.xyz	-13603.2589628819
frame_0015.xyz	-13603.3541786793
frame_0016.xyz	-13603.3628318432
frame_0017.xyz	-13603.4160406712
frame_0018.xyz	-13603.4888832692
frame_0019.xyz	-13603.5683374527
frame_0020.xyz	-13603.6072480801
frame_0021.xyz	-13603.6440963868
frame_0022.xyz	-13603.6777441624
frame_0023.xyz	-13603.6845734242
frame_0024.xyz	-13603.6482870701
frame_0025.xyz	-13603.5616037968
frame_0026.xyz	-13603.4273676995
frame_0027.xyz	-13603.2557861927
frame_0028.xyz	-13603.0589978817
frame_0029.xyz	-13602.8487451199
frame_0030.xyz	-13602.6355431202
frame_0031.xyz	-13602.4382064465
frame_0032.xyz	-13602.2815034512
frame_0033.xyz	-13602.1611755017
frame_0034.xyz	-13602.0700080517
frame_0035.xyz	-13602.0365536335
frame_0036.xyz	-13602.0980408314
frame_0037.xyz	-13602.3034775380
frame_0038.xyz	-13602.6999414090
frame_0039.xyz	-13603.1692202214
frame_0040.xyz	-13603.5928039673
frame_0041.xyz	-13603.9736395005
frame_0042.xyz	-13604.3396992806
frame_0043.xyz	-13604.7036378506
frame_0044.xyz	-13605.1428911808
frame_0045.xyz	-13605.6847077731
frame_0046.xyz	-13606.2227012041
frame_0047.xyz	-13606.6768569473
frame_0048.xyz	-13607.0470190171
frame_0049.xyz	-13607.3615820419
frame_0050.xyz	-13607.6448681477
frame_0051.xyz	-13607.8867491010
frame_0052.xyz	-13608.0321864608
frame_0053.xyz	-13608.0033819798
frame_0054.xyz	-13607.6935692552
frame_0055.xyz	-13606.9331184748
frame_0056.xyz	-13605.4828482989
frame_0057.xyz	-13602.9040606144
frame_0058.xyz	-13598.2081487301
frame_0059.xyz	-13590.4916312817
frame_0060.xyz	-13579.3298175457
frame_0061.xyz	-13567.9418456677
frame_0062.xyz	-13559.2496917370
frame_0063.xyz	-13552.8897102002
orca.001.xyz	-13603.5145866993
orca.002.xyz	-13603.5146274689
orca.003.xyz	-13603.5146334294
orca.004.xyz	-13603.5146355751
orca.005.xyz	-13603.5146355751
orca.006.xyz	-13603.5146358136
orca.007.xyz	-13603.5146389130
orca.008.xyz	-13603.5146405819
orca.009.xyz	-13603.5146467808
orca.010.xyz	-13603.5146467808
orca.011.xyz	-13603.5137019280
orca.012.xyz	-13603.6161277417
orca.013.xyz	-13603.3056309346
orca.014.xyz	-13603.2589051846
orca.015.xyz	-13603.3542306546
orca.016.xyz	-13603.3628394726
orca.017.xyz	-13603.4160130146
orca.018.xyz	-13603.4888799313
orca.019.xyz	-13603.5683372143
orca.020.xyz	-13603.6072466496
orca.021.xyz	-13603.6440985325
orca.022.xyz	-13603.6777432087
orca.023.xyz	-13603.6845753315
orca.024.xyz	-13603.6482880238
orca.025.xyz	-13603.5616014126
orca.026.xyz	-13603.4273672226
orca.027.xyz	-13603.2557838086
orca.028.xyz	-13603.0589969281
orca.029.xyz	-13602.8487436894
orca.030.xyz	-13602.6355421666
orca.031.xyz	-13602.4382083538
orca.032.xyz	-13602.2815039280
orca.033.xyz	-13602.1611778859
orca.034.xyz	-13602.0700104359
orca.035.xyz	-13602.0365550641
orca.036.xyz	-13602.0980398777
orca.037.xyz	-13602.3034775380
orca.038.xyz	-13602.6999447468
orca.039.xyz	-13603.1692202214
orca.040.xyz	-13603.5928034905
orca.041.xyz	-13603.9736425999
orca.042.xyz	-13604.3397009495
orca.043.xyz	-13604.7036357048
orca.044.xyz	-13605.1428954724
orca.045.xyz	-13605.6847075346
orca.046.xyz	-13606.2227022770
orca.047.xyz	-13606.6768569473
orca.048.xyz	-13607.0470170501
orca.049.xyz	-13607.3615819264
orca.050.xyz	-13607.6448688481
orca.051.xyz	-13607.8867482367
orca.052.xyz	-13608.0321865800
orca.053.xyz	-13608.0033811453
orca.054.xyz	-13607.6935697022
orca.055.xyz	-13606.9331235710
orca.056.xyz	-13605.4828524712
orca.057.xyz	-13602.9040606144
orca.058.xyz	-13598.2081296566
orca.059.xyz	-13590.4916198376
orca.060.xyz	-13579.3297870282
orca.061.xyz	-13567.9418990735
orca.062.xyz	-13559.2496879223
orca.063.xyz	-13552.8896720532
