#! FIELDS time LCDIS.x LCDIS.y LCDIS.z TCDIS.x TCDIS.y TCDIS.z
 0.000000 7.526159 35.068218 -11.056606 8.478199 23.603733 11.351239
 0.100000 7.181797 32.984065 -10.911337 8.475844 23.656675 11.349310
 0.200000 8.316899 29.774531 -10.142469 8.479162 23.653922 11.368053
 0.300000 7.295268 27.639182 -9.566555 8.484180 23.531094 11.029287
 0.400000 5.655322 26.404735 -8.612775 8.476466 23.541733 11.325735
 0.500000 5.136226 25.546389 -8.172143 8.453885 23.647672 11.356195
 0.600000 3.526081 24.233455 -7.318692 8.790412 23.662373 11.363232
 0.700000 2.795921 22.908882 -7.188890 8.507665 23.554399 11.364696
 0.800000 2.422704 21.493522 -7.737463 8.468028 23.571056 11.359394
 0.900000 2.030617 20.097212 -7.105841 8.446763 23.670010 11.343272
 1.000000 2.278950 18.136435 -7.651609 8.488218 23.656641 11.341505
 1.100000 2.288584 16.157988 -10.563700 8.476832 23.588522 11.350316
 1.200000 2.554379 14.841129 -12.135198 8.470740 23.603167 11.359249
 1.300000 2.806983 13.977755 -12.644084 8.467030 23.655559 11.350951
 1.400000 2.880102 13.002180 11.483508 8.488731 23.623191 11.368320
 1.500000 3.229923 12.582568 11.574782 8.497336 23.579148 11.345344
 1.600000 3.579771 12.408714 11.406406 8.469188 23.608994 11.334328
 1.700000 3.958475 12.493181 11.175821 8.481295 23.650972 11.355794
 1.800000 4.289183 12.680983 11.649690 8.486181 23.608435 11.361260
 1.900000 4.387383 12.939158 10.217880 8.496516 23.603376 11.354971
 2.000000 4.322542 13.053829 11.542940 8.488782 23.640149 11.354819
 2.100000 4.257307 13.201106 -12.314011 8.463367 23.624924 11.362042
 2.200000 4.186763 13.039471 -11.889478 8.498626 23.570762 11.362137
 2.300000 4.121721 12.905138 -11.826274 8.494342 23.606897 11.345398
 2.400000 3.858126 12.890036 -12.440346 8.475076 23.636028 11.349711
 2.500000 3.779973 12.889403 -12.147014 8.469258 23.625676 11.348376
 2.600000 3.877611 12.828316 12.701090 8.470155 23.610625 11.352510
 2.700000 3.820925 12.783303 12.466164 8.493510 23.620697 11.344359
 2.800000 3.631582 12.706034 12.152575 8.475967 23.614695 11.338390
 2.900000 3.510313 12.745956 11.547512 8.470488 23.600099 11.363714
 3.000000 3.548689 12.692716 11.211663 8.477645 23.617658 11.374606
 3.100000 3.672456 12.712695 10.563790 8.475424 23.628398 11.345139
 3.200000 3.653330 12.633110 11.620972 8.475719 23.621001 11.351438
 3.300000 3.645436 12.559395 11.226756 8.484893 23.609875 11.357945
 3.400000 3.894815 12.496308 11.660240 8.476319 23.608557 11.352813
 3.500000 4.143358 12.452935 11.674505 8.485143 23.600926 11.351789
 3.600000 4.471245 12.462830 11.289026 8.483575 23.601178 11.350155
 3.700000 4.504334 12.369585 11.632712 8.487565 23.612996 11.352176
