#! FIELDS time LCDIS.x LCDIS.y LCDIS.z TCDIS.x TCDIS.y TCDIS.z
 3.800000 4.568802 12.452831 11.543270 8.466802 23.600803 11.359540
 3.900000 4.489008 12.557128 11.480132 8.487496 23.612933 11.351285
 4.000000 4.515947 12.595585 11.568992 8.486156 23.614173 11.355586
 4.100000 4.469900 12.568502 10.943461 8.484512 23.612751 11.344091
 4.200000 4.627009 12.442626 10.709264 8.483914 23.604730 11.348259
 4.300000 4.680148 12.224770 10.053974 8.486767 23.617373 11.350633
 4.400000 4.856981 12.104742 9.957458 8.469204 23.607943 11.368874
 4.500000 4.800177 12.086737 9.661417 8.475597 23.610114 11.346846
 4.600000 4.680744 12.185794 9.677076 8.477025 23.589294 11.338532
 4.700000 4.389887 12.171730 8.944080 8.491217 23.626925 11.353375
 4.800000 4.444829 12.288401 9.084815 8.477496 23.624056 11.347306
 4.900000 4.523467 12.315186 9.035498 8.465539 23.601107 11.363878
 5.000000 4.545140 12.274417 9.072331 8.481640 23.600485 11.346952
 5.100000 4.464717 12.168896 8.427872 8.482276 23.608795 11.337347
 5.200000 4.453666 12.001889 7.587932 8.468153 23.605649 11.366011
 5.300000 4.587806 12.095215 9.112834 8.480992 23.604451 11.373308
 5.400000 4.621897 12.233900 9.828882 8.486844 23.614676 11.328892
 5.500000 4.642482 12.218554 9.686363 8.480177 23.608305 11.339921
 5.600000 4.515452 12.099251 8.891456 8.479493 23.611191 11.377012
 5.700000 4.505681 12.130240 9.213894 8.476355 23.601137 11.364718
 5.800000 4.538723 12.255021 9.286162 8.476940 23.611284 11.345056
 5.900000 4.488413 12.275157 9.366830 8.486619 23.609655 11.332648
 6.000000 4.522416 12.093908 9.326741 8.477136 23.613131 11.350928
 6.100000 4.598008 12.048983 8.637742 8.469520 23.609149 11.359698
 6.200000 4.606725 11.965686 9.000106 8.482719 23.609708 11.343517
 6.300000 4.652745 12.035478 9.088421 8.483375 23.606059 11.344928
 6.400000 4.733761 12.182534 9.374470 8.485672 23.603192 11.361145
 6.500000 4.832985 12.026198 10.337433 8.470946 23.622617 11.367167
 6.600000 4.930248 12.112132 9.603471 8.474794 23.616374 11.341688
 6.700000 4.979947 12.150626 9.963845 8.487275 23.601724 11.367221
 6.800000 4.989323 12.127462 10.007362 8.490173 23.598186 11.363652
 6.900000 4.895225 12.113086 9.960556 8.473064 23.614185 11.333609
 7.000000 4.848670 12.172309 9.591713 8.493494 23.614253 11.353935
 7.100000 4.710522 12.093642 9.544594 8.490719 23.599450 11.354321
 7.200000 4.662140 12.059053 9.872682 8.461167 23.609364 11.350374
 7.300000 4.707458 12.178211 10.360004 8.474628 23.617267 11.357781
 7.400000 4.709757 12.198556 9.322616 8.493091 23.609314 11.358997
 7.500000 4.713827 12.159597 8.941740 8.479417 23.596696 11.351075
 7.600000 4.702675 12.147394 9.342297 8.481278 23.595264 11.347567
 7.700000 4.835545 12.095712 9.069348 8.477499 23.616832 11.346494
 7.800000 5.009866 12.072469 8.778716 8.482575 23.622983 11.360642
 7.900000 4.917021 11.874489 8.737304 8.475592 23.614886 11.361621
 8.000000 4.802672 11.849182 10.110927 8.468614 23.600262 11.350494
 8.100000 4.750229 11.995048 9.614294 8.472978 23.621069 11.349956
 8.200000 4.821908 12.114199 10.272460 8.500488 23.598906 11.351278
 8.300000 4.789549 12.141483 9.925018 8.485224 23.601716 11.359972
 8.400000 4.762882 12.055888 9.924936 8.469562 23.611423 11.351978
 8.500000 4.869927 12.007727 9.971286 8.479255 23.624973 11.344236
 8.600000 4.924918 11.965363 9.253982 8.485938 23.589076 11.346055
 8.700000 4.949203 11.956513 9.371744 8.484000 23.606835 11.359555
 8.800000 4.805344 11.897561 9.425391 8.480601 23.618934 11.366335
 8.900000 4.748207 11.959444 8.357156 8.475773 23.607674 11.345327
 9.000000 4.717693 11.949076 8.400929 8.481325 23.587111 11.345538
 9.100000 4.734718 11.984441 8.326593 8.486826 23.601064 11.362840
 9.200000 4.701579 12.063991 8.262296 8.484575 23.626969 11.363310
 9.300000 4.684469 12.114008 8.583639 8.484479 23.617860 11.345254
 9.400000 4.684015 12.175110 9.381037 8.468018 23.579226 11.346279
 9.500000 4.828783 12.089200 9.292636 8.475173 23.607158 11.348361
 9.600000 4.945234 12.024812 9.299379 8.481166 23.628309 11.365684
 9.700000 4.931013 11.963709 9.738038 8.484766 23.609890 11.360894
 9.800000 4.871909 11.924939 9.769008 8.471854 23.585151 11.335938
 9.900000 4.945193 12.042000 8.964430 8.484613 23.614156 11.351856
 10.000000 4.830240 12.167569 9.739371 8.496552 23.619575 11.368263
